chelonoidis_abingdonii ENSCABG00000004204
gopherus_agassizii ENSGAGG00000005352
chrysemys_picta_bellii ENSCPBG00000008690
apteryx_rowi ENSARWG00000002255
apteryx_haastii ENSAHAG00000006588
apteryx_owenii ENSAOWG00000009195
nothoprocta_perdicaria ENSNPEG00000007803
dromaius_novaehollandiae ENSDNVG00000010211
anser_brachyrhynchus ENSABRG00000004996
anas_platyrhynchos_platyrhynchos ENSAPLG00000030156
numida_meleagris ENSNMEG00000020384
coturnix_japonica ENSCJPG00005005193
calidris_pygmaea ENSCPGG00000003813
calidris_pugnax ENSCPUG00000003688
lepidothrix_coronata ENSLCOG00000005729
manacus_vitellinus ENSMVIG00005010716
crocodylus_porosus ENSCPRG00005011231
pogona_vitticeps ENSPVIG00000007952
notechis_scutatus ENSNSUG00000003172
salvator_merianae ENSSMRG00000017493
scleropages_formosus ENSSFOG00015003255
