paramormyrops_kingsleyae ENSPKIG00000007898
scleropages_formosus ENSSFOG00015023603
pygocentrus_nattereri ENSPNAG00000001737
astyanax_mexicanus ENSAMXG00000039675
ictalurus_punctatus ENSIPUG00000021936
danio_rerio ENSDARG00000052623
anabas_testudineus ENSATEG00000008054
monopterus_albus ENSMALG00000010388
haplochromis_burtoni ENSHBUG00000020704
pundamilia_nyererei ENSPNYG00000004433
astatotilapia_calliptera ENSACLG00000020348
maylandia_zebra ENSMZEG00005006747
neolamprologus_brichardi ENSNBRG00000010169
oreochromis_niloticus ENSONIG00000008240
amphilophus_citrinellus ENSACIG00000023741
kryptolebias_marmoratus ENSKMAG00000002159
amphiprion_percula ENSAPEG00000018627
amphiprion_ocellaris ENSAOCG00000017652
acanthochromis_polyacanthus ENSAPOG00000001195
stegastes_partitus ENSSPAG00000019796
seriola_dumerili ENSSDUG00000013350
seriola_lalandi ENSSLDG00000017231
labrus_bergylta ENSLBEG00000024206
takifugu_rubripes ENSTRUG00000012146
tetraodon_nigroviridis ENSTNIG00000008923
mola_mola ENSMMOG00000002430
gasterosteus_aculeatus ENSGACG00000007418
fundulus_heteroclitus ENSFHEG00000006800
cyprinodon_variegatus ENSCVAG00000007655
poecilia_latipinna ENSPLAG00000004449
poecilia_mexicana ENSPMEG00000018808
poecilia_formosa ENSPFOG00000004781
poecilia_reticulata ENSPREG00000003228
xiphophorus_maculatus ENSXMAG00000018748
xiphophorus_couchianus ENSXCOG00000011298
gambusia_affinis ENSGAFG00000019483
oryzias_latipes ENSORLG00020018026
oryzias_latipes ENSORLG00000017563
oryzias_latipes ENSORLG00015014388
oryzias_melastigma ENSOMEG00000004206
scophthalmus_maximus ENSSMAG00000010066
hippocampus_comes ENSHCOG00000001609
periophthalmus_magnuspinnatus ENSPMGG00000008416
cynoglossus_semilaevis ENSCSEG00000000111
gadus_morhua ENSGMOG00000019221
esox_lucius ENSELUG00000003622
lepisosteus_oculatus ENSLOCG00000002577
latimeria_chalumnae ENSLACG00000016346
petromyzon_marinus ENSPMAG00000006670
eptatretus_burgeri ENSEBUG00000008762
dipodomys_ordii ENSDORG00000003081
nannospalax_galili ENSNGAG00000024370
urocitellus_parryii ENSUPAG00010005350
spermophilus_dauricus ENSSDAG00000012148
ictidomys_tridecemlineatus ENSSTOG00000006690
marmota_marmota ENSMMMG00000008793
mus_spicilegus ENSMSIG00000001838
mus_spretus MGP_SPRETEiJ_G0027500
mus_musculus ENSMUSG00000040859
mus_caroli MGP_CAROLIEiJ_G0026520
mus_pahari MGP_PahariEiJ_G0028851
rattus_norvegicus ENSRNOG00000008338
meriones_unguiculatus ENSMUGG00000003659
microtus_ochrogaster ENSMOCG00000000441
peromyscus_maniculatus ENSPEMG00000023980
cricetulus_griseus ENSCGRG00001014600
cricetulus_griseus ENSCGRG00000018168
cricetulus_griseus ENSCGRG00015009318
mesocricetus_auratus ENSMAUG00000014211
chinchilla_lanigera ENSCLAG00000015520
octodon_degus ENSODEG00000003891
cavia_porcellus ENSCPOG00000007125
cavia_aperea ENSCAPG00000017920
heterocephalus_glaber ENSHGLG00000010987
heterocephalus_glaber ENSHGLG00100016311
fukomys_damarensis ENSFDAG00000008774
castor_canadensis ENSCCNG00000006822
oryctolagus_cuniculus ENSOCUG00000011968
ochotona_princeps ENSOPRG00000000870
theropithecus_gelada ENSTGEG00000015938
chlorocebus_sabaeus ENSCSAG00000001056
papio_anubis ENSPANG00000005350
macaca_mulatta ENSMMUG00000001264
cercocebus_atys ENSCATG00000014764
macaca_nemestrina ENSMNEG00000027802
piliocolobus_tephrosceles ENSPTEG00000023471
rhinopithecus_bieti ENSRBIG00000037941
rhinopithecus_roxellana ENSRROG00000031266
colobus_angolensis ENSCANG00000011567
mandrillus_leucophaeus ENSMLEG00000030871
macaca_fascicularis ENSMFAG00000042990
nomascus_leucogenys ENSNLEG00000002642
callithrix_jacchus ENSCJAG00000000980
cebus_capucinus ENSCCAG00000036701
saimiri_boliviensis ENSSBOG00000023775
aotus_nancymaae ENSANAG00000026316
pan_paniscus ENSPPAG00000043872
pan_troglodytes ENSPTRG00000000484
gorilla_gorilla ENSGGOG00000013119
homo_sapiens ENSG00000160058
pongo_abelii ENSPPYG00000001592
carlito_syrichta ENSTSYG00000007689
microcebus_murinus ENSMICG00000014389
propithecus_coquereli ENSPCOG00000023478
prolemur_simus ENSPSMG00000019638
otolemur_garnettii ENSOGAG00000032492
tupaia_belangeri ENSTBEG00000017743
canis_lupus ENSCAFG00020025366
equus_asinus ENSEASG00005011746
bos_taurus ENSBTAG00000020655
bos_mutus ENSBMUG00000008964
bison_bison ENSBBBG00000012384
capra_hircus ENSCHIG00000022470
ovis_aries ENSOARG00000020939
myotis_lucifugus ENSMLUG00000000822
tursiops_truncatus ENSTTRG00000003695
sus_scrofa ENSSSCG00000026392
pteropus_vampyrus ENSPVAG00000013335
erinaceus_europaeus ENSEEUG00000014159
equus_caballus ENSECAG00000009115
mustela_putorius ENSMPUG00000015227
neovison_vison ENSNVIG00000024281
ursus_americanus ENSUAMG00000014259
ursus_maritimus ENSUMAG00000008356
ailuropoda_melanoleuca ENSAMEG00000007565
canis_lupus ENSCAFG00000010567
vulpes_vulpes ENSVVUG00000015420
