pteropus_vampyrus ENSPVAG00000004353
sorex_araneus ENSSARG00000005478
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026288
mus_musculus ENSMUSG00000028111
mus_spicilegus ENSMSIG00000005966
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025344
mus_pahari MGP_PahariEiJ_G0026788
rattus_norvegicus ENSRNOG00000021155
meriones_unguiculatus ENSMUGG00000005407
cricetulus_griseus_crigri-picr ENSCGRG00015022896
cricetulus_griseus_crigri-picr ENSCGRG00015022920
cricetulus_griseus_chok1gshd ENSCGRG00001018122
cricetulus_griseus_crigri ENSCGRG00000005937
mesocricetus_auratus ENSMAUG00000019242
microtus_ochrogaster ENSMOCG00000022513
peromyscus_maniculatus_bairdii ENSPEMG00000001057
nannospalax_galili ENSNGAG00000011227
jaculus_jaculus ENSJJAG00000009558
castor_canadensis ENSCCNG00000012448
dipodomys_ordii ENSDORG00000027450
oryctolagus_cuniculus ENSOCUG00000011090
ochotona_princeps ENSOPRG00000010357
equus_asinus_asinus ENSEASG00005002046
equus_caballus ENSECAG00000019087
myotis_lucifugus ENSMLUG00000003495
bos_mutus ENSBMUG00000023829
bos_taurus ENSBTAG00000021035
bison_bison_bison ENSBBBG00000006256
capra_hircus ENSCHIG00000011574
ovis_aries ENSOARG00000020869
tursiops_truncatus ENSTTRG00000007386
vicugna_pacos ENSVPAG00000005437
ursus_maritimus ENSUMAG00000003426
ursus_americanus ENSUAMG00000010381
ailuropoda_melanoleuca ENSAMEG00000001264
mustela_putorius_furo ENSMPUG00000004373
neovison_vison ENSNVIG00000016339
canis_lupus_familiaris ENSCAFG00000012093
canis_lupus_dingo ENSCAFG00020019521
vulpes_vulpes ENSVVUG00000011566
panthera_tigris_altaica ENSPTIG00000004636
panthera_pardus ENSPPRG00000008091
felis_catus ENSFCAG00000003643
erinaceus_europaeus ENSEEUG00000007272
tupaia_belangeri ENSTBEG00000004167
echinops_telfairi ENSETEG00000001277
procavia_capensis ENSPCAG00000008435
loxodonta_africana ENSLAFG00000011279
dasypus_novemcinctus ENSDNOG00000038345
choloepus_hoffmanni ENSCHOG00000012560
pan_paniscus ENSPPAG00000041595
pan_troglodytes ENSPTRG00000001265
homo_sapiens ENSG00000143387
gorilla_gorilla ENSGGOG00000015378
pongo_abelii ENSPPYG00000000889
nomascus_leucogenys ENSNLEG00000033510
macaca_mulatta ENSMMUG00000000537
macaca_fascicularis ENSMFAG00000000402
macaca_nemestrina ENSMNEG00000033034
theropithecus_gelada ENSTGEG00000014207
papio_anubis ENSPANG00000009168
cercocebus_atys ENSCATG00000036086
mandrillus_leucophaeus ENSMLEG00000035690
chlorocebus_sabaeus ENSCSAG00000018040
piliocolobus_tephrosceles ENSPTEG00000030557
colobus_angolensis_palliatus ENSCANG00000008467
rhinopithecus_roxellana ENSRROG00000036101
rhinopithecus_bieti ENSRBIG00000011955
cebus_capucinus ENSCCAG00000029150
saimiri_boliviensis_boliviensis ENSSBOG00000028605
callithrix_jacchus ENSCJAG00000006804
aotus_nancymaae ENSANAG00000037073
carlito_syrichta ENSTSYG00000006055
propithecus_coquereli ENSPCOG00000022303
microcebus_murinus ENSMICG00000005853
prolemur_simus ENSPSMG00000021532
otolemur_garnettii ENSOGAG00000004519
marmota_marmota_marmota ENSMMMG00000019259
urocitellus_parryii ENSUPAG00010002778
spermophilus_dauricus ENSSDAG00000022531
ictidomys_tridecemlineatus ENSSTOG00000013868
octodon_degus ENSODEG00000012573
octodon_degus ENSODEG00000001541
chinchilla_lanigera ENSCLAG00000000173
cavia_porcellus ENSCPOG00000023854
cavia_aperea ENSCAPG00000009412
heterocephalus_glaber_female ENSHGLG00000011085
heterocephalus_glaber_male ENSHGLG00100019029
fukomys_damarensis ENSFDAG00000001114
notamacropus_eugenii ENSMEUG00000004373
phascolarctos_cinereus ENSPCIG00000008916
sarcophilus_harrisii ENSSHAG00000012098
monodelphis_domestica ENSMODG00000018811
ornithorhynchus_anatinus ENSOANG00000004581
pogona_vitticeps ENSPVIG00000020631
anolis_carolinensis ENSACAG00000008771
notechis_scutatus ENSNSUG00000013965
salvator_merianae ENSSMRG00000021238
sphenodon_punctatus ENSSPUG00000002928
chrysemys_picta_bellii ENSCPBG00000008661
chelonoidis_abingdonii ENSCABG00000006984
pelodiscus_sinensis ENSPSIG00000010266
apteryx_owenii ENSAOWG00000002736
apteryx_haastii ENSAHAG00000002337
apteryx_rowi ENSARWG00000012824
dromaius_novaehollandiae ENSDNVG00000009389
nothoprocta_perdicaria ENSNPEG00000002337
anser_brachyrhynchus ENSABRG00000006853
anas_platyrhynchos_platyrhynchos ENSAPLG00000012768
meleagris_gallopavo ENSMGAG00000016914
gallus_gallus ENSGALG00000028147
taeniopygia_guttata ENSTGUG00000005661
lonchura_striata_domestica ENSLSDG00000012000
serinus_canaria ENSSCAG00000011979
parus_major ENSPMJG00000001799
cyanistes_caeruleus ENSCCEG00000012329
lepidothrix_coronata ENSLCOG00000013663
junco_hyemalis ENSJHYG00000008858
melopsittacus_undulatus ENSMUNG00000007641
calidris_pygmaea ENSCPGG00000014863
zonotrichia_albicollis ENSZALG00000008199
zonotrichia_albicollis ENSZALG00000008200
melopsittacus_undulatus ENSMUNG00000007394
calidris_pugnax ENSCPUG00000013075
crocodylus_porosus ENSCPRG00005004905
xenopus_tropicalis ENSXETG00000008916
xenopus_tropicalis ENSXETG00000031138
xenopus_tropicalis ENSXETG00000008929
latimeria_chalumnae ENSLACG00000014487
hippocampus_comes ENSHCOG00000013320
hippocampus_comes ENSHCOG00000013303
gasterosteus_aculeatus ENSGACG00000013402
cynoglossus_semilaevis ENSCSEG00000009635
astatotilapia_calliptera ENSACLG00000004182
maylandia_zebra ENSMZEG00005010652
pundamilia_nyererei ENSPNYG00000012361
haplochromis_burtoni ENSHBUG00000014890
neolamprologus_brichardi ENSNBRG00000003276
amphilophus_citrinellus ENSACIG00000005713
pundamilia_nyererei ENSPNYG00000000791
astatotilapia_calliptera ENSACLG00000004303
oryzias_latipes ENSORLG00000015716
oryzias_latipes_asm223469v1 ENSORLG00015022157
oryzias_latipes ENSORLG00020015686
oryzias_melastigma ENSOMEG00000017897
seriola_lalandi_dorsalis ENSSLDG00000013277
seriola_dumerili ENSSDUG00000002105
scophthalmus_maximus ENSSMAG00000016710
labrus_bergylta ENSLBEG00000005812
monopterus_albus ENSMALG00000008157
monopterus_albus ENSMALG00000008197
mastacembelus_armatus ENSMAMG00000012398
anabas_testudineus ENSATEG00000000210
tetraodon_nigroviridis ENSTNIG00000006175
tetraodon_nigroviridis ENSTNIG00000001850
takifugu_rubripes ENSTRUG00000000525
mola_mola ENSMMOG00000002822
amphiprion_ocellaris ENSAOCG00000019439
amphiprion_percula ENSAPEG00000001951
acanthochromis_polyacanthus ENSAPOG00000015162
stegastes_partitus ENSSPAG00000019439
xiphophorus_maculatus ENSXMAG00000008976
xiphophorus_couchianus ENSXCOG00000004693
gambusia_affinis ENSGAFG00000011111
poecilia_formosa ENSPFOG00000007832
poecilia_mexicana ENSPMEG00000007596
poecilia_latipinna ENSPLAG00000013430
poecilia_reticulata ENSPREG00000019510
cyprinodon_variegatus ENSCVAG00000019029
fundulus_heteroclitus ENSFHEG00000008966
kryptolebias_marmoratus ENSKMAG00000017740
anabas_testudineus ENSATEG00000020310
anabas_testudineus ENSATEG00000020264
seriola_lalandi_dorsalis ENSSLDG00000009094
seriola_lalandi_dorsalis ENSSLDG00000008500
seriola_dumerili ENSSDUG00000014996
seriola_lalandi_dorsalis ENSSLDG00000002458
periophthalmus_magnuspinnatus ENSPMGG00000004245
gadus_morhua ENSGMOG00000005079
esox_lucius ENSELUG00000011312
pygocentrus_nattereri ENSPNAG00000002221
astyanax_mexicanus ENSAMXG00000018786
ictalurus_punctatus ENSIPUG00000006846
danio_rerio ENSDARG00000040251
scleropages_formosus ENSSFOG00015011956
paramormyrops_kingsleyae ENSPKIG00000010719
lepisosteus_oculatus ENSLOCG00000007964
paramormyrops_kingsleyae ENSPKIG00000021515
paramormyrops_kingsleyae ENSPKIG00000000858
paramormyrops_kingsleyae ENSPKIG00000000946
paramormyrops_kingsleyae ENSPKIG00000021458
scleropages_formosus ENSSFOG00015007690
pelodiscus_sinensis ENSPSIG00000009006
paramormyrops_kingsleyae ENSPKIG00000010741
