apteryx_rowi ENSARWG00000015613
apteryx_haastii ENSAHAG00000019169
apteryx_owenii ENSAOWG00000003668
dromaius_novaehollandiae ENSDNVG00000017953
nothoprocta_perdicaria ENSNPEG00000007012
anas_platyrhynchos ENSAPLG00000008996
anser_brachyrhynchus ENSABRG00000008562
coturnix_japonica ENSCJPG00005011796
gallus_gallus ENSGALG00000053281
meleagris_gallopavo ENSMGAG00000011605
numida_meleagris ENSNMEG00000017524
junco_hyemalis ENSJHYG00000017139
zonotrichia_albicollis ENSZALG00000008921
ficedula_albicollis ENSFALG00000008589
serinus_canaria ENSSCAG00000002380
taeniopygia_guttata ENSTGUG00000011613
taeniopygia_guttata ENSTGUG00000014396
lonchura_striata ENSLSDG00000010450
cyanistes_caeruleus ENSCCEG00000009824
parus_major ENSPMJG00000005347
manacus_vitellinus ENSMVIG00005015824
lepidothrix_coronata ENSLCOG00000004301
melopsittacus_undulatus ENSMUNG00000006231
calidris_pugnax ENSCPUG00000016583
calidris_pygmaea ENSCPGG00000007720
crocodylus_porosus ENSCPRG00005018442
sphenodon_punctatus ENSSPUG00000011769
phascolarctos_cinereus ENSPCIG00000023477
notamacropus_eugenii ENSMEUG00000004442
monodelphis_domestica ENSMODG00000006700
sarcophilus_harrisii ENSSHAG00000011713
gopherus_agassizii ENSGAGG00000008625
chelonoidis_abingdonii ENSCABG00000014814
chrysemys_picta ENSCPBG00000007161
pelodiscus_sinensis ENSPSIG00000003774
ornithorhynchus_anatinus ENSOANG00000013949
anolis_carolinensis ENSACAG00000013361
notechis_scutatus ENSNSUG00000000584
salvator_merianae ENSSMRG00000010988
pongo_abelii ENSPPYG00000018689
nomascus_leucogenys ENSNLEG00000002025
aotus_nancymaae ENSANAG00000035679
pan_paniscus ENSPPAG00000011106
homo_sapiens ENSG00000171033
rhinopithecus_bieti ENSRBIG00000042685
colobus_angolensis ENSCANG00000036252
chlorocebus_sabaeus ENSCSAG00000013440
piliocolobus_tephrosceles ENSPTEG00000015216
rhinopithecus_roxellana ENSRROG00000035959
macaca_nemestrina ENSMNEG00000041741
macaca_fascicularis ENSMFAG00000038579
papio_anubis ENSPANG00000009671
mandrillus_leucophaeus ENSMLEG00000035252
theropithecus_gelada ENSTGEG00000023832
cercocebus_atys ENSCATG00000003870
cebus_capucinus ENSCCAG00000018464
callithrix_jacchus ENSCJAG00000041022
saimiri_boliviensis ENSSBOG00000028221
pan_troglodytes ENSPTRG00000020360
gorilla_gorilla ENSGGOG00000024164
carlito_syrichta ENSTSYG00000012820
oryctolagus_cuniculus ENSOCUG00000021115
equus_caballus ENSECAG00000038346
equus_asinus ENSEASG00005020560
ursus_americanus ENSUAMG00000005129
ursus_maritimus ENSUMAG00000014882
ailuropoda_melanoleuca ENSAMEG00000007937
neovison_vison ENSNVIG00000014882
mustela_putorius ENSMPUG00000010080
canis_lupus ENSCAFG00020017949
canis_lupus ENSCAFG00000008350
vulpes_vulpes ENSVVUG00000000140
panthera_tigris ENSPTIG00000001947
panthera_pardus ENSPPRG00000013136
felis_catus ENSFCAG00000036744
propithecus_coquereli ENSPCOG00000027170
microcebus_murinus ENSMICG00000045782
prolemur_simus ENSPSMG00000010783
otolemur_garnettii ENSOGAG00000016286
myotis_lucifugus ENSMLUG00000026688
ovis_aries ENSOARG00000007520
ovis_aries ENSOARG00000014508
capra_hircus ENSCHIG00000022780
bos_mutus ENSBMUG00000009046
bos_taurus ENSBTAG00000008150
bison_bison ENSBBBG00000001856
tursiops_truncatus ENSTTRG00000012092
sus_scrofa ENSSSCG00000006163
sorex_araneus ENSSARG00000012592
vicugna_pacos ENSVPAG00000008413
erinaceus_europaeus ENSEEUG00000008929
pteropus_vampyrus ENSPVAG00000015870
ictidomys_tridecemlineatus ENSSTOG00000010711
marmota_marmota ENSMMMG00000005670
spermophilus_dauricus ENSSDAG00000009533
urocitellus_parryii ENSUPAG00010016699
octodon_degus ENSODEG00000005280
chinchilla_lanigera ENSCLAG00000010536
cavia_aperea ENSCAPG00000013917
cavia_porcellus ENSCPOG00000036157
heterocephalus_glaber ENSHGLG00100003648
heterocephalus_glaber ENSHGLG00000008604
fukomys_damarensis ENSFDAG00000013169
mus_musculus ENSMUSG00000027499
mus_caroli MGP_CAROLIEiJ_G0024828
mus_spretus MGP_SPRETEiJ_G0025758
mus_spicilegus ENSMSIG00000015528
mus_pahari MGP_PahariEiJ_G0026276
rattus_norvegicus ENSRNOG00000012095
meriones_unguiculatus ENSMUGG00000023749
cricetulus_griseus ENSCGRG00001014887
cricetulus_griseus ENSCGRG00000006644
mesocricetus_auratus ENSMAUG00000000886
microtus_ochrogaster ENSMOCG00000012790
peromyscus_maniculatus ENSPEMG00000026223
nannospalax_galili ENSNGAG00000000451
jaculus_jaculus ENSJJAG00000021457
castor_canadensis ENSCCNG00000019166
dipodomys_ordii ENSDORG00000025538
ochotona_princeps ENSOPRG00000000925
loxodonta_africana ENSLAFG00000031468
procavia_capensis ENSPCAG00000012391
dasypus_novemcinctus ENSDNOG00000010415
xenopus_tropicalis ENSXETG00000027262
lepisosteus_oculatus ENSLOCG00000013487
