pogona_vitticeps ENSPVIG00000021513
salvator_merianae ENSSMRG00000001287
sphenodon_punctatus ENSSPUG00000013274
gopherus_agassizii ENSGAGG00000008056
chrysemys_picta_bellii ENSCPBG00000012241
latimeria_chalumnae ENSLACG00000009369
scleropages_formosus ENSSFOG00015019423
paramormyrops_kingsleyae ENSPKIG00000016510
takifugu_rubripes ENSTRUG00000023734
tetraodon_nigroviridis ENSTNIG00000017144
mola_mola ENSMMOG00000004202
labrus_bergylta ENSLBEG00000012975
monopterus_albus ENSMALG00000017505
mastacembelus_armatus ENSMAMG00000010229
anabas_testudineus ENSATEG00000001889
scophthalmus_maximus ENSSMAG00000015765
cynoglossus_semilaevis ENSCSEG00000019865
seriola_dumerili ENSSDUG00000009751
seriola_lalandi_dorsalis ENSSLDG00000023874
amphiprion_ocellaris ENSAOCG00000017110
amphiprion_percula ENSAPEG00000012112
acanthochromis_polyacanthus ENSAPOG00000016920
stegastes_partitus ENSSPAG00000012582
maylandia_zebra ENSMZEG00005018426
astatotilapia_calliptera ENSACLG00000003958
haplochromis_burtoni ENSHBUG00000015252
pundamilia_nyererei ENSPNYG00000002314
neolamprologus_brichardi ENSNBRG00000013346
amphilophus_citrinellus ENSACIG00000021237
xiphophorus_couchianus ENSXCOG00000012314
xiphophorus_maculatus ENSXMAG00000001926
gambusia_affinis ENSGAFG00000021046
poecilia_latipinna ENSPLAG00000016541
poecilia_mexicana ENSPMEG00000015462
poecilia_formosa ENSPFOG00000012241
poecilia_reticulata ENSPREG00000006028
fundulus_heteroclitus ENSFHEG00000017188
cyprinodon_variegatus ENSCVAG00000010217
kryptolebias_marmoratus ENSKMAG00000016498
oryzias_latipes_asm223469v1 ENSORLG00015007929
oryzias_latipes ENSORLG00020007674
oryzias_latipes ENSORLG00000027505
oryzias_melastigma ENSOMEG00000001734
periophthalmus_magnuspinnatus ENSPMGG00000013726
hippocampus_comes ENSHCOG00000015431
esox_lucius ENSELUG00000007220
pygocentrus_nattereri ENSPNAG00000025066
astyanax_mexicanus ENSAMXG00000000576
ictalurus_punctatus ENSIPUG00000009444
danio_rerio ENSDARG00000089075
danio_rerio ENSDARG00000077227
astyanax_mexicanus ENSAMXG00000002376
lepisosteus_oculatus ENSLOCG00000010267
petromyzon_marinus ENSPMAG00000003330
