prolemur_simus ENSPSMG00000003982
otolemur_garnettii ENSOGAG00000001649
homo_sapiens ENSG00000169484
gorilla_gorilla ENSGGOG00000027736
pan_paniscus ENSPPAG00000033150
pongo_abelii ENSPPYG00000005554
theropithecus_gelada ENSTGEG00000013626
chlorocebus_sabaeus ENSCSAG00000000361
piliocolobus_tephrosceles ENSPTEG00000018651
heterocephalus_glaber_male ENSHGLG00100020847
heterocephalus_glaber_female ENSHGLG00000020266
fukomys_damarensis ENSFDAG00000001531
fukomys_damarensis ENSFDAG00000019228
castor_canadensis ENSCCNG00000014194
ictidomys_tridecemlineatus ENSSTOG00000012972
ictidomys_tridecemlineatus ENSSTOG00000020569
marmota_marmota_marmota ENSMMMG00000000922
spermophilus_dauricus ENSSDAG00000016708
urocitellus_parryii ENSUPAG00010005236
oryctolagus_cuniculus ENSOCUG00000017139
equus_caballus ENSECAG00000006490
equus_asinus_asinus ENSEASG00005017335
pteropus_vampyrus ENSPVAG00000013461
sorex_araneus ENSSARG00000007330
erinaceus_europaeus ENSEEUG00000014129
bos_mutus ENSBMUG00000003822
bos_taurus ENSBTAG00000004821
bison_bison_bison ENSBBBG00000007620
ovis_aries ENSOARG00000014167
sus_scrofa ENSSSCG00000033835
sus_scrofa ENSSSCG00000032183
sus_scrofa ENSSSCG00000036642
sus_scrofa ENSSSCG00000038389
sus_scrofa ENSSSCG00000036500
mustela_putorius_furo ENSMPUG00000019414
neovison_vison ENSNVIG00000003830
vulpes_vulpes ENSVVUG00000010555
vulpes_vulpes ENSVVUG00000025764
canis_lupus_dingo ENSCAFG00020006894
canis_lupus_dingo ENSCAFG00020006890
panthera_tigris_altaica ENSPTIG00000002196
panthera_pardus ENSPPRG00000020666
felis_catus ENSFCAG00000008550
loxodonta_africana ENSLAFG00000003487
dasypus_novemcinctus ENSDNOG00000008011
phascolarctos_cinereus ENSPCIG00000008158
notamacropus_eugenii ENSMEUG00000006232
sarcophilus_harrisii ENSSHAG00000006720
monodelphis_domestica ENSMODG00000007805
