parus_major ENSPMJG00000000452
zonotrichia_albicollis ENSZALG00000008744
taeniopygia_guttata ENSTGUG00000011288
junco_hyemalis ENSJHYG00000016526
serinus_canaria ENSSCAG00000013825
ficedula_albicollis ENSFALG00000014153
manacus_vitellinus ENSMVIG00005000233
lepidothrix_coronata ENSLCOG00000003589
cyanistes_caeruleus ENSCCEG00000012931
lonchura_striata_domestica ENSLSDG00000014210
anser_brachyrhynchus ENSABRG00000007274
coturnix_japonica ENSCJPG00005011653
calidris_pugnax ENSCPUG00000009115
calidris_pygmaea ENSCPGG00000003157
gallus_gallus ENSGALG00000034224
meleagris_gallopavo ENSMGAG00000011226
numida_meleagris ENSNMEG00000016835
anas_platyrhynchos_platyrhynchos ENSAPLG00000020243
melopsittacus_undulatus ENSMUNG00000005653
apteryx_rowi ENSARWG00000016152
apteryx_owenii ENSAOWG00000007930
apteryx_haastii ENSAHAG00000015102
dromaius_novaehollandiae ENSDNVG00000010041
junco_hyemalis ENSJHYG00000016525
cyanistes_caeruleus ENSCCEG00000012932
anser_brachyrhynchus ENSABRG00000007278
chelonoidis_abingdonii ENSCABG00000003355
gopherus_agassizii ENSGAGG00000012687
chrysemys_picta_bellii ENSCPBG00000021368
gopherus_agassizii ENSGAGG00000012686
pelodiscus_sinensis ENSPSIG00000011919
anolis_carolinensis ENSACAG00000028267
pogona_vitticeps ENSPVIG00000000591
salvator_merianae ENSSMRG00000011751
notamacropus_eugenii ENSMEUG00000008824
phascolarctos_cinereus ENSPCIG00000032494
monodelphis_domestica ENSMODG00000024953
sarcophilus_harrisii ENSSHAG00000011189
ovis_aries ENSOARG00000017570
capra_hircus ENSCHIG00000010815
bos_taurus ENSBTAG00000002192
bos_mutus ENSBMUG00000014545
bison_bison_bison ENSBBBG00000018439
tursiops_truncatus ENSTTRG00000017136
vicugna_pacos ENSVPAG00000004193
sus_scrofa ENSSSCG00000023848
equus_asinus_asinus ENSEASG00005001680
equus_caballus ENSECAG00000000693
ursus_maritimus ENSUMAG00000014266
ursus_americanus ENSUAMG00000002588
ailuropoda_melanoleuca ENSAMEG00000012374
canis_lupus_familiaris ENSCAFG00000025392
canis_lupus_dingo ENSCAFG00020016059
vulpes_vulpes ENSVVUG00000018463
mustela_putorius_furo ENSMPUG00000009963
neovison_vison ENSNVIG00000023920
panthera_pardus ENSPPRG00000009419
panthera_tigris_altaica ENSPTIG00000016071
felis_catus ENSFCAG00000037361
pteropus_vampyrus ENSPVAG00000013647
myotis_lucifugus ENSMLUG00000003160
erinaceus_europaeus ENSEEUG00000012940
sorex_araneus ENSSARG00000002661
mus_musculus ENSMUSG00000067879
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014741
mus_spicilegus ENSMSIG00000027043
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0013938
mus_pahari MGP_PahariEiJ_G0023881
rattus_norvegicus ENSRNOG00000021663
meriones_unguiculatus ENSMUGG00000007781
cricetulus_griseus_chok1gshd ENSCGRG00001006925
cricetulus_griseus_crigri ENSCGRG00000008811
cricetulus_griseus_crigri-picr ENSCGRG00015022108
mesocricetus_auratus ENSMAUG00000012319
microtus_ochrogaster ENSMOCG00000019849
peromyscus_maniculatus_bairdii ENSPEMG00000025395
nannospalax_galili ENSNGAG00000017621
jaculus_jaculus ENSJJAG00000021390
urocitellus_parryii ENSUPAG00010001513
spermophilus_dauricus ENSSDAG00000000071
marmota_marmota_marmota ENSMMMG00000002560
ictidomys_tridecemlineatus ENSSTOG00000008800
castor_canadensis ENSCCNG00000023644
dipodomys_ordii ENSDORG00000027023
heterocephalus_glaber_male ENSHGLG00100014638
heterocephalus_glaber_female ENSHGLG00000016473
fukomys_damarensis ENSFDAG00000011058
chinchilla_lanigera ENSCLAG00000002491
octodon_degus ENSODEG00000007127
cavia_porcellus ENSCPOG00000031365
cavia_aperea ENSCAPG00000012283
oryctolagus_cuniculus ENSOCUG00000000345
ochotona_princeps ENSOPRG00000005963
tupaia_belangeri ENSTBEG00000014906
pan_paniscus ENSPPAG00000042638
pan_troglodytes ENSPTRG00000045591
homo_sapiens ENSG00000169085
gorilla_gorilla ENSGGOG00000008516
pongo_abelii ENSPPYG00000018639
nomascus_leucogenys ENSNLEG00000010728
mandrillus_leucophaeus ENSMLEG00000029077
theropithecus_gelada ENSTGEG00000020231
papio_anubis ENSPANG00000026368
cercocebus_atys ENSCATG00000030500
chlorocebus_sabaeus ENSCSAG00000014222
macaca_mulatta ENSMMUG00000022419
macaca_fascicularis ENSMFAG00000030923
macaca_nemestrina ENSMNEG00000036354
piliocolobus_tephrosceles ENSPTEG00000006522
colobus_angolensis_palliatus ENSCANG00000005797
rhinopithecus_bieti ENSRBIG00000042312
rhinopithecus_roxellana ENSRROG00000032222
saimiri_boliviensis_boliviensis ENSSBOG00000019842
cebus_capucinus ENSCCAG00000015867
callithrix_jacchus ENSCJAG00000004450
aotus_nancymaae ENSANAG00000024464
carlito_syrichta ENSTSYG00000005969
prolemur_simus ENSPSMG00000000317
microcebus_murinus ENSMICG00000009873
propithecus_coquereli ENSPCOG00000027580
otolemur_garnettii ENSOGAG00000008697
dasypus_novemcinctus ENSDNOG00000041713
choloepus_hoffmanni ENSCHOG00000003703
procavia_capensis ENSPCAG00000015386
echinops_telfairi ENSETEG00000005728
loxodonta_africana ENSLAFG00000004817
ornithorhynchus_anatinus ENSOANG00000021862
