pogona_vitticeps ENSPVIG00000012528
anolis_carolinensis ENSACAG00000007225
notechis_scutatus ENSNSUG00000018481
salvator_merianae ENSSMRG00000017979
sphenodon_punctatus ENSSPUG00000007488
apteryx_rowi ENSARWG00000002628
apteryx_owenii ENSAOWG00000013421
apteryx_haastii ENSAHAG00000014486
dromaius_novaehollandiae ENSDNVG00000007460
nothoprocta_perdicaria ENSNPEG00000000252
calidris_pygmaea ENSCPGG00000004988
calidris_pugnax ENSCPUG00000016815
melopsittacus_undulatus ENSMUNG00000002786
parus_major ENSPMJG00000007142
cyanistes_caeruleus ENSCCEG00000016400
ficedula_albicollis ENSFALG00000005352
zonotrichia_albicollis ENSZALG00000016683
junco_hyemalis ENSJHYG00000000116
serinus_canaria ENSSCAG00000008571
taeniopygia_guttata ENSTGUG00000011447
lonchura_striata_domestica ENSLSDG00000008573
manacus_vitellinus ENSMVIG00005016458
lepidothrix_coronata ENSLCOG00000014836
anser_brachyrhynchus ENSABRG00000019331
anas_platyrhynchos_platyrhynchos ENSAPLG00000007197
gallus_gallus ENSGALG00000040089
coturnix_japonica ENSCJPG00005018756
meleagris_gallopavo ENSMGAG00000011039
numida_meleagris ENSNMEG00000012656
crocodylus_porosus ENSCPRG00005006690
chelonoidis_abingdonii ENSCABG00000019804
gopherus_agassizii ENSGAGG00000019376
chrysemys_picta_bellii ENSCPBG00000016080
pelodiscus_sinensis ENSPSIG00000014704
choloepus_hoffmanni ENSCHOG00000002032
dasypus_novemcinctus ENSDNOG00000006163
procavia_capensis ENSPCAG00000015910
echinops_telfairi ENSETEG00000005444
loxodonta_africana ENSLAFG00000000998
pteropus_vampyrus ENSPVAG00000009496
myotis_lucifugus ENSMLUG00000014082
ursus_maritimus ENSUMAG00000012373
ursus_americanus ENSUAMG00000007600
ailuropoda_melanoleuca ENSAMEG00000010955
mustela_putorius_furo ENSMPUG00000002444
neovison_vison ENSNVIG00000013838
canis_lupus_dingo ENSCAFG00020018969
canis_lupus_familiaris ENSCAFG00000008312
vulpes_vulpes ENSVVUG00000012125
panthera_tigris_altaica ENSPTIG00000017916
panthera_pardus ENSPPRG00000002181
felis_catus ENSFCAG00000003222
capra_hircus ENSCHIG00000022630
ovis_aries ENSOARG00000005112
bos_taurus ENSBTAG00000002395
bos_mutus ENSBMUG00000022328
bison_bison_bison ENSBBBG00000004398
tursiops_truncatus ENSTTRG00000004684
sus_scrofa ENSSSCG00000011699
vicugna_pacos ENSVPAG00000009008
equus_asinus_asinus ENSEASG00005021830
equus_caballus ENSECAG00000008073
erinaceus_europaeus ENSEEUG00000007670
sorex_araneus ENSSARG00000001712
mus_spicilegus ENSMSIG00000025370
mus_musculus ENSMUSG00000027615
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025808
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024877
mus_pahari MGP_PahariEiJ_G0026322
rattus_norvegicus ENSRNOG00000031406
meriones_unguiculatus ENSMUGG00000010610
cricetulus_griseus_chok1gshd ENSCGRG00001011346
cricetulus_griseus_crigri ENSCGRG00000016403
cricetulus_griseus_crigri-picr ENSCGRG00015028018
mesocricetus_auratus ENSMAUG00000000348
microtus_ochrogaster ENSMOCG00000010766
peromyscus_maniculatus_bairdii ENSPEMG00000006862
nannospalax_galili ENSNGAG00000019595
jaculus_jaculus ENSJJAG00000024425
castor_canadensis ENSCCNG00000025584
dipodomys_ordii ENSDORG00000001208
chinchilla_lanigera ENSCLAG00000001874
octodon_degus ENSODEG00000009955
cavia_porcellus ENSCPOG00000013007
cavia_aperea ENSCAPG00000017761
heterocephalus_glaber_male ENSHGLG00100007644
heterocephalus_glaber_female ENSHGLG00000012977
fukomys_damarensis ENSFDAG00000010971
spermophilus_dauricus ENSSDAG00000003264
marmota_marmota_marmota ENSMMMG00000016598
ictidomys_tridecemlineatus ENSSTOG00000015620
urocitellus_parryii ENSUPAG00010000943
oryctolagus_cuniculus ENSOCUG00000003526
ochotona_princeps ENSOPRG00000009588
homo_sapiens ENSG00000163755
gorilla_gorilla ENSGGOG00000016590
pan_troglodytes ENSPTRG00000015512
pan_paniscus ENSPPAG00000028047
pongo_abelii ENSPPYG00000014194
nomascus_leucogenys ENSNLEG00000002759
piliocolobus_tephrosceles ENSPTEG00000007095
colobus_angolensis_palliatus ENSCANG00000035734
rhinopithecus_roxellana ENSRROG00000009620
rhinopithecus_bieti ENSRBIG00000024625
cercocebus_atys ENSCATG00000038341
cercocebus_atys ENSCATG00000041142
mandrillus_leucophaeus ENSMLEG00000040824
theropithecus_gelada ENSTGEG00000007208
papio_anubis ENSPANG00000017455
macaca_fascicularis ENSMFAG00000040510
macaca_mulatta ENSMMUG00000005528
macaca_nemestrina ENSMNEG00000030748
chlorocebus_sabaeus ENSCSAG00000011461
cebus_capucinus ENSCCAG00000025547
saimiri_boliviensis_boliviensis ENSSBOG00000029336
callithrix_jacchus ENSCJAG00000001358
aotus_nancymaae ENSANAG00000019165
carlito_syrichta ENSTSYG00000007054
prolemur_simus ENSPSMG00000007483
propithecus_coquereli ENSPCOG00000021848
microcebus_murinus ENSMICG00000049042
otolemur_garnettii ENSOGAG00000008334
tupaia_belangeri ENSTBEG00000003650
notamacropus_eugenii ENSMEUG00000000012
phascolarctos_cinereus ENSPCIG00000005526
sarcophilus_harrisii ENSSHAG00000018953
monodelphis_domestica ENSMODG00000021259
xenopus_tropicalis ENSXETG00000016060
latimeria_chalumnae ENSLACG00000009184
astyanax_mexicanus ENSAMXG00000004755
pygocentrus_nattereri ENSPNAG00000022402
ictalurus_punctatus ENSIPUG00000002493
danio_rerio ENSDARG00000015749
mola_mola ENSMMOG00000001515
gasterosteus_aculeatus ENSGACG00000006016
labrus_bergylta ENSLBEG00000014861
mastacembelus_armatus ENSMAMG00000012718
mastacembelus_armatus ENSMAMG00000019608
monopterus_albus ENSMALG00000021586
anabas_testudineus ENSATEG00000000110
scophthalmus_maximus ENSSMAG00000019148
cynoglossus_semilaevis ENSCSEG00000001648
