junco_hyemalis ENSJHYG00000011311
zonotrichia_albicollis ENSZALG00000014786
serinus_canaria ENSSCAG00000009622
taeniopygia_guttata ENSTGUG00000005664
lonchura_striata_domestica ENSLSDG00000005304
parus_major ENSPMJG00000003515
cyanistes_caeruleus ENSCCEG00000023643
lepidothrix_coronata ENSLCOG00000010152
manacus_vitellinus ENSMVIG00005001525
melopsittacus_undulatus ENSMUNG00000015804
calidris_pygmaea ENSCPGG00000002110
calidris_pugnax ENSCPUG00000007489
anas_platyrhynchos_platyrhynchos ENSAPLG00000003594
apteryx_haastii ENSAHAG00000006701
apteryx_rowi ENSARWG00000000307
apteryx_owenii ENSAOWG00000015831
dromaius_novaehollandiae ENSDNVG00000015600
crocodylus_porosus ENSCPRG00005016649
pogona_vitticeps ENSPVIG00000012989
salvator_merianae ENSSMRG00000021233
chrysemys_picta_bellii ENSCPBG00000026014
gopherus_agassizii ENSGAGG00000023823
pelodiscus_sinensis ENSPSIG00000007916
sphenodon_punctatus ENSSPUG00000012217
ornithorhynchus_anatinus ENSOANG00000004284
ficedula_albicollis ENSFALG00000009236
ovis_aries ENSOARG00000008130
capra_hircus ENSCHIG00000009822
bos_taurus ENSBTAG00000003527
bos_taurus ENSBTAG00000050187
bos_mutus ENSBMUG00000017124
bison_bison_bison ENSBBBG00000018219
tursiops_truncatus ENSTTRG00000015859
sus_scrofa ENSSSCG00000009787
vicugna_pacos ENSVPAG00000011473
ursus_maritimus ENSUMAG00000005154
ursus_americanus ENSUAMG00000005996
ailuropoda_melanoleuca ENSAMEG00000014861
neovison_vison ENSNVIG00000018866
mustela_putorius_furo ENSMPUG00000001824
canis_lupus_familiaris ENSCAFG00000007817
canis_lupus_dingo ENSCAFG00020016324
vulpes_vulpes ENSVVUG00000028092
panthera_pardus ENSPPRG00000009400
panthera_tigris_altaica ENSPTIG00000012979
felis_catus ENSFCAG00000006127
pteropus_vampyrus ENSPVAG00000001293
myotis_lucifugus ENSMLUG00000002099
erinaceus_europaeus ENSEEUG00000006034
sorex_araneus ENSSARG00000002851
equus_caballus ENSECAG00000000546
equus_asinus_asinus ENSEASG00005012519
pan_paniscus ENSPPAG00000031989
gorilla_gorilla ENSGGOG00000000255
pan_troglodytes ENSPTRG00000005585
homo_sapiens ENSG00000130783
pongo_abelii ENSPPYG00000005074
nomascus_leucogenys ENSNLEG00000002193
macaca_fascicularis ENSMFAG00000043307
macaca_mulatta ENSMMUG00000017102
macaca_nemestrina ENSMNEG00000029632
papio_anubis ENSPANG00000022212
theropithecus_gelada ENSTGEG00000026163
cercocebus_atys ENSCATG00000015482
mandrillus_leucophaeus ENSMLEG00000042422
chlorocebus_sabaeus ENSCSAG00000002091
colobus_angolensis_palliatus ENSCANG00000039701
piliocolobus_tephrosceles ENSPTEG00000008462
rhinopithecus_roxellana ENSRROG00000043713
rhinopithecus_bieti ENSRBIG00000042680
cebus_capucinus ENSCCAG00000023302
saimiri_boliviensis_boliviensis ENSSBOG00000027256
callithrix_jacchus ENSCJAG00000016343
aotus_nancymaae ENSANAG00000022821
carlito_syrichta ENSTSYG00000012476
propithecus_coquereli ENSPCOG00000015299
microcebus_murinus ENSMICG00000038255
prolemur_simus ENSPSMG00000019280
otolemur_garnettii ENSOGAG00000026690
castor_canadensis ENSCCNG00000017136
dipodomys_ordii ENSDORG00000007093
cavia_porcellus ENSCPOG00000021876
cavia_aperea ENSCAPG00000006121
chinchilla_lanigera ENSCLAG00000012971
heterocephalus_glaber_female ENSHGLG00000010989
heterocephalus_glaber_male ENSHGLG00100018419
mus_spicilegus ENSMSIG00000014496
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028737
mus_musculus ENSMUSG00000061882
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027739
mus_pahari MGP_PahariEiJ_G0024319
rattus_norvegicus ENSRNOG00000038002
meriones_unguiculatus ENSMUGG00000008019
cricetulus_griseus_crigri ENSCGRG00000015201
cricetulus_griseus_crigri-picr ENSCGRG00015024616
cricetulus_griseus_chok1gshd ENSCGRG00001009498
mesocricetus_auratus ENSMAUG00000006527
peromyscus_maniculatus_bairdii ENSPEMG00000019203
microtus_ochrogaster ENSMOCG00000009997
nannospalax_galili ENSNGAG00000006948
jaculus_jaculus ENSJJAG00000016376
spermophilus_dauricus ENSSDAG00000018550
urocitellus_parryii ENSUPAG00010017981
ictidomys_tridecemlineatus ENSSTOG00000014132
oryctolagus_cuniculus ENSOCUG00000002256
tupaia_belangeri ENSTBEG00000003571
procavia_capensis ENSPCAG00000012100
echinops_telfairi ENSETEG00000013031
loxodonta_africana ENSLAFG00000009370
dasypus_novemcinctus ENSDNOG00000036800
choloepus_hoffmanni ENSCHOG00000011521
phascolarctos_cinereus ENSPCIG00000033520
notamacropus_eugenii ENSMEUG00000006038
sarcophilus_harrisii ENSSHAG00000012238
monodelphis_domestica ENSMODG00000012308
ornithorhynchus_anatinus ENSOANG00000006188
xenopus_tropicalis ENSXETG00000033620
latimeria_chalumnae ENSLACG00000017959
lepisosteus_oculatus ENSLOCG00000005516
