vombatus_ursinus ENSVURG00010003709
phascolarctos_cinereus ENSPCIG00000023227
notamacropus_eugenii ENSMEUG00000013506
sarcophilus_harrisii ENSSHAG00000018372
monodelphis_domestica ENSMODG00000009029
pteropus_vampyrus ENSPVAG00000012522
myotis_lucifugus ENSMLUG00000015592
erinaceus_europaeus ENSEEUG00000011472
ursus_maritimus ENSUMAG00000020364
ursus_americanus ENSUAMG00000006397
ailuropoda_melanoleuca ENSAMEG00000017950
neovison_vison ENSNVIG00000018359
mustela_putorius ENSMPUG00000013899
canis_lupus ENSCAFG00000009431
canis_lupus ENSCAFG00020019000
vulpes_vulpes ENSVVUG00000001762
panthera_pardus ENSPPRG00000014115
panthera_tigris ENSPTIG00000011789
felis_catus ENSFCAG00000010706
capra_hircus ENSCHIG00000023407
ovis_aries ENSOARG00000008807
bos_indicus ENSBIXG00000008714
bos_indicus ENSBIXG00005023306
bos_taurus ENSBTAG00000017446
bos_mutus ENSBMUG00000021434
bison_bison ENSBBBG00000013084
tursiops_truncatus ENSTTRG00000005707
vicugna_pacos ENSVPAG00000012423
sus_scrofa ENSSSCG00000013352
equus_caballus ENSECAG00000016457
equus_caballus ENSECAG00000033386
equus_asinus ENSEASG00005013023
chinchilla_lanigera ENSCLAG00000001357
octodon_degus ENSODEG00000001309
cavia_porcellus ENSCPOG00000013766
cavia_aperea ENSCAPG00000008120
heterocephalus_glaber ENSHGLG00100019131
heterocephalus_glaber ENSHGLG00000008627
fukomys_damarensis ENSFDAG00000007643
spermophilus_dauricus ENSSDAG00000005313
urocitellus_parryii ENSUPAG00010013253
ictidomys_tridecemlineatus ENSSTOG00000008838
marmota_marmota ENSMMMG00000005636
castor_canadensis ENSCCNG00000016963
dipodomys_ordii ENSDORG00000000040
mus_spretus MGP_SPRETEiJ_G0030889
mus_musculus ENSMUSG00000046179
mus_spicilegus ENSMSIG00000002333
mus_caroli MGP_CAROLIEiJ_G0029786
mus_pahari MGP_PahariEiJ_G0013011
rattus_norvegicus ENSRNOG00000022537
meriones_unguiculatus ENSMUGG00000013007
meriones_unguiculatus ENSMUGG00000013210
peromyscus_maniculatus ENSPEMG00000015259
microtus_ochrogaster ENSMOCG00000002140
cricetulus_griseus ENSCGRG00015016318
cricetulus_griseus ENSCGRG00001020580
cricetulus_griseus ENSCGRG00000012511
mesocricetus_auratus ENSMAUG00000009079
nannospalax_galili ENSNGAG00000010386
jaculus_jaculus ENSJJAG00000022430
oryctolagus_cuniculus ENSOCUG00000004485
ochotona_princeps ENSOPRG00000012881
tupaia_belangeri ENSTBEG00000005521
pan_paniscus ENSPPAG00000034910
pan_troglodytes ENSPTRG00000003435
homo_sapiens ENSG00000129173
gorilla_gorilla ENSGGOG00000011430
pongo_abelii ENSPPYG00000003424
nomascus_leucogenys ENSNLEG00000017803
papio_anubis ENSPANG00000005225
theropithecus_gelada ENSTGEG00000009738
cercocebus_atys ENSCATG00000013052
mandrillus_leucophaeus ENSMLEG00000042918
macaca_nemestrina ENSMNEG00000040013
macaca_fascicularis ENSMFAG00000046393
macaca_mulatta ENSMMUG00000010853
chlorocebus_sabaeus ENSCSAG00000005093
rhinopithecus_roxellana ENSRROG00000032333
rhinopithecus_bieti ENSRBIG00000042597
piliocolobus_tephrosceles ENSPTEG00000018831
colobus_angolensis ENSCANG00000036409
saimiri_boliviensis ENSSBOG00000014864
cebus_capucinus ENSCCAG00000032678
callithrix_jacchus ENSCJAG00000006811
aotus_nancymaae ENSANAG00000021738
carlito_syrichta ENSTSYG00000007279
microcebus_murinus ENSMICG00000017089
prolemur_simus ENSPSMG00000020686
propithecus_coquereli ENSPCOG00000018715
otolemur_garnettii ENSOGAG00000005774
loxodonta_africana ENSLAFG00000022713
procavia_capensis ENSPCAG00000003996
echinops_telfairi ENSETEG00000004363
choloepus_hoffmanni ENSCHOG00000006322
dasypus_novemcinctus ENSDNOG00000003349
ornithorhynchus_anatinus ENSOANG00000011290
anolis_carolinensis ENSACAG00000015743
pogona_vitticeps ENSPVIG00000013174
salvator_merianae ENSSMRG00000003932
sphenodon_punctatus ENSSPUG00000012083
manacus_vitellinus ENSMVIG00005019177
