latimeria_chalumnae ENSLACG00000009574
monodelphis_domestica ENSMODG00000017955
danio_rerio ENSDARG00000101422
pygocentrus_nattereri ENSPNAG00000000789
poecilia_latipinna ENSPLAG00000014968
poecilia_formosa ENSPFOG00000001526
poecilia_mexicana ENSPMEG00000001765
poecilia_reticulata ENSPREG00000012631
xiphophorus_couchianus ENSXCOG00000005472
xiphophorus_maculatus ENSXMAG00000006982
gambusia_affinis ENSGAFG00000020750
cyprinodon_variegatus ENSCVAG00000012157
fundulus_heteroclitus ENSFHEG00000011463
kryptolebias_marmoratus ENSKMAG00000007619
oryzias_latipes_asm223469v1 ENSORLG00015016817
oryzias_latipes ENSORLG00000003813
oryzias_latipes ENSORLG00020012629
oryzias_melastigma ENSOMEG00000002450
amphiprion_ocellaris ENSAOCG00000009319
amphiprion_percula ENSAPEG00000009872
acanthochromis_polyacanthus ENSAPOG00000021377
stegastes_partitus ENSSPAG00000013423
maylandia_zebra ENSMZEG00005011396
astatotilapia_calliptera ENSACLG00000000297
pundamilia_nyererei ENSPNYG00000011710
haplochromis_burtoni ENSHBUG00000002289
neolamprologus_brichardi ENSNBRG00000000254
amphilophus_citrinellus ENSACIG00000004276
seriola_dumerili ENSSDUG00000011380
seriola_lalandi_dorsalis ENSSLDG00000005339
scophthalmus_maximus ENSSMAG00000006474
gasterosteus_aculeatus ENSGACG00000011521
labrus_bergylta ENSLBEG00000002274
takifugu_rubripes ENSTRUG00000006278
mola_mola ENSMMOG00000015859
mastacembelus_armatus ENSMAMG00000010693
gadus_morhua ENSGMOG00000004486
paramormyrops_kingsleyae ENSPKIG00000001189
lepisosteus_oculatus ENSLOCG00000008308
