eptatretus_burgeri ENSEBUG00000003345
petromyzon_marinus ENSPMAG00000002909
paramormyrops_kingsleyae ENSPKIG00000023744
scleropages_formosus ENSSFOG00015007905
lepisosteus_oculatus ENSLOCG00000006027
xiphophorus_couchianus ENSXCOG00000001123
cyprinodon_variegatus ENSCVAG00000021845
fundulus_heteroclitus ENSFHEG00000012102
xiphophorus_maculatus ENSXMAG00000002845
xiphophorus_couchianus ENSXCOG00000010495
gambusia_affinis ENSGAFG00000006253
poecilia_formosa ENSPFOG00000013616
poecilia_mexicana ENSPMEG00000015693
poecilia_latipinna ENSPLAG00000023941
poecilia_reticulata ENSPREG00000003819
oryzias_latipes ENSORLG00020011797
oryzias_latipes ENSORLG00000017766
oryzias_latipes_asm223469v1 ENSORLG00015002475
oryzias_melastigma ENSOMEG00000023178
pundamilia_nyererei ENSPNYG00000006988
astatotilapia_calliptera ENSACLG00000000683
haplochromis_burtoni ENSHBUG00000010839
neolamprologus_brichardi ENSNBRG00000016087
maylandia_zebra ENSMZEG00005020199
oreochromis_niloticus ENSONIG00000013978
amphilophus_citrinellus ENSACIG00000003067
kryptolebias_marmoratus ENSKMAG00000003924
takifugu_rubripes ENSTRUG00000006019
tetraodon_nigroviridis ENSTNIG00000016723
mola_mola ENSMMOG00000014658
cynoglossus_semilaevis ENSCSEG00000016359
cynoglossus_semilaevis ENSCSEG00000012321
anabas_testudineus ENSATEG00000009028
monopterus_albus ENSMALG00000006139
mastacembelus_armatus ENSMAMG00000017088
seriola_dumerili ENSSDUG00000014066
seriola_lalandi_dorsalis ENSSLDG00000024820
scophthalmus_maximus ENSSMAG00000015773
labrus_bergylta ENSLBEG00000016508
gasterosteus_aculeatus ENSGACG00000014785
amphiprion_ocellaris ENSAOCG00000000792
amphiprion_percula ENSAPEG00000020267
acanthochromis_polyacanthus ENSAPOG00000006106
stegastes_partitus ENSSPAG00000010308
hippocampus_comes ENSHCOG00000000472
periophthalmus_magnuspinnatus ENSPMGG00000013665
gadus_morhua ENSGMOG00000006373
esox_lucius ENSELUG00000001931
numida_meleagris ENSNMEG00000006919
coturnix_japonica ENSCJPG00005020186
anser_brachyrhynchus ENSABRG00000019082
anas_platyrhynchos_platyrhynchos ENSAPLG00000013781
apteryx_haastii ENSAHAG00000000866
dromaius_novaehollandiae ENSDNVG00000014929
nothoprocta_perdicaria ENSNPEG00000001816
sus_scrofa ENSSSCG00000005656
equus_caballus ENSECAG00000009117
canis_lupus_dingo ENSCAFG00020022819
vulpes_vulpes ENSVVUG00000025637
propithecus_coquereli ENSPCOG00000025517
xenopus_tropicalis ENSXETG00000012863
chelonoidis_abingdonii ENSCABG00000015633
crocodylus_porosus ENSCPRG00005002238
salvator_merianae ENSSMRG00000021323
pogona_vitticeps ENSPVIG00000015878
ictidomys_tridecemlineatus ENSSTOG00000010546
cavia_porcellus ENSCPOG00000024814
macaca_fascicularis ENSMFAG00000002535
macaca_mulatta ENSMMUG00000008532
pan_troglodytes ENSPTRG00000021436
carlito_syrichta ENSTSYG00000008647
capra_hircus ENSCHIG00000027039
mustela_putorius_furo ENSMPUG00000013069
ovis_aries ENSOARG00000009652
bison_bison_bison ENSBBBG00000011469
ovis_aries ENSOARG00000016373
bos_mutus ENSBMUG00000019281
tursiops_truncatus ENSTTRG00000011605
pteropus_vampyrus ENSPVAG00000003437
heterocephalus_glaber_female ENSHGLG00000016319
heterocephalus_glaber_male ENSHGLG00100015421
fukomys_damarensis ENSFDAG00000001022
cavia_porcellus ENSCPOG00000032273
cavia_porcellus ENSCPOG00000032954
loxodonta_africana ENSLAFG00000030310
pelodiscus_sinensis ENSPSIG00000018056
cavia_porcellus ENSCPOG00000022617
dipodomys_ordii ENSDORG00000027815
marmota_marmota_marmota ENSMMMG00000017650
callithrix_jacchus ENSCJAG00000048363
otolemur_garnettii ENSOGAG00000025861
prolemur_simus ENSPSMG00000023756
myotis_lucifugus ENSMLUG00000028643
myotis_lucifugus ENSMLUG00000023425
myotis_lucifugus ENSMLUG00000028135
myotis_lucifugus ENSMLUG00000024320
canis_lupus_dingo ENSCAFG00020011182
colobus_angolensis_palliatus ENSCANG00000027703
canis_lupus_dingo ENSCAFG00020006346
neovison_vison ENSNVIG00000003769
ovis_aries ENSOARG00000019326
macaca_nemestrina ENSMNEG00000036410
cercocebus_atys ENSCATG00000033585
mandrillus_leucophaeus ENSMLEG00000036481
papio_anubis ENSPANG00000017934
rhinopithecus_bieti ENSRBIG00000028893
colobus_angolensis_palliatus ENSCANG00000039853
saimiri_boliviensis_boliviensis ENSSBOG00000031871
dasypus_novemcinctus ENSDNOG00000037146
peromyscus_maniculatus_bairdii ENSPEMG00000021971
carlito_syrichta ENSTSYG00000030651
theropithecus_gelada ENSTGEG00000007464
vulpes_vulpes ENSVVUG00000027717
marmota_marmota_marmota ENSMMMG00000016118
calidris_pygmaea ENSCPGG00000006946
lepidothrix_coronata ENSLCOG00000012077
gallus_gallus ENSGALG00000004701
apteryx_rowi ENSARWG00000015875
apteryx_owenii ENSAOWG00000015038
gopherus_agassizii ENSGAGG00000021122
chelonoidis_abingdonii ENSCABG00000002240
