pteropus_vampyrus ENSPVAG00000002274
myotis_lucifugus ENSMLUG00000008152
erinaceus_europaeus ENSEEUG00000013275
ailuropoda_melanoleuca ENSAMEG00000015790
mustela_putorius_furo ENSMPUG00000000233
canis_lupus_familiaris ENSCAFG00000010000
vulpes_vulpes ENSVVUG00000016414
panthera_pardus ENSPPRG00000020671
panthera_tigris_altaica ENSPTIG00000011119
felis_catus ENSFCAG00000024984
capra_hircus ENSCHIG00000017658
ovis_aries ENSOARG00000020000
tursiops_truncatus ENSTTRG00000012836
vicugna_pacos ENSVPAG00000009172
sus_scrofa ENSSSCG00000000782
propithecus_coquereli ENSPCOG00000023054
microcebus_murinus ENSMICG00000013199
prolemur_simus ENSPSMG00000009671
otolemur_garnettii ENSOGAG00000001031
pan_troglodytes ENSPTRG00000004826
pan_paniscus ENSPPAG00000044041
homo_sapiens ENSG00000180116
gorilla_gorilla ENSGGOG00000005961
pongo_abelii ENSPPYG00000004414
nomascus_leucogenys ENSNLEG00000017961
colobus_angolensis_palliatus ENSCANG00000019930
piliocolobus_tephrosceles ENSPTEG00000020381
rhinopithecus_roxellana ENSRROG00000035279
theropithecus_gelada ENSTGEG00000021644
cercocebus_atys ENSCATG00000005574
papio_anubis ENSPANG00000018245
mandrillus_leucophaeus ENSMLEG00000028822
macaca_fascicularis ENSMFAG00000033372
macaca_mulatta ENSMMUG00000010077
macaca_nemestrina ENSMNEG00000044027
chlorocebus_sabaeus ENSCSAG00000007283
cebus_capucinus ENSCCAG00000036923
saimiri_boliviensis_boliviensis ENSSBOG00000021102
callithrix_jacchus ENSCJAG00000017927
aotus_nancymaae ENSANAG00000028491
tupaia_belangeri ENSTBEG00000006247
heterocephalus_glaber_male ENSHGLG00100014443
fukomys_damarensis ENSFDAG00000013219
cavia_aperea ENSCAPG00000006616
chinchilla_lanigera ENSCLAG00000000532
urocitellus_parryii ENSUPAG00010005194
cricetulus_griseus_crigri-picr ENSCGRG00015025378
cricetulus_griseus_crigri ENSCGRG00000017746
cricetulus_griseus_chok1gshd ENSCGRG00001022464
mesocricetus_auratus ENSMAUG00000010765
microtus_ochrogaster ENSMOCG00000017400
peromyscus_maniculatus_bairdii ENSPEMG00000023448
mus_spicilegus ENSMSIG00000016512
mus_musculus ENSMUSG00000078932
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021079
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020183
mus_pahari MGP_PahariEiJ_G0020187
rattus_norvegicus ENSRNOG00000025898
meriones_unguiculatus ENSMUGG00000016476
nannospalax_galili ENSNGAG00000011942
castor_canadensis ENSCCNG00000005607
oryctolagus_cuniculus ENSOCUG00000004661
ochotona_princeps ENSOPRG00000001608
loxodonta_africana ENSLAFG00000003513
procavia_capensis ENSPCAG00000000534
echinops_telfairi ENSETEG00000003960
choloepus_hoffmanni ENSCHOG00000003181
dasypus_novemcinctus ENSDNOG00000005525
