calidris_pugnax ENSCPUG00000012042
calidris_pygmaea ENSCPGG00000006778
melopsittacus_undulatus ENSMUNG00000010119
taeniopygia_guttata ENSTGUG00000009817
lonchura_striata_domestica ENSLSDG00000015594
serinus_canaria ENSSCAG00000014554
cyanistes_caeruleus ENSCCEG00000008006
parus_major ENSPMJG00000009769
ficedula_albicollis ENSFALG00000010472
junco_hyemalis ENSJHYG00000012131
lepidothrix_coronata ENSLCOG00000013696
manacus_vitellinus ENSMVIG00005008017
meleagris_gallopavo ENSMGAG00000009084
gallus_gallus ENSGALG00000040729
coturnix_japonica ENSCJPG00005018481
numida_meleagris ENSNMEG00000013369
anser_brachyrhynchus ENSABRG00000014118
anas_platyrhynchos_platyrhynchos ENSAPLG00000012991
apteryx_haastii ENSAHAG00000013100
apteryx_owenii ENSAOWG00000007287
apteryx_rowi ENSARWG00000008175
dromaius_novaehollandiae ENSDNVG00000012061
nothoprocta_perdicaria ENSNPEG00000000897
zonotrichia_albicollis ENSZALG00000005180
lonchura_striata_domestica ENSLSDG00000015602
crocodylus_porosus ENSCPRG00005015154
gopherus_agassizii ENSGAGG00000004032
chelonoidis_abingdonii ENSCABG00000015151
chrysemys_picta_bellii ENSCPBG00000024116
pelodiscus_sinensis ENSPSIG00000008774
pogona_vitticeps ENSPVIG00000022231
anolis_carolinensis ENSACAG00000015298
notechis_scutatus ENSNSUG00000016481
salvator_merianae ENSSMRG00000014133
sphenodon_punctatus ENSSPUG00000002414
xenopus_tropicalis ENSXETG00000033984
phascolarctos_cinereus ENSPCIG00000008274
notamacropus_eugenii ENSMEUG00000000843
monodelphis_domestica ENSMODG00000014983
propithecus_coquereli ENSPCOG00000026825
microcebus_murinus ENSMICG00000015084
otolemur_garnettii ENSOGAG00000009918
cebus_capucinus ENSCCAG00000032797
callithrix_jacchus ENSCJAG00000011846
saimiri_boliviensis_boliviensis ENSSBOG00000022368
aotus_nancymaae ENSANAG00000028026
pan_paniscus ENSPPAG00000010711
pan_troglodytes ENSPTRG00000049480
gorilla_gorilla ENSGGOG00000010775
homo_sapiens ENSG00000177595
pongo_abelii ENSPPYG00000002884
nomascus_leucogenys ENSNLEG00000008607
mandrillus_leucophaeus ENSMLEG00000043617
cercocebus_atys ENSCATG00000043674
theropithecus_gelada ENSTGEG00000024032
papio_anubis ENSPANG00000007735
macaca_fascicularis ENSMFAG00000031250
macaca_mulatta ENSMMUG00000016715
macaca_nemestrina ENSMNEG00000029081
chlorocebus_sabaeus ENSCSAG00000010629
piliocolobus_tephrosceles ENSPTEG00000018788
colobus_angolensis_palliatus ENSCANG00000035826
rhinopithecus_roxellana ENSRROG00000045626
rhinopithecus_bieti ENSRBIG00000043551
cavia_porcellus ENSCPOG00000002839
cavia_aperea ENSCAPG00000009870
octodon_degus ENSODEG00000015097
chinchilla_lanigera ENSCLAG00000002669
heterocephalus_glaber_male ENSHGLG00100007928
heterocephalus_glaber_female ENSHGLG00000004382
fukomys_damarensis ENSFDAG00000009332
urocitellus_parryii ENSUPAG00010022870
ictidomys_tridecemlineatus ENSSTOG00000013872
marmota_marmota_marmota ENSMMMG00000005879
spermophilus_dauricus ENSSDAG00000001472
castor_canadensis ENSCCNG00000011231
dipodomys_ordii ENSDORG00000016457
mus_spicilegus ENSMSIG00000027540
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031808
mus_musculus ENSMUSG00000025507
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030697
mus_pahari MGP_PahariEiJ_G0013896
rattus_norvegicus ENSRNOG00000018710
rattus_norvegicus ENSRNOG00000049179
meriones_unguiculatus ENSMUGG00000012629
cricetulus_griseus_crigri-picr ENSCGRG00015027104
cricetulus_griseus_crigri ENSCGRG00000007237
cricetulus_griseus_chok1gshd ENSCGRG00001021612
mesocricetus_auratus ENSMAUG00000019772
peromyscus_maniculatus_bairdii ENSPEMG00000015266
microtus_ochrogaster ENSMOCG00000009564
nannospalax_galili ENSNGAG00000021340
jaculus_jaculus ENSJJAG00000016475
bos_mutus ENSBMUG00000005777
bison_bison_bison ENSBBBG00000016074
bos_taurus ENSBTAG00000019634
capra_hircus ENSCHIG00000020681
ovis_aries ENSOARG00000005691
tursiops_truncatus ENSTTRG00000012423
sus_scrofa ENSSSCG00000012843
equus_caballus ENSECAG00000033171
equus_asinus_asinus ENSEASG00005007441
ursus_americanus ENSUAMG00000022063
ursus_maritimus ENSUMAG00000005768
ailuropoda_melanoleuca ENSAMEG00000006940
mustela_putorius_furo ENSMPUG00000009033
neovison_vison ENSNVIG00000006195
canis_lupus_dingo ENSCAFG00020017688
canis_lupus_familiaris ENSCAFG00000009512
vulpes_vulpes ENSVVUG00000000083
panthera_pardus ENSPPRG00000001799
panthera_tigris_altaica ENSPTIG00000019941
felis_catus ENSFCAG00000019385
loxodonta_africana ENSLAFG00000013028
procavia_capensis ENSPCAG00000011210
sorex_araneus ENSSARG00000003106
ochotona_princeps ENSOPRG00000010188
periophthalmus_magnuspinnatus ENSPMGG00000000428
gambusia_affinis ENSGAFG00000020798
paramormyrops_kingsleyae ENSPKIG00000014512
petromyzon_marinus ENSPMAG00000007265
eptatretus_burgeri ENSEBUG00000002036
