coturnix_japonica ENSCJPG00005019834
numida_meleagris ENSNMEG00000005907
apteryx_owenii ENSAOWG00000010761
apteryx_haastii ENSAHAG00000016177
lepidothrix_coronata ENSLCOG00000014540
manacus_vitellinus ENSMVIG00005004646
calidris_pugnax ENSCPUG00000005009
anser_brachyrhynchus ENSABRG00000022904
gallus_gallus ENSGALG00000051635
zonotrichia_albicollis ENSZALG00000008335
calidris_pygmaea ENSCPGG00000003553
dromaius_novaehollandiae ENSDNVG00000019119
apteryx_rowi ENSARWG00000018583
serinus_canaria ENSSCAG00000006701
lonchura_striata ENSLSDG00000015902
parus_major ENSPMJG00000009673
cyanistes_caeruleus ENSCCEG00000024097
junco_hyemalis ENSJHYG00000012175
nothoprocta_perdicaria ENSNPEG00000004077
crocodylus_porosus ENSCPRG00005013734
