chrysemys_picta_bellii ENSCPBG00000008836
chelonoidis_abingdonii ENSCABG00000008770
gopherus_agassizii ENSGAGG00000005441
pelodiscus_sinensis ENSPSIG00000007970
apteryx_haastii ENSAHAG00000009477
apteryx_rowi ENSARWG00000004754
anolis_carolinensis ENSACAG00000029286
pogona_vitticeps ENSPVIG00000021539
notechis_scutatus ENSNSUG00000015426
salvator_merianae ENSSMRG00000001744
sphenodon_punctatus ENSSPUG00000002425
phascolarctos_cinereus ENSPCIG00000021199
notamacropus_eugenii ENSMEUG00000006131
sarcophilus_harrisii ENSSHAG00000015841
monodelphis_domestica ENSMODG00000018904
cercocebus_atys ENSCATG00000014157
papio_anubis ENSPANG00000011815
theropithecus_gelada ENSTGEG00000017398
macaca_fascicularis ENSMFAG00000000682
macaca_nemestrina ENSMNEG00000043875
macaca_mulatta ENSMMUG00000009095
mandrillus_leucophaeus ENSMLEG00000035369
rhinopithecus_bieti ENSRBIG00000032011
rhinopithecus_roxellana ENSRROG00000038133
colobus_angolensis_palliatus ENSCANG00000032315
piliocolobus_tephrosceles ENSPTEG00000028063
homo_sapiens ENSG00000143450
gorilla_gorilla ENSGGOG00000001904
pan_paniscus ENSPPAG00000013394
pan_troglodytes ENSPTRG00000001296
nomascus_leucogenys ENSNLEG00000010280
cebus_capucinus ENSCCAG00000036424
callithrix_jacchus ENSCJAG00000007939
aotus_nancymaae ENSANAG00000023949
carlito_syrichta ENSTSYG00000006300
propithecus_coquereli ENSPCOG00000006254
prolemur_simus ENSPSMG00000003728
microcebus_murinus ENSMICG00000010676
otolemur_garnettii ENSOGAG00000001836
cavia_porcellus ENSCPOG00000003550
cavia_aperea ENSCAPG00000017242
octodon_degus ENSODEG00000010337
fukomys_damarensis ENSFDAG00000011703
spermophilus_dauricus ENSSDAG00000010637
marmota_marmota_marmota ENSMMMG00000018483
ictidomys_tridecemlineatus ENSSTOG00000031407
urocitellus_parryii ENSUPAG00010004801
peromyscus_maniculatus_bairdii ENSPEMG00000008922
microtus_ochrogaster ENSMOCG00000002831
cricetulus_griseus_crigri-picr ENSCGRG00015021186
cricetulus_griseus_crigri ENSCGRG00000009932
cricetulus_griseus_chok1gshd ENSCGRG00001022161
mesocricetus_auratus ENSMAUG00000016406
mus_spicilegus ENSMSIG00000002162
mus_musculus ENSMUSG00000028141
rattus_norvegicus ENSRNOG00000020863
meriones_unguiculatus ENSMUGG00000002884
nannospalax_galili ENSNGAG00000019961
jaculus_jaculus ENSJJAG00000006341
dipodomys_ordii ENSDORG00000015321
oryctolagus_cuniculus ENSOCUG00000001385
saimiri_boliviensis_boliviensis ENSSBOG00000028594
chinchilla_lanigera ENSCLAG00000000442
canis_lupus_dingo ENSCAFG00020009650
canis_lupus_familiaris ENSCAFG00000012840
vulpes_vulpes ENSVVUG00000013149
neovison_vison ENSNVIG00000014414
mustela_putorius_furo ENSMPUG00000003571
ursus_americanus ENSUAMG00000019588
ursus_maritimus ENSUMAG00000001672
ailuropoda_melanoleuca ENSAMEG00000000484
panthera_pardus ENSPPRG00000002633
panthera_tigris_altaica ENSPTIG00000018493
felis_catus ENSFCAG00000010979
bos_taurus ENSBTAG00000021591
bos_mutus ENSBMUG00000024748
bison_bison_bison ENSBBBG00000013776
capra_hircus ENSCHIG00000024499
ovis_aries ENSOARG00000021047
sus_scrofa ENSSSCG00000027091
equus_caballus ENSECAG00000015002
equus_asinus_asinus ENSEASG00005005219
myotis_lucifugus ENSMLUG00000002207
loxodonta_africana ENSLAFG00000006273
dasypus_novemcinctus ENSDNOG00000011412
castor_canadensis ENSCCNG00000029096
ochotona_princeps ENSOPRG00000016038
tupaia_belangeri ENSTBEG00000011077
pongo_abelii ENSPPYG00000000856
tursiops_truncatus ENSTTRG00000003148
vicugna_pacos ENSVPAG00000000665
pteropus_vampyrus ENSPVAG00000005233
procavia_capensis ENSPCAG00000012105
echinops_telfairi ENSETEG00000016016
choloepus_hoffmanni ENSCHOG00000000261
sorex_araneus ENSSARG00000008723
erinaceus_europaeus ENSEEUG00000015925
heterocephalus_glaber_female ENSHGLG00000005010
heterocephalus_glaber_male ENSHGLG00100008298
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026253
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025311
mus_pahari MGP_PahariEiJ_G0026754
