pogona_vitticeps ENSPVIG00000007298
anolis_carolinensis ENSACAG00000003900
notechis_scutatus ENSNSUG00000016457
salvator_merianae ENSSMRG00000015119
sphenodon_punctatus ENSSPUG00000011994
apteryx_owenii ENSAOWG00000016731
apteryx_rowi ENSARWG00000015582
apteryx_haastii ENSAHAG00000000444
dromaius_novaehollandiae ENSDNVG00000002054
nothoprocta_perdicaria ENSNPEG00000005776
calidris_pygmaea ENSCPGG00000015713
calidris_pugnax ENSCPUG00000001191
melopsittacus_undulatus ENSMUNG00000000905
manacus_vitellinus ENSMVIG00005016530
lepidothrix_coronata ENSLCOG00000003414
lonchura_striata_domestica ENSLSDG00000010045
taeniopygia_guttata ENSTGUG00000000688
junco_hyemalis ENSJHYG00000001865
zonotrichia_albicollis ENSZALG00000010416
serinus_canaria ENSSCAG00000012857
ficedula_albicollis ENSFALG00000008360
parus_major ENSPMJG00000007790
cyanistes_caeruleus ENSCCEG00000007936
anas_platyrhynchos_platyrhynchos ENSAPLG00000006816
anser_brachyrhynchus ENSABRG00000016984
meleagris_gallopavo ENSMGAG00000005618
coturnix_japonica ENSCJPG00005007207
gallus_gallus ENSGALG00000003937
numida_meleagris ENSNMEG00000018054
crocodylus_porosus ENSCPRG00005013133
gopherus_agassizii ENSGAGG00000025085
chelonoidis_abingdonii ENSCABG00000022071
chrysemys_picta_bellii ENSCPBG00000002089
pelodiscus_sinensis ENSPSIG00000003898
notamacropus_eugenii ENSMEUG00000007438
phascolarctos_cinereus ENSPCIG00000019228
sarcophilus_harrisii ENSSHAG00000011898
monodelphis_domestica ENSMODG00000008598
loxodonta_africana ENSLAFG00000009857
procavia_capensis ENSPCAG00000008587
echinops_telfairi ENSETEG00000008720
choloepus_hoffmanni ENSCHOG00000011920
dasypus_novemcinctus ENSDNOG00000012782
pteropus_vampyrus ENSPVAG00000002265
myotis_lucifugus ENSMLUG00000016836
ursus_americanus ENSUAMG00000019236
ursus_maritimus ENSUMAG00000002730
ailuropoda_melanoleuca ENSAMEG00000016618
mustela_putorius_furo ENSMPUG00000013538
neovison_vison ENSNVIG00000019410
canis_lupus_dingo ENSCAFG00020023889
canis_lupus_familiaris ENSCAFG00000017614
vulpes_vulpes ENSVVUG00000004623
panthera_tigris_altaica ENSPTIG00000013421
panthera_pardus ENSPPRG00000005867
felis_catus ENSFCAG00000000595
capra_hircus ENSCHIG00000026197
ovis_aries ENSOARG00000010195
bos_mutus ENSBMUG00000024264
bos_taurus ENSBTAG00000012095
bison_bison_bison ENSBBBG00000002167
tursiops_truncatus ENSTTRG00000015954
sus_scrofa ENSSSCG00000017066
vicugna_pacos ENSVPAG00000001169
equus_asinus_asinus ENSEASG00005001026
equus_caballus ENSECAG00000020479
pan_troglodytes ENSPTRG00000017452
pan_paniscus ENSPPAG00000043133
homo_sapiens ENSG00000082516
gorilla_gorilla ENSGGOG00000010687
pongo_abelii ENSPPYG00000015978
nomascus_leucogenys ENSNLEG00000016630
colobus_angolensis_palliatus ENSCANG00000032291
piliocolobus_tephrosceles ENSPTEG00000014954
rhinopithecus_bieti ENSRBIG00000040382
rhinopithecus_roxellana ENSRROG00000035500
macaca_fascicularis ENSMFAG00000032027
macaca_nemestrina ENSMNEG00000032969
macaca_mulatta ENSMMUG00000021228
chlorocebus_sabaeus ENSCSAG00000010767
cercocebus_atys ENSCATG00000038574
mandrillus_leucophaeus ENSMLEG00000032915
papio_anubis ENSPANG00000024861
theropithecus_gelada ENSTGEG00000007001
cebus_capucinus ENSCCAG00000016893
saimiri_boliviensis_boliviensis ENSSBOG00000020897
callithrix_jacchus ENSCJAG00000007336
aotus_nancymaae ENSANAG00000021595
carlito_syrichta ENSTSYG00000010568
propithecus_coquereli ENSPCOG00000014184
microcebus_murinus ENSMICG00000000846
prolemur_simus ENSPSMG00000007346
otolemur_garnettii ENSOGAG00000016771
tupaia_belangeri ENSTBEG00000004874
castor_canadensis ENSCCNG00000031633
dipodomys_ordii ENSDORG00000029961
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017227
mus_spicilegus ENSMSIG00000003034
mus_musculus ENSMUSG00000037275
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016385
mus_pahari MGP_PahariEiJ_G0017520
rattus_norvegicus ENSRNOG00000002645
meriones_unguiculatus ENSMUGG00000026226
cricetulus_griseus_chok1gshd ENSCGRG00001019095
cricetulus_griseus_crigri ENSCGRG00000006244
cricetulus_griseus_crigri-picr ENSCGRG00015019283
mesocricetus_auratus ENSMAUG00000005361
microtus_ochrogaster ENSMOCG00000018131
peromyscus_maniculatus_bairdii ENSPEMG00000014992
nannospalax_galili ENSNGAG00000018147
jaculus_jaculus ENSJJAG00000018015
chinchilla_lanigera ENSCLAG00000011942
octodon_degus ENSODEG00000009311
cavia_porcellus ENSCPOG00000003468
cavia_aperea ENSCAPG00000008044
heterocephalus_glaber_female ENSHGLG00000013629
heterocephalus_glaber_male ENSHGLG00100016083
fukomys_damarensis ENSFDAG00000001208
ictidomys_tridecemlineatus ENSSTOG00000005759
spermophilus_dauricus ENSSDAG00000021902
urocitellus_parryii ENSUPAG00010017079
marmota_marmota_marmota ENSMMMG00000013554
oryctolagus_cuniculus ENSOCUG00000011180
ochotona_princeps ENSOPRG00000013080
erinaceus_europaeus ENSEEUG00000012161
ornithorhynchus_anatinus ENSOANG00000005092
xenopus_tropicalis ENSXETG00000019404
latimeria_chalumnae ENSLACG00000001950
fundulus_heteroclitus ENSFHEG00000016333
cyprinodon_variegatus ENSCVAG00000021081
xiphophorus_maculatus ENSXMAG00000015538
xiphophorus_couchianus ENSXCOG00000018803
gambusia_affinis ENSGAFG00000011411
poecilia_latipinna ENSPLAG00000019499
poecilia_latipinna ENSPLAG00000018151
poecilia_formosa ENSPFOG00000011108
poecilia_latipinna ENSPLAG00000020257
poecilia_formosa ENSPFOG00000011964
poecilia_mexicana ENSPMEG00000003462
poecilia_reticulata ENSPREG00000013286
kryptolebias_marmoratus ENSKMAG00000003587
oryzias_latipes_asm223469v1 ENSORLG00015013876
oryzias_latipes ENSORLG00020007321
oryzias_latipes ENSORLG00000024667
oryzias_melastigma ENSOMEG00000023077
amphiprion_percula ENSAPEG00000006301
amphiprion_ocellaris ENSAOCG00000012643
acanthochromis_polyacanthus ENSAPOG00000005365
stegastes_partitus ENSSPAG00000007734
maylandia_zebra ENSMZEG00005011967
haplochromis_burtoni ENSHBUG00000013738
astatotilapia_calliptera ENSACLG00000024886
pundamilia_nyererei ENSPNYG00000013259
oreochromis_niloticus ENSONIG00000016441
neolamprologus_brichardi ENSNBRG00000015008
amphilophus_citrinellus ENSACIG00000013302
monopterus_albus ENSMALG00000019478
mastacembelus_armatus ENSMAMG00000021839
anabas_testudineus ENSATEG00000013900
seriola_lalandi_dorsalis ENSSLDG00000010972
seriola_dumerili ENSSDUG00000004531
scophthalmus_maximus ENSSMAG00000010187
labrus_bergylta ENSLBEG00000021720
labrus_bergylta ENSLBEG00000009702
gasterosteus_aculeatus ENSGACG00000020825
tetraodon_nigroviridis ENSTNIG00000007625
takifugu_rubripes ENSTRUG00000000329
mola_mola ENSMMOG00000013410
hippocampus_comes ENSHCOG00000019030
cynoglossus_semilaevis ENSCSEG00000020467
periophthalmus_magnuspinnatus ENSPMGG00000024129
gadus_morhua ENSGMOG00000018834
esox_lucius ENSELUG00000010910
pygocentrus_nattereri ENSPNAG00000016318
astyanax_mexicanus ENSAMXG00000006771
ictalurus_punctatus ENSIPUG00000006460
danio_rerio ENSDARG00000079257
paramormyrops_kingsleyae ENSPKIG00000009900
scleropages_formosus ENSSFOG00015010763
lepisosteus_oculatus ENSLOCG00000012402
petromyzon_marinus ENSPMAG00000003705
eptatretus_burgeri ENSEBUG00000016331
