gopherus_agassizii ENSGAGG00000009015
chelonoidis_abingdonii ENSCABG00000014010
chrysemys_picta_bellii ENSCPBG00000004650
pelodiscus_sinensis ENSPSIG00000004924
serinus_canaria ENSSCAG00000016993
zonotrichia_albicollis ENSZALG00000004749
lonchura_striata_domestica ENSLSDG00000006480
cyanistes_caeruleus ENSCCEG00000007506
parus_major ENSPMJG00000017962
ficedula_albicollis ENSFALG00000006470
lepidothrix_coronata ENSLCOG00000007529
manacus_vitellinus ENSMVIG00005019082
melopsittacus_undulatus ENSMUNG00000004535
calidris_pugnax ENSCPUG00000008114
calidris_pygmaea ENSCPGG00000000845
anser_brachyrhynchus ENSABRG00000002249
anas_platyrhynchos_platyrhynchos ENSAPLG00000006102
meleagris_gallopavo ENSMGAG00000002300
coturnix_japonica ENSCJPG00005015218
gallus_gallus ENSGALG00000024085
numida_meleagris ENSNMEG00000019814
apteryx_haastii ENSAHAG00000009526
apteryx_rowi ENSARWG00000016967
apteryx_owenii ENSAOWG00000003510
dromaius_novaehollandiae ENSDNVG00000003313
nothoprocta_perdicaria ENSNPEG00000007189
crocodylus_porosus ENSCPRG00005000792
pogona_vitticeps ENSPVIG00000020170
anolis_carolinensis ENSACAG00000009473
sphenodon_punctatus ENSSPUG00000017822
ornithorhynchus_anatinus ENSOANG00000010762
octodon_degus ENSODEG00000006006
latimeria_chalumnae ENSLACG00000002981
monopterus_albus ENSMALG00000006994
mastacembelus_armatus ENSMAMG00000010223
anabas_testudineus ENSATEG00000001161
seriola_dumerili ENSSDUG00000019548
seriola_lalandi_dorsalis ENSSLDG00000000156
scophthalmus_maximus ENSSMAG00000007337
xiphophorus_couchianus ENSXCOG00000016435
xiphophorus_maculatus ENSXMAG00000001181
gambusia_affinis ENSGAFG00000009563
poecilia_mexicana ENSPMEG00000006265
poecilia_formosa ENSPFOG00000009720
poecilia_latipinna ENSPLAG00000013995
poecilia_reticulata ENSPREG00000006410
cyprinodon_variegatus ENSCVAG00000010050
fundulus_heteroclitus ENSFHEG00000019040
kryptolebias_marmoratus ENSKMAG00000006470
oryzias_latipes_asm223469v1 ENSORLG00015021800
oryzias_latipes ENSORLG00020007057
oryzias_latipes ENSORLG00000010957
oryzias_melastigma ENSOMEG00000008726
astatotilapia_calliptera ENSACLG00000008162
maylandia_zebra ENSMZEG00005012801
pundamilia_nyererei ENSPNYG00000014742
haplochromis_burtoni ENSHBUG00000013205
neolamprologus_brichardi ENSNBRG00000022628
oreochromis_niloticus ENSONIG00000011757
amphilophus_citrinellus ENSACIG00000004918
amphiprion_percula ENSAPEG00000015570
amphiprion_ocellaris ENSAOCG00000015332
acanthochromis_polyacanthus ENSAPOG00000012037
stegastes_partitus ENSSPAG00000011258
mola_mola ENSMMOG00000003137
takifugu_rubripes ENSTRUG00000000623
labrus_bergylta ENSLBEG00000005150
cynoglossus_semilaevis ENSCSEG00000014554
hippocampus_comes ENSHCOG00000017810
periophthalmus_magnuspinnatus ENSPMGG00000012197
esox_lucius ENSELUG00000017850
astyanax_mexicanus ENSAMXG00000039501
pygocentrus_nattereri ENSPNAG00000020312
ictalurus_punctatus ENSIPUG00000007761
ictalurus_punctatus ENSIPUG00000011219
danio_rerio ENSDARG00000033594
scleropages_formosus ENSSFOG00015012133
paramormyrops_kingsleyae ENSPKIG00000008225
lepisosteus_oculatus ENSLOCG00000015024
chrysemys_picta_bellii ENSCPBG00000004624
chelonoidis_abingdonii ENSCABG00000014048
pelodiscus_sinensis ENSPSIG00000004959
sphenodon_punctatus ENSSPUG00000017855
ornithorhynchus_anatinus ENSOANG00000031181
paramormyrops_kingsleyae ENSPKIG00000018049
paramormyrops_kingsleyae ENSPKIG00000022534
scleropages_formosus ENSSFOG00015015665
scophthalmus_maximus ENSSMAG00000019981
scophthalmus_maximus ENSSMAG00000020013
seriola_lalandi_dorsalis ENSSLDG00000017592
seriola_lalandi_dorsalis ENSSLDG00000001567
seriola_dumerili ENSSDUG00000015800
monopterus_albus ENSMALG00000017909
mastacembelus_armatus ENSMAMG00000017408
anabas_testudineus ENSATEG00000007472
poecilia_formosa ENSPFOG00000017475
poecilia_latipinna ENSPLAG00000011306
poecilia_mexicana ENSPMEG00000011952
poecilia_reticulata ENSPREG00000011795
xiphophorus_maculatus ENSXMAG00000012648
xiphophorus_couchianus ENSXCOG00000009824
gambusia_affinis ENSGAFG00000011681
cyprinodon_variegatus ENSCVAG00000020172
fundulus_heteroclitus ENSFHEG00000020554
kryptolebias_marmoratus ENSKMAG00000020311
oryzias_latipes ENSORLG00000005762
oryzias_latipes_asm223469v1 ENSORLG00015014111
oryzias_latipes ENSORLG00020009091
oryzias_melastigma ENSOMEG00000008173
maylandia_zebra ENSMZEG00005027479
astatotilapia_calliptera ENSACLG00000017045
haplochromis_burtoni ENSHBUG00000017353
pundamilia_nyererei ENSPNYG00000004398
neolamprologus_brichardi ENSNBRG00000016561
oreochromis_niloticus ENSONIG00000000487
amphilophus_citrinellus ENSACIG00000005235
amphiprion_percula ENSAPEG00000007489
amphiprion_ocellaris ENSAOCG00000017244
acanthochromis_polyacanthus ENSAPOG00000022709
stegastes_partitus ENSSPAG00000000644
labrus_bergylta ENSLBEG00000022848
cynoglossus_semilaevis ENSCSEG00000015449
gadus_morhua ENSGMOG00000009032
esox_lucius ENSELUG00000001324
petromyzon_marinus ENSPMAG00000003942
