pygocentrus_nattereri ENSPNAG00000023005
astyanax_mexicanus ENSAMXG00000020937
danio_rerio ENSDARG00000087197
lepisosteus_oculatus ENSLOCG00000017138
loxodonta_africana ENSLAFG00000009804
procavia_capensis ENSPCAG00000000734
echinops_telfairi ENSETEG00000006028
choloepus_hoffmanni ENSCHOG00000009679
dasypus_novemcinctus ENSDNOG00000010519
castor_canadensis ENSCCNG00000012939
dipodomys_ordii ENSDORG00000007167
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016120
mus_spicilegus ENSMSIG00000022755
mus_musculus ENSMUSG00000019893
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015311
mus_pahari MGP_PahariEiJ_G0030728
rattus_norvegicus ENSRNOG00000000406
meriones_unguiculatus ENSMUGG00000015009
cricetulus_griseus_crigri ENSCGRG00000016416
cricetulus_griseus_chok1gshd ENSCGRG00001019975
cricetulus_griseus_crigri-picr ENSCGRG00015024768
mesocricetus_auratus ENSMAUG00000016942
peromyscus_maniculatus_bairdii ENSPEMG00000018962
microtus_ochrogaster ENSMOCG00000020353
nannospalax_galili ENSNGAG00000016624
jaculus_jaculus ENSJJAG00000022739
chinchilla_lanigera ENSCLAG00000007326
octodon_degus ENSODEG00000006047
cavia_porcellus ENSCPOG00000012998
cavia_aperea ENSCAPG00000016295
fukomys_damarensis ENSFDAG00000017438
urocitellus_parryii ENSUPAG00010021948
spermophilus_dauricus ENSSDAG00000007640
ictidomys_tridecemlineatus ENSSTOG00000006606
marmota_marmota_marmota ENSMMMG00000015799
oryctolagus_cuniculus ENSOCUG00000003205
ochotona_princeps ENSOPRG00000015334
tupaia_belangeri ENSTBEG00000016483
pan_paniscus ENSPPAG00000040274
pan_troglodytes ENSPTRG00000018544
homo_sapiens ENSG00000047936
gorilla_gorilla ENSGGOG00000014048
pongo_abelii ENSPPYG00000016962
nomascus_leucogenys ENSNLEG00000013311
colobus_angolensis_palliatus ENSCANG00000038700
piliocolobus_tephrosceles ENSPTEG00000026623
rhinopithecus_roxellana ENSRROG00000036125
rhinopithecus_bieti ENSRBIG00000036577
papio_anubis ENSPANG00000022514
mandrillus_leucophaeus ENSMLEG00000029082
theropithecus_gelada ENSTGEG00000004567
macaca_fascicularis ENSMFAG00000001072
macaca_nemestrina ENSMNEG00000044781
macaca_mulatta ENSMMUG00000023738
cercocebus_atys ENSCATG00000021312
chlorocebus_sabaeus ENSCSAG00000015976
cebus_capucinus ENSCCAG00000033956
saimiri_boliviensis_boliviensis ENSSBOG00000026173
callithrix_jacchus ENSCJAG00000004286
aotus_nancymaae ENSANAG00000029743
carlito_syrichta ENSTSYG00000036245
prolemur_simus ENSPSMG00000022466
propithecus_coquereli ENSPCOG00000018293
microcebus_murinus ENSMICG00000007792
otolemur_garnettii ENSOGAG00000005027
pteropus_vampyrus ENSPVAG00000004298
myotis_lucifugus ENSMLUG00000007568
equus_asinus_asinus ENSEASG00005009099
equus_caballus ENSECAG00000023669
ovis_aries ENSOARG00000008842
capra_hircus ENSCHIG00000016323
bos_mutus ENSBMUG00000010405
bos_taurus ENSBTAG00000047600
bison_bison_bison ENSBBBG00000009903
tursiops_truncatus ENSTTRG00000011071
sus_scrofa ENSSSCG00000026978
vicugna_pacos ENSVPAG00000010267
ursus_maritimus ENSUMAG00000002961
ursus_americanus ENSUAMG00000026921
ailuropoda_melanoleuca ENSAMEG00000005851
neovison_vison ENSNVIG00000019446
mustela_putorius_furo ENSMPUG00000014298
canis_lupus_familiaris ENSCAFG00000000923
canis_lupus_dingo ENSCAFG00020021389
vulpes_vulpes ENSVVUG00000015982
panthera_tigris_altaica ENSPTIG00000011449
panthera_pardus ENSPPRG00000002853
felis_catus ENSFCAG00000006448
sorex_araneus ENSSARG00000012349
erinaceus_europaeus ENSEEUG00000002774
ornithorhynchus_anatinus ENSOANG00000012474
ornithorhynchus_anatinus ENSOANG00000022226
ornithorhynchus_anatinus ENSOANG00000004113
calidris_pygmaea ENSCPGG00000012220
calidris_pugnax ENSCPUG00000008906
melopsittacus_undulatus ENSMUNG00000012212
zonotrichia_albicollis ENSZALG00000005610
junco_hyemalis ENSJHYG00000017098
serinus_canaria ENSSCAG00000014691
lonchura_striata_domestica ENSLSDG00000001641
taeniopygia_guttata ENSTGUG00000011909
parus_major ENSPMJG00000014055
cyanistes_caeruleus ENSCCEG00000014917
ficedula_albicollis ENSFALG00000011085
lepidothrix_coronata ENSLCOG00000016202
manacus_vitellinus ENSMVIG00005017938
anser_brachyrhynchus ENSABRG00000018192
anas_platyrhynchos_platyrhynchos ENSAPLG00000002159
gallus_gallus ENSGALG00000014913
meleagris_gallopavo ENSMGAG00000013356
coturnix_japonica ENSCJPG00005009199
numida_meleagris ENSNMEG00000022149
apteryx_haastii ENSAHAG00000008133
apteryx_owenii ENSAOWG00000006103
apteryx_rowi ENSARWG00000010766
dromaius_novaehollandiae ENSDNVG00000007119
nothoprocta_perdicaria ENSNPEG00000006132
crocodylus_porosus ENSCPRG00005004284
chelonoidis_abingdonii ENSCABG00000008064
gopherus_agassizii ENSGAGG00000009201
chrysemys_picta_bellii ENSCPBG00000018832
pelodiscus_sinensis ENSPSIG00000008974
latimeria_chalumnae ENSLACG00000010419
eptatretus_burgeri ENSEBUG00000008408
drosophila_melanogaster FBgn0003366
