haplochromis_burtoni ENSHBUG00000017481
oreochromis_niloticus ENSONIG00000006903
amphiprion_ocellaris ENSAOCG00000004937
amphiprion_percula ENSAPEG00000016376
amphiprion_percula ENSAPEG00000015601
amphiprion_ocellaris ENSAOCG00000012892
kryptolebias_marmoratus ENSKMAG00000000081
poecilia_formosa ENSPFOG00000018993
poecilia_mexicana ENSPMEG00000004663
poecilia_latipinna ENSPLAG00000001445
pygocentrus_nattereri ENSPNAG00000012531
pygocentrus_nattereri ENSPNAG00000006408
pygocentrus_nattereri ENSPNAG00000013980
pygocentrus_nattereri ENSPNAG00000015375
danio_rerio ENSDARG00000094230
esox_lucius ENSELUG00000020554
esox_lucius ENSELUG00000020658
scleropages_formosus ENSSFOG00015018824
latimeria_chalumnae ENSLACG00000000613
latimeria_chalumnae ENSLACG00000000485
drosophila_melanogaster FBgn0031977
