pogona_vitticeps ENSPVIG00000022973
anolis_carolinensis ENSACAG00000006800
notechis_scutatus ENSNSUG00000016965
salvator_merianae ENSSMRG00000001159
sphenodon_punctatus ENSSPUG00000016526
gopherus_agassizii ENSGAGG00000021682
chelonoidis_abingdonii ENSCABG00000020543
chrysemys_picta_bellii ENSCPBG00000016870
pelodiscus_sinensis ENSPSIG00000005527
apteryx_haastii ENSAHAG00000004754
apteryx_owenii ENSAOWG00000005785
apteryx_rowi ENSARWG00000002603
dromaius_novaehollandiae ENSDNVG00000004474
lonchura_striata_domestica ENSLSDG00000004334
taeniopygia_guttata ENSTGUG00000007141
serinus_canaria ENSSCAG00000010051
zonotrichia_albicollis ENSZALG00000004702
junco_hyemalis ENSJHYG00000006936
parus_major ENSPMJG00000006394
ficedula_albicollis ENSFALG00000010990
lepidothrix_coronata ENSLCOG00000013108
calidris_pygmaea ENSCPGG00000004044
calidris_pugnax ENSCPUG00000015253
anser_brachyrhynchus ENSABRG00000005726
anas_platyrhynchos_platyrhynchos ENSAPLG00000028898
gallus_gallus ENSGALG00000026207
coturnix_japonica ENSCJPG00005017807
meleagris_gallopavo ENSMGAG00000009753
numida_meleagris ENSNMEG00000003059
microcebus_murinus ENSMICG00000037226
propithecus_coquereli ENSPCOG00000018865
prolemur_simus ENSPSMG00000010574
otolemur_garnettii ENSOGAG00000007532
saimiri_boliviensis_boliviensis ENSSBOG00000032984
callithrix_jacchus ENSCJAG00000048096
cebus_capucinus ENSCCAG00000024732
aotus_nancymaae ENSANAG00000000749
mandrillus_leucophaeus ENSMLEG00000043488
theropithecus_gelada ENSTGEG00000020726
chlorocebus_sabaeus ENSCSAG00000006030
rhinopithecus_roxellana ENSRROG00000030590
rhinopithecus_bieti ENSRBIG00000037766
colobus_angolensis_palliatus ENSCANG00000036510
piliocolobus_tephrosceles ENSPTEG00000029863
pan_paniscus ENSPPAG00000040165
pan_troglodytes ENSPTRG00000040291
homo_sapiens ENSG00000242689
gorilla_gorilla ENSGGOG00000022153
pongo_abelii ENSPPYG00000029766
nomascus_leucogenys ENSNLEG00000030197
urocitellus_parryii ENSUPAG00010017384
marmota_marmota_marmota ENSMMMG00000019559
ictidomys_tridecemlineatus ENSSTOG00000021484
spermophilus_dauricus ENSSDAG00000012998
cavia_aperea ENSCAPG00000014671
cavia_porcellus ENSCPOG00000035280
octodon_degus ENSODEG00000011851
chinchilla_lanigera ENSCLAG00000002770
heterocephalus_glaber_female ENSHGLG00000004086
fukomys_damarensis ENSFDAG00000016381
castor_canadensis ENSCCNG00000013109
cricetulus_griseus_crigri ENSCGRG00000005842
cricetulus_griseus_chok1gshd ENSCGRG00001018887
cricetulus_griseus_crigri-picr ENSCGRG00015006099
mesocricetus_auratus ENSMAUG00000011143
peromyscus_maniculatus_bairdii ENSPEMG00000029440
microtus_ochrogaster ENSMOCG00000016049
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023675
mus_spicilegus ENSMSIG00000015547
mus_musculus ENSMUSG00000079415
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022764
rattus_norvegicus ENSRNOG00000012460
meriones_unguiculatus ENSMUGG00000005947
nannospalax_galili ENSNGAG00000010892
jaculus_jaculus ENSJJAG00000021211
dipodomys_ordii ENSDORG00000028799
ursus_americanus ENSUAMG00000025171
ursus_maritimus ENSUMAG00000018403
ailuropoda_melanoleuca ENSAMEG00000000831
mustela_putorius_furo ENSMPUG00000000310
neovison_vison ENSNVIG00000018279
canis_lupus_familiaris ENSCAFG00000025081
canis_lupus_dingo ENSCAFG00020001195
panthera_tigris_altaica ENSPTIG00000018751
panthera_pardus ENSPPRG00000013346
felis_catus ENSFCAG00000046196
equus_asinus_asinus ENSEASG00005001867
sorex_araneus ENSSARG00000013160
oryctolagus_cuniculus ENSOCUG00000005392
carlito_syrichta ENSTSYG00000034387
tupaia_belangeri ENSTBEG00000011443
myotis_lucifugus ENSMLUG00000009889
dasypus_novemcinctus ENSDNOG00000041408
loxodonta_africana ENSLAFG00000028850
echinops_telfairi ENSETEG00000004147
capra_hircus ENSCHIG00000010753
ovis_aries ENSOARG00000011214
bos_mutus ENSBMUG00000003988
bos_taurus ENSBTAG00000003624
bison_bison_bison ENSBBBG00000005299
phascolarctos_cinereus ENSPCIG00000010864
sarcophilus_harrisii ENSSHAG00000006687
ornithorhynchus_anatinus ENSOANG00000004510
latimeria_chalumnae ENSLACG00000022581
mus_pahari MGP_PahariEiJ_G0014252
astyanax_mexicanus ENSAMXG00000034864
pygocentrus_nattereri ENSPNAG00000008188
ictalurus_punctatus ENSIPUG00000019204
danio_rerio ENSDARG00000035435
cyprinodon_variegatus ENSCVAG00000021543
fundulus_heteroclitus ENSFHEG00000000319
xiphophorus_maculatus ENSXMAG00000001378
xiphophorus_couchianus ENSXCOG00000003230
gambusia_affinis ENSGAFG00000009031
poecilia_formosa ENSPFOG00000019784
poecilia_mexicana ENSPMEG00000008950
poecilia_latipinna ENSPLAG00000003706
poecilia_reticulata ENSPREG00000012930
kryptolebias_marmoratus ENSKMAG00000007284
oryzias_latipes ENSORLG00000022272
oryzias_latipes_asm223469v1 ENSORLG00015004647
oryzias_latipes ENSORLG00020017462
oryzias_melastigma ENSOMEG00000002499
mola_mola ENSMMOG00000009317
takifugu_rubripes ENSTRUG00000012413
periophthalmus_magnuspinnatus ENSPMGG00000019248
monopterus_albus ENSMALG00000011531
mastacembelus_armatus ENSMAMG00000011479
anabas_testudineus ENSATEG00000020140
labrus_bergylta ENSLBEG00000017776
gasterosteus_aculeatus ENSGACG00000016946
scophthalmus_maximus ENSSMAG00000001828
cynoglossus_semilaevis ENSCSEG00000015750
seriola_lalandi_dorsalis ENSSLDG00000012465
seriola_lalandi_dorsalis ENSSLDG00000006263
seriola_dumerili ENSSDUG00000018824
maylandia_zebra ENSMZEG00005018395
haplochromis_burtoni ENSHBUG00000019429
astatotilapia_calliptera ENSACLG00000015930
pundamilia_nyererei ENSPNYG00000008943
neolamprologus_brichardi ENSNBRG00000003608
oreochromis_niloticus ENSONIG00000013957
amphilophus_citrinellus ENSACIG00000015923
amphiprion_percula ENSAPEG00000011703
amphiprion_ocellaris ENSAOCG00000002441
acanthochromis_polyacanthus ENSAPOG00000013883
stegastes_partitus ENSSPAG00000006430
gadus_morhua ENSGMOG00000005743
esox_lucius ENSELUG00000021500
