phascolarctos_cinereus ENSPCIG00000009324
monodelphis_domestica ENSMODG00000023572
felis_catus ENSFCAG00000043418
panthera_pardus ENSPPRG00000020477
canis_lupus_familiaris ENSCAFG00000009294
canis_lupus_dingo ENSCAFG00020018208
equus_caballus ENSECAG00000017898
equus_asinus_asinus ENSEASG00005009380
capra_hircus ENSCHIG00000008647
bison_bison_bison ENSBBBG00000014164
sus_scrofa ENSSSCG00000033216
tursiops_truncatus ENSTTRG00000002413
octodon_degus ENSODEG00000019361
heterocephalus_glaber_female ENSHGLG00000010685
urocitellus_parryii ENSUPAG00010007471
prolemur_simus ENSPSMG00000025437
microcebus_murinus ENSMICG00000028697
propithecus_coquereli ENSPCOG00000025948
otolemur_garnettii ENSOGAG00000033664
castor_canadensis ENSCCNG00000000701
gorilla_gorilla ENSGGOG00000006158
homo_sapiens ENSG00000135116
pan_troglodytes ENSPTRG00000005502
pongo_abelii ENSPPYG00000005000
nomascus_leucogenys ENSNLEG00000000278
macaca_nemestrina ENSMNEG00000019862
macaca_mulatta ENSMMUG00000038012
chlorocebus_sabaeus ENSCSAG00000018945
theropithecus_gelada ENSTGEG00000021466
papio_anubis ENSPANG00000011294
cercocebus_atys ENSCATG00000018993
callithrix_jacchus ENSCJAG00000038480
cebus_capucinus ENSCCAG00000018280
aotus_nancymaae ENSANAG00000012663
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027650
mus_musculus ENSMUSG00000046607
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028649
mus_pahari MGP_PahariEiJ_G0024231
meriones_unguiculatus ENSMUGG00000015086
cricetulus_griseus_chok1gshd ENSCGRG00001011723
cricetulus_griseus_crigri-picr ENSCGRG00015002103
mesocricetus_auratus ENSMAUG00000005733
oryctolagus_cuniculus ENSOCUG00000014682
loxodonta_africana ENSLAFG00000027617
dasypus_novemcinctus ENSDNOG00000042252
chrysemys_picta_bellii ENSCPBG00000000650
gopherus_agassizii ENSGAGG00000007591
