apteryx_owenii ENSAOWG00000005493
apteryx_haastii ENSAHAG00000013633
apteryx_rowi ENSARWG00000006340
dromaius_novaehollandiae ENSDNVG00000002034
calidris_pygmaea ENSCPGG00000011707
anser_brachyrhynchus ENSABRG00000002963
cyanistes_caeruleus ENSCCEG00000005949
crocodylus_porosus ENSCPRG00005008047
gopherus_agassizii ENSGAGG00000021888
chelonoidis_abingdonii ENSCABG00000006328
pogona_vitticeps ENSPVIG00000004480
ursus_maritimus ENSUMAG00000012754
vulpes_vulpes ENSVVUG00000023498
choloepus_hoffmanni ENSCHOG00000006464
stegastes_partitus ENSSPAG00000008650
fundulus_heteroclitus ENSFHEG00000020972
