apteryx_haastii ENSAHAG00000012972
apteryx_owenii ENSAOWG00000002446
apteryx_rowi ENSARWG00000011759
gallus_gallus ENSGALG00000010209
coturnix_japonica ENSCJPG00005008640
numida_meleagris ENSNMEG00000014279
taeniopygia_guttata ENSTGUG00000002102
parus_major ENSPMJG00000007919
lonchura_striata_domestica ENSLSDG00000005662
serinus_canaria ENSSCAG00000004592
cyanistes_caeruleus ENSCCEG00000000823
ficedula_albicollis ENSFALG00000008086
junco_hyemalis ENSJHYG00000005310
lepidothrix_coronata ENSLCOG00000001845
manacus_vitellinus ENSMVIG00005019181
anser_brachyrhynchus ENSABRG00000020299
anas_platyrhynchos_platyrhynchos ENSAPLG00000028947
calidris_pygmaea ENSCPGG00000017504
calidris_pugnax ENSCPUG00000012338
melopsittacus_undulatus ENSMUNG00000014315
meleagris_gallopavo ENSMGAG00000004839
zonotrichia_albicollis ENSZALG00000000734
nothoprocta_perdicaria ENSNPEG00000011252
dromaius_novaehollandiae ENSDNVG00000010929
crocodylus_porosus ENSCPRG00005004413
chelonoidis_abingdonii ENSCABG00000009709
gopherus_agassizii ENSGAGG00000017211
chrysemys_picta_bellii ENSCPBG00000017479
pelodiscus_sinensis ENSPSIG00000012385
anolis_carolinensis ENSACAG00000011300
pogona_vitticeps ENSPVIG00000002135
notechis_scutatus ENSNSUG00000008262
salvator_merianae ENSSMRG00000015589
sphenodon_punctatus ENSSPUG00000011883
cebus_capucinus ENSCCAG00000035300
cebus_capucinus ENSCCAG00000020362
callithrix_jacchus ENSCJAG00000003328
aotus_nancymaae ENSANAG00000036565
mandrillus_leucophaeus ENSMLEG00000036921
cercocebus_atys ENSCATG00000020569
papio_anubis ENSPANG00000017275
theropithecus_gelada ENSTGEG00000009249
chlorocebus_sabaeus ENSCSAG00000003565
macaca_nemestrina ENSMNEG00000040517
macaca_fascicularis ENSMFAG00000039950
macaca_mulatta ENSMMUG00000037904
rhinopithecus_bieti ENSRBIG00000009904
piliocolobus_tephrosceles ENSPTEG00000037843
pan_paniscus ENSPPAG00000042028
pan_troglodytes ENSPTRG00000016438
homo_sapiens ENSG00000164040
gorilla_gorilla ENSGGOG00000026492
pongo_abelii ENSPPYG00000015060
nomascus_leucogenys ENSNLEG00000013884
microcebus_murinus ENSMICG00000011485
propithecus_coquereli ENSPCOG00000027159
mus_spicilegus ENSMSIG00000009562
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025898
mus_musculus ENSMUSG00000049940
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024963
mus_pahari MGP_PahariEiJ_G0026404
rattus_norvegicus ENSRNOG00000014051
meriones_unguiculatus ENSMUGG00000000590
cricetulus_griseus_crigri-picr ENSCGRG00015025777
cricetulus_griseus_chok1gshd ENSCGRG00001020177
mesocricetus_auratus ENSMAUG00000011920
microtus_ochrogaster ENSMOCG00000017117
peromyscus_maniculatus_bairdii ENSPEMG00000027295
nannospalax_galili ENSNGAG00000010908
urocitellus_parryii ENSUPAG00010021321
heterocephalus_glaber_female ENSHGLG00000007820
cavia_porcellus ENSCPOG00000027001
castor_canadensis ENSCCNG00000012720
oryctolagus_cuniculus ENSOCUG00000002372
marmota_marmota_marmota ENSMMMG00000014539
spermophilus_dauricus ENSSDAG00000012723
ochotona_princeps ENSOPRG00000005502
bos_mutus ENSBMUG00000011702
bos_taurus ENSBTAG00000010843
bison_bison_bison ENSBBBG00000010167
capra_hircus ENSCHIG00000022597
ovis_aries ENSOARG00000015225
tursiops_truncatus ENSTTRG00000012985
ailuropoda_melanoleuca ENSAMEG00000010533
myotis_lucifugus ENSMLUG00000010259
neovison_vison ENSNVIG00000007854
mustela_putorius_furo ENSMPUG00000017364
canis_lupus_familiaris ENSCAFG00000003822
canis_lupus_dingo ENSCAFG00020018982
vulpes_vulpes ENSVVUG00000011296
felis_catus ENSFCAG00000031089
panthera_pardus ENSPPRG00000001182
pteropus_vampyrus ENSPVAG00000005372
equus_caballus ENSECAG00000034189
equus_asinus_asinus ENSEASG00005018083
sus_scrofa ENSSSCG00000009072
jaculus_jaculus ENSJJAG00000021844
cricetulus_griseus_crigri ENSCGRG00000002826
dipodomys_ordii ENSDORG00000026177
heterocephalus_glaber_male ENSHGLG00100000567
fukomys_damarensis ENSFDAG00000001467
chinchilla_lanigera ENSCLAG00000005409
octodon_degus ENSODEG00000002509
carlito_syrichta ENSTSYG00000025777
sus_scrofa ENSSSCG00000035947
saimiri_boliviensis_boliviensis ENSSBOG00000035162
aotus_nancymaae ENSANAG00000036397
rhinopithecus_roxellana ENSRROG00000028835
colobus_angolensis_palliatus ENSCANG00000033827
prolemur_simus ENSPSMG00000019406
ictidomys_tridecemlineatus ENSSTOG00000030181
callithrix_jacchus ENSCJAG00000031326
ursus_maritimus ENSUMAG00000007376
ursus_americanus ENSUAMG00000008423
panthera_tigris_altaica ENSPTIG00000010942
loxodonta_africana ENSLAFG00000008479
procavia_capensis ENSPCAG00000002433
echinops_telfairi ENSETEG00000004283
dasypus_novemcinctus ENSDNOG00000034689
phascolarctos_cinereus ENSPCIG00000012590
monodelphis_domestica ENSMODG00000012307
xenopus_tropicalis ENSXETG00000022520
latimeria_chalumnae ENSLACG00000014987
latimeria_chalumnae ENSLACG00000007071
ornithorhynchus_anatinus ENSOANG00000005113
labrus_bergylta ENSLBEG00000005698
gasterosteus_aculeatus ENSGACG00000004602
mola_mola ENSMMOG00000021294
mastacembelus_armatus ENSMAMG00000000082
anabas_testudineus ENSATEG00000017889
seriola_dumerili ENSSDUG00000004171
seriola_lalandi_dorsalis ENSSLDG00000014643
amphiprion_percula ENSAPEG00000004176
amphiprion_ocellaris ENSAOCG00000020068
acanthochromis_polyacanthus ENSAPOG00000020059
stegastes_partitus ENSSPAG00000017885
fundulus_heteroclitus ENSFHEG00000010241
cyprinodon_variegatus ENSCVAG00000005059
poecilia_formosa ENSPFOG00000003988
poecilia_formosa ENSPFOG00000019525
poecilia_latipinna ENSPLAG00000007102
poecilia_latipinna ENSPLAG00000005522
poecilia_mexicana ENSPMEG00000021589
poecilia_mexicana ENSPMEG00000001215
poecilia_reticulata ENSPREG00000006009
xiphophorus_maculatus ENSXMAG00000024645
xiphophorus_couchianus ENSXCOG00000004432
xiphophorus_couchianus ENSXCOG00000004416
gambusia_affinis ENSGAFG00000012023
kryptolebias_marmoratus ENSKMAG00000011556
oryzias_latipes ENSORLG00000017957
oryzias_latipes_asm223469v1 ENSORLG00015009532
oryzias_latipes ENSORLG00020013049
oryzias_melastigma ENSOMEG00000004227
maylandia_zebra ENSMZEG00005002598
pundamilia_nyererei ENSPNYG00000017389
haplochromis_burtoni ENSHBUG00000009744
astatotilapia_calliptera ENSACLG00000012016
neolamprologus_brichardi ENSNBRG00000023859
oreochromis_niloticus ENSONIG00000012385
amphilophus_citrinellus ENSACIG00000023899
tetraodon_nigroviridis ENSTNIG00000012399
takifugu_rubripes ENSTRUG00000022501
cynoglossus_semilaevis ENSCSEG00000013533
monopterus_albus ENSMALG00000003573
monopterus_albus ENSMALG00000003587
scophthalmus_maximus ENSSMAG00000006418
hippocampus_comes ENSHCOG00000000911
periophthalmus_magnuspinnatus ENSPMGG00000007211
gadus_morhua ENSGMOG00000005198
esox_lucius ENSELUG00000023793
pygocentrus_nattereri ENSPNAG00000005404
astyanax_mexicanus ENSAMXG00000034920
ictalurus_punctatus ENSIPUG00000012122
danio_rerio ENSDARG00000030237
paramormyrops_kingsleyae ENSPKIG00000014348
scleropages_formosus ENSSFOG00015004413
lepisosteus_oculatus ENSLOCG00000010679
eptatretus_burgeri ENSEBUG00000014938
