chelonoidis_abingdonii ENSCABG00000009237
gopherus_agassizii ENSGAGG00000025366
chrysemys_picta_bellii ENSCPBG00000028016
pelodiscus_sinensis ENSPSIG00000002609
crocodylus_porosus ENSCPRG00005006844
pogona_vitticeps ENSPVIG00000009796
anolis_carolinensis ENSACAG00000008270
notechis_scutatus ENSNSUG00000015707
salvator_merianae ENSSMRG00000023160
apteryx_rowi ENSARWG00000006206
apteryx_owenii ENSAOWG00000002930
apteryx_haastii ENSAHAG00000005888
dromaius_novaehollandiae ENSDNVG00000012482
nothoprocta_perdicaria ENSNPEG00000014357
parus_major ENSPMJG00000008270
cyanistes_caeruleus ENSCCEG00000011369
junco_hyemalis ENSJHYG00000011493
taeniopygia_guttata ENSTGUG00000015326
taeniopygia_guttata ENSTGUG00000007949
ficedula_albicollis ENSFALG00000000949
lepidothrix_coronata ENSLCOG00000013365
lonchura_striata_domestica ENSLSDG00000006468
zonotrichia_albicollis ENSZALG00000015144
serinus_canaria ENSSCAG00000003030
manacus_vitellinus ENSMVIG00005019040
melopsittacus_undulatus ENSMUNG00000005402
calidris_pygmaea ENSCPGG00000010053
calidris_pugnax ENSCPUG00000003990
anser_brachyrhynchus ENSABRG00000018906
anas_platyrhynchos_platyrhynchos ENSAPLG00000026651
gallus_gallus ENSGALG00000023541
meleagris_gallopavo ENSMGAG00000009543
coturnix_japonica ENSCJPG00005020733
numida_meleagris ENSNMEG00000016035
loxodonta_africana ENSLAFG00000022816
procavia_capensis ENSPCAG00000004792
echinops_telfairi ENSETEG00000015551
castor_canadensis ENSCCNG00000018979
dipodomys_ordii ENSDORG00000027300
cricetulus_griseus_chok1gshd ENSCGRG00001021094
cricetulus_griseus_crigri-picr ENSCGRG00015006147
cricetulus_griseus_crigri ENSCGRG00000009950
mesocricetus_auratus ENSMAUG00000010100
peromyscus_maniculatus_bairdii ENSPEMG00000018403
microtus_ochrogaster ENSMOCG00000014553
mus_musculus ENSMUSG00000061878
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018291
mus_spicilegus ENSMSIG00000026799
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017446
mus_pahari MGP_PahariEiJ_G0018575
rattus_norvegicus ENSRNOG00000010626
meriones_unguiculatus ENSMUGG00000023775
nannospalax_galili ENSNGAG00000023562
jaculus_jaculus ENSJJAG00000011613
cavia_aperea ENSCAPG00000013471
cavia_porcellus ENSCPOG00000012191
chinchilla_lanigera ENSCLAG00000013229
heterocephalus_glaber_male ENSHGLG00100018464
heterocephalus_glaber_female ENSHGLG00000005630
fukomys_damarensis ENSFDAG00000004493
urocitellus_parryii ENSUPAG00010000611
marmota_marmota_marmota ENSMMMG00000009221
spermophilus_dauricus ENSSDAG00000011616
ictidomys_tridecemlineatus ENSSTOG00000021818
oryctolagus_cuniculus ENSOCUG00000006579
ochotona_princeps ENSOPRG00000007948
callithrix_jacchus ENSCJAG00000013579
cebus_capucinus ENSCCAG00000020534
saimiri_boliviensis_boliviensis ENSSBOG00000008270
aotus_nancymaae ENSANAG00000031823
pan_troglodytes ENSPTRG00000009679
pan_paniscus ENSPPAG00000024352
homo_sapiens ENSG00000176170
gorilla_gorilla ENSGGOG00000016884
pongo_abelii ENSPPYG00000008657
nomascus_leucogenys ENSNLEG00000002302
mandrillus_leucophaeus ENSMLEG00000036675
cercocebus_atys ENSCATG00000039760
macaca_fascicularis ENSMFAG00000032563
macaca_mulatta ENSMMUG00000018011
macaca_nemestrina ENSMNEG00000016371
theropithecus_gelada ENSTGEG00000004164
papio_anubis ENSPANG00000020032
chlorocebus_sabaeus ENSCSAG00000005041
rhinopithecus_roxellana ENSRROG00000031680
rhinopithecus_bieti ENSRBIG00000036530
piliocolobus_tephrosceles ENSPTEG00000037079
colobus_angolensis_palliatus ENSCANG00000035461
carlito_syrichta ENSTSYG00000000742
propithecus_coquereli ENSPCOG00000016829
prolemur_simus ENSPSMG00000024010
microcebus_murinus ENSMICG00000013341
otolemur_garnettii ENSOGAG00000028242
sus_scrofa ENSSSCG00000017178
tursiops_truncatus ENSTTRG00000015923
capra_hircus ENSCHIG00000021681
ovis_aries ENSOARG00000007374
bos_mutus ENSBMUG00000010702
bos_taurus ENSBTAG00000008507
bison_bison_bison ENSBBBG00000019834
ursus_maritimus ENSUMAG00000013379
ursus_americanus ENSUAMG00000022548
ailuropoda_melanoleuca ENSAMEG00000010292
mustela_putorius_furo ENSMPUG00000013498
neovison_vison ENSNVIG00000012665
canis_lupus_familiaris ENSCAFG00000005073
canis_lupus_dingo ENSCAFG00020006049
vulpes_vulpes ENSVVUG00000015143
panthera_tigris_altaica ENSPTIG00000014086
panthera_pardus ENSPPRG00000004806
felis_catus ENSFCAG00000005455
equus_caballus ENSECAG00000023642
equus_asinus_asinus ENSEASG00005004194
myotis_lucifugus ENSMLUG00000009028
pteropus_vampyrus ENSPVAG00000008501
erinaceus_europaeus ENSEEUG00000010924
dasypus_novemcinctus ENSDNOG00000038509
phascolarctos_cinereus ENSPCIG00000002766
notamacropus_eugenii ENSMEUG00000004933
sarcophilus_harrisii ENSSHAG00000016408
monodelphis_domestica ENSMODG00000009217
ornithorhynchus_anatinus ENSOANG00000011563
ornithorhynchus_anatinus ENSOANG00000030400
xenopus_tropicalis ENSXETG00000019540
latimeria_chalumnae ENSLACG00000015952
takifugu_rubripes ENSTRUG00000011930
tetraodon_nigroviridis ENSTNIG00000011603
mola_mola ENSMMOG00000012428
gasterosteus_aculeatus ENSGACG00000012712
poecilia_latipinna ENSPLAG00000008980
monopterus_albus ENSMALG00000019009
monopterus_albus ENSMALG00000018992
scophthalmus_maximus ENSSMAG00000008888
cynoglossus_semilaevis ENSCSEG00000018002
seriola_lalandi_dorsalis ENSSLDG00000017508
seriola_dumerili ENSSDUG00000015732
labrus_bergylta ENSLBEG00000012732
anabas_testudineus ENSATEG00000004010
mastacembelus_armatus ENSMAMG00000003462
amphiprion_percula ENSAPEG00000014239
amphiprion_ocellaris ENSAOCG00000013619
acanthochromis_polyacanthus ENSAPOG00000014671
stegastes_partitus ENSSPAG00000011539
maylandia_zebra ENSMZEG00005008318
astatotilapia_calliptera ENSACLG00000008680
haplochromis_burtoni ENSHBUG00000019757
pundamilia_nyererei ENSPNYG00000017835
neolamprologus_brichardi ENSNBRG00000001293
oreochromis_niloticus ENSONIG00000019453
amphilophus_citrinellus ENSACIG00000005938
poecilia_mexicana ENSPMEG00000001517
poecilia_latipinna ENSPLAG00000008986
poecilia_formosa ENSPFOG00000017256
poecilia_reticulata ENSPREG00000016154
xiphophorus_maculatus ENSXMAG00000012369
xiphophorus_couchianus ENSXCOG00000017999
gambusia_affinis ENSGAFG00000006281
cyprinodon_variegatus ENSCVAG00000014747
fundulus_heteroclitus ENSFHEG00000015986
kryptolebias_marmoratus ENSKMAG00000008454
oryzias_latipes_asm223469v1 ENSORLG00015022440
oryzias_latipes ENSORLG00020011475
oryzias_latipes ENSORLG00000012532
oryzias_melastigma ENSOMEG00000000951
hippocampus_comes ENSHCOG00000015245
periophthalmus_magnuspinnatus ENSPMGG00000007030
gadus_morhua ENSGMOG00000002442
esox_lucius ENSELUG00000008992
pygocentrus_nattereri ENSPNAG00000006813
astyanax_mexicanus ENSAMXG00000041303
ictalurus_punctatus ENSIPUG00000021631
danio_rerio ENSDARG00000100290
scleropages_formosus ENSSFOG00015004703
gasterosteus_aculeatus ENSGACG00000019281
labrus_bergylta ENSLBEG00000027052
mola_mola ENSMMOG00000015968
cynoglossus_semilaevis ENSCSEG00000008348
scophthalmus_maximus ENSSMAG00000017451
seriola_dumerili ENSSDUG00000019030
seriola_lalandi_dorsalis ENSSLDG00000023282
mastacembelus_armatus ENSMAMG00000016860
monopterus_albus ENSMALG00000022560
anabas_testudineus ENSATEG00000005401
xiphophorus_maculatus ENSXMAG00000025799
xiphophorus_couchianus ENSXCOG00000012213
gambusia_affinis ENSGAFG00000010937
poecilia_formosa ENSPFOG00000012882
poecilia_latipinna ENSPLAG00000012360
poecilia_mexicana ENSPMEG00000011361
poecilia_reticulata ENSPREG00000020027
cyprinodon_variegatus ENSCVAG00000004604
fundulus_heteroclitus ENSFHEG00000013276
kryptolebias_marmoratus ENSKMAG00000011808
oryzias_latipes_asm223469v1 ENSORLG00015018045
oryzias_latipes ENSORLG00020018346
oryzias_latipes ENSORLG00000000682
oryzias_melastigma ENSOMEG00000009451
maylandia_zebra ENSMZEG00005001010
astatotilapia_calliptera ENSACLG00000003583
haplochromis_burtoni ENSHBUG00000003072
pundamilia_nyererei ENSPNYG00000017177
neolamprologus_brichardi ENSNBRG00000002489
oreochromis_niloticus ENSONIG00000018251
amphilophus_citrinellus ENSACIG00000007340
amphiprion_ocellaris ENSAOCG00000010644
amphiprion_percula ENSAPEG00000002404
acanthochromis_polyacanthus ENSAPOG00000011272
stegastes_partitus ENSSPAG00000003404
labrus_bergylta ENSLBEG00000008719
stegastes_partitus ENSSPAG00000003443
hippocampus_comes ENSHCOG00000018734
tetraodon_nigroviridis ENSTNIG00000017518
periophthalmus_magnuspinnatus ENSPMGG00000007016
gadus_morhua ENSGMOG00000003929
esox_lucius ENSELUG00000008009
astyanax_mexicanus ENSAMXG00000015796
pygocentrus_nattereri ENSPNAG00000006932
ictalurus_punctatus ENSIPUG00000021798
paramormyrops_kingsleyae ENSPKIG00000007627
lepisosteus_oculatus ENSLOCG00000013477
