pogona_vitticeps ENSPVIG00000002896
anolis_carolinensis ENSACAG00000011450
notechis_scutatus ENSNSUG00000009488
salvator_merianae ENSSMRG00000006427
sphenodon_punctatus ENSSPUG00000008289
apteryx_haastii ENSAHAG00000016941
apteryx_owenii ENSAOWG00000006130
apteryx_rowi ENSARWG00000015759
dromaius_novaehollandiae ENSDNVG00000012445
nothoprocta_perdicaria ENSNPEG00000000865
anser_brachyrhynchus ENSABRG00000014044
anas_platyrhynchos_platyrhynchos ENSAPLG00000018311
coturnix_japonica ENSCJPG00005014711
meleagris_gallopavo ENSMGAG00000006959
gallus_gallus ENSGALG00000031983
numida_meleagris ENSNMEG00000018763
calidris_pugnax ENSCPUG00000008724
calidris_pygmaea ENSCPGG00000017321
melopsittacus_undulatus ENSMUNG00000014697
serinus_canaria ENSSCAG00000006662
cyanistes_caeruleus ENSCCEG00000007818
ficedula_albicollis ENSFALG00000006728
lonchura_striata_domestica ENSLSDG00000016049
taeniopygia_guttata ENSTGUG00000004378
parus_major ENSPMJG00000013975
junco_hyemalis ENSJHYG00000004220
zonotrichia_albicollis ENSZALG00000013405
lepidothrix_coronata ENSLCOG00000014628
manacus_vitellinus ENSMVIG00005012905
crocodylus_porosus ENSCPRG00005006275
chrysemys_picta_bellii ENSCPBG00000023898
gopherus_agassizii ENSGAGG00000022726
chelonoidis_abingdonii ENSCABG00000016381
pelodiscus_sinensis ENSPSIG00000018195
echinops_telfairi ENSETEG00000010276
sorex_araneus ENSSARG00000007031
heterocephalus_glaber_male ENSHGLG00100007044
heterocephalus_glaber_female ENSHGLG00000019140
cricetulus_griseus_chok1gshd ENSCGRG00001019665
cricetulus_griseus_crigri-picr ENSCGRG00015023392
cricetulus_griseus_crigri ENSCGRG00000014737
cricetulus_griseus_crigri ENSCGRG00000011065
cricetulus_griseus_crigri-picr ENSCGRG00015025496
cricetulus_griseus_chok1gshd ENSCGRG00001005434
mesocricetus_auratus ENSMAUG00000011107
peromyscus_maniculatus_bairdii ENSPEMG00000019756
microtus_ochrogaster ENSMOCG00000007125
mus_musculus ENSMUSG00000031843
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032731
mus_spicilegus ENSMSIG00000012186
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031613
mus_pahari MGP_PahariEiJ_G0023211
rattus_norvegicus ENSRNOG00000038308
rattus_norvegicus ENSRNOG00000024969
rattus_norvegicus ENSRNOG00000050329
rattus_norvegicus ENSRNOG00000032248
rattus_norvegicus ENSRNOG00000050087
meriones_unguiculatus ENSMUGG00000019368
heterocephalus_glaber_female ENSHGLG00000020141
