pogona_vitticeps ENSPVIG00000007539
anolis_carolinensis ENSACAG00000004583
salvator_merianae ENSSMRG00000003610
sphenodon_punctatus ENSSPUG00000007932
gopherus_agassizii ENSGAGG00000003606
chelonoidis_abingdonii ENSCABG00000016366
pelodiscus_sinensis ENSPSIG00000012858
dromaius_novaehollandiae ENSDNVG00000000200
apteryx_rowi ENSARWG00000006261
nothoprocta_perdicaria ENSNPEG00000000665
calidris_pygmaea ENSCPGG00000011796
calidris_pugnax ENSCPUG00000017646
cyanistes_caeruleus ENSCCEG00000021169
parus_major ENSPMJG00000004623
ficedula_albicollis ENSFALG00000002425
taeniopygia_guttata ENSTGUG00000001403
lonchura_striata_domestica ENSLSDG00000010859
junco_hyemalis ENSJHYG00000011384
zonotrichia_albicollis ENSZALG00000014911
serinus_canaria ENSSCAG00000007102
anas_platyrhynchos_platyrhynchos ENSAPLG00000016298
anser_brachyrhynchus ENSABRG00000011096
meleagris_gallopavo ENSMGAG00000005281
gallus_gallus ENSGALG00000000104
coturnix_japonica ENSCJPG00005009060
numida_meleagris ENSNMEG00000009001
xenopus_tropicalis ENSXETG00000015354
latimeria_chalumnae ENSLACG00000012369
astyanax_mexicanus ENSAMXG00000008920
pygocentrus_nattereri ENSPNAG00000002681
danio_rerio ENSDARG00000011890
scleropages_formosus ENSSFOG00015021663
lepisosteus_oculatus ENSLOCG00000011465
