notamacropus_eugenii ENSMEUG00000015572
phascolarctos_cinereus ENSPCIG00000002363
monodelphis_domestica ENSMODG00000003911
prolemur_simus ENSPSMG00000009082
otolemur_garnettii ENSOGAG00000024985
callithrix_jacchus ENSCJAG00000016782
cebus_capucinus ENSCCAG00000008149
aotus_nancymaae ENSANAG00000031120
gorilla_gorilla ENSGGOG00000027335
pan_troglodytes ENSPTRG00000051550
homo_sapiens ENSG00000155254
piliocolobus_tephrosceles ENSPTEG00000030291
rhinopithecus_roxellana ENSRROG00000032671
macaca_mulatta ENSMMUG00000019921
macaca_nemestrina ENSMNEG00000009162
theropithecus_gelada ENSTGEG00000015971
papio_anubis ENSPANG00000021294
cercocebus_atys ENSCATG00000010571
chlorocebus_sabaeus ENSCSAG00000018448
tupaia_belangeri ENSTBEG00000004197
cavia_porcellus ENSCPOG00000024434
octodon_degus ENSODEG00000016451
chinchilla_lanigera ENSCLAG00000002008
heterocephalus_glaber_female ENSHGLG00000011403
castor_canadensis ENSCCNG00000020401
meriones_unguiculatus ENSMUGG00000000219
meriones_unguiculatus ENSMUGG00000000651
mus_spicilegus ENSMSIG00000016215
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023890
mus_musculus ENSMUSG00000044345
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022969
mus_pahari MGP_PahariEiJ_G0014459
cricetulus_griseus_crigri-picr ENSCGRG00015024587
cricetulus_griseus_chok1gshd ENSCGRG00001015304
mesocricetus_auratus ENSMAUG00000020397
microtus_ochrogaster ENSMOCG00000013119
peromyscus_maniculatus_bairdii ENSPEMG00000000505
nannospalax_galili ENSNGAG00000006309
jaculus_jaculus ENSJJAG00000012601
dipodomys_ordii ENSDORG00000002279
urocitellus_parryii ENSUPAG00010014753
ictidomys_tridecemlineatus ENSSTOG00000006756
oryctolagus_cuniculus ENSOCUG00000025329
capra_hircus ENSCHIG00000019321
ovis_aries ENSOARG00000011181
bos_taurus ENSBTAG00000013478
bison_bison_bison ENSBBBG00000005536
tursiops_truncatus ENSTTRG00000009901
sus_scrofa ENSSSCG00000010527
canis_lupus_dingo ENSCAFG00020006102
canis_lupus_familiaris ENSCAFG00000031220
vulpes_vulpes ENSVVUG00000023256
