oryctolagus_cuniculus ENSOCUG00000013030
ochotona_princeps ENSOPRG00000008544
carlito_syrichta ENSTSYG00000031033
tupaia_belangeri ENSTBEG00000006627
propithecus_coquereli ENSPCOG00000018250
prolemur_simus ENSPSMG00000009093
microcebus_murinus ENSMICG00000044424
otolemur_garnettii ENSOGAG00000008363
pan_paniscus ENSPPAG00000041985
pan_troglodytes ENSPTRG00000009260
homo_sapiens ENSG00000091947
gorilla_gorilla ENSGGOG00000008328
pongo_abelii ENSPPYG00000008345
nomascus_leucogenys ENSNLEG00000035254
cercocebus_atys ENSCATG00000029275
mandrillus_leucophaeus ENSMLEG00000027626
theropithecus_gelada ENSTGEG00000014519
papio_anubis ENSPANG00000021314
chlorocebus_sabaeus ENSCSAG00000003484
macaca_fascicularis ENSMFAG00000033408
macaca_nemestrina ENSMNEG00000035749
piliocolobus_tephrosceles ENSPTEG00000026554
colobus_angolensis_palliatus ENSCANG00000030442
rhinopithecus_bieti ENSRBIG00000042126
rhinopithecus_roxellana ENSRROG00000030740
cebus_capucinus ENSCCAG00000032587
saimiri_boliviensis_boliviensis ENSSBOG00000031569
callithrix_jacchus ENSCJAG00000010348
aotus_nancymaae ENSANAG00000033227
bos_mutus ENSBMUG00000019027
bos_taurus ENSBTAG00000016251
bison_bison_bison ENSBBBG00000007582
capra_hircus ENSCHIG00000022056
ovis_aries ENSOARG00000006549
tursiops_truncatus ENSTTRG00000010432
sus_scrofa ENSSSCG00000017371
myotis_lucifugus ENSMLUG00000006387
pteropus_vampyrus ENSPVAG00000013704
equus_asinus_asinus ENSEASG00005010154
equus_caballus ENSECAG00000010148
ailuropoda_melanoleuca ENSAMEG00000018319
ursus_maritimus ENSUMAG00000012979
mustela_putorius_furo ENSMPUG00000009518
neovison_vison ENSNVIG00000022356
canis_lupus_dingo ENSCAFG00020012178
canis_lupus_familiaris ENSCAFG00000014384
vulpes_vulpes ENSVVUG00000017580
panthera_pardus ENSPPRG00000023116
panthera_tigris_altaica ENSPTIG00000012414
felis_catus ENSFCAG00000033994
mus_spicilegus ENSMSIG00000028225
mus_musculus ENSMUSG00000020921
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018083
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017240
mus_pahari MGP_PahariEiJ_G0018370
rattus_norvegicus ENSRNOG00000054581
meriones_unguiculatus ENSMUGG00000016056
cricetulus_griseus_crigri ENSCGRG00000000588
cricetulus_griseus_crigri ENSCGRG00000004081
cricetulus_griseus_chok1gshd ENSCGRG00001006689
cricetulus_griseus_crigri-picr ENSCGRG00015025668
mesocricetus_auratus ENSMAUG00000010055
microtus_ochrogaster ENSMOCG00000019196
peromyscus_maniculatus_bairdii ENSPEMG00000014843
nannospalax_galili ENSNGAG00000018442
jaculus_jaculus ENSJJAG00000015883
dipodomys_ordii ENSDORG00000010838
castor_canadensis ENSCCNG00000011050
spermophilus_dauricus ENSSDAG00000023168
ictidomys_tridecemlineatus ENSSTOG00000007398
marmota_marmota_marmota ENSMMMG00000004095
urocitellus_parryii ENSUPAG00010002669
spermophilus_dauricus ENSSDAG00000018707
