pogona_vitticeps ENSPVIG00000005235
anolis_carolinensis ENSACAG00000017665
notechis_scutatus ENSNSUG00000010528
salvator_merianae ENSSMRG00000019065
sphenodon_punctatus ENSSPUG00000017768
coturnix_japonica ENSCJPG00005014776
meleagris_gallopavo ENSMGAG00000011962
gallus_gallus ENSGALG00000042063
numida_meleagris ENSNMEG00000019059
anas_platyrhynchos_platyrhynchos ENSAPLG00000031104
lonchura_striata_domestica ENSLSDG00000003687
taeniopygia_guttata ENSTGUG00000005632
serinus_canaria ENSSCAG00000010467
lepidothrix_coronata ENSLCOG00000015722
manacus_vitellinus ENSMVIG00005010900
junco_hyemalis ENSJHYG00000005719
zonotrichia_albicollis ENSZALG00000008662
cyanistes_caeruleus ENSCCEG00000013316
parus_major ENSPMJG00000011850
ficedula_albicollis ENSFALG00000002837
anser_brachyrhynchus ENSABRG00000022356
calidris_pugnax ENSCPUG00000001815
calidris_pygmaea ENSCPGG00000011441
melopsittacus_undulatus ENSMUNG00000014657
dromaius_novaehollandiae ENSDNVG00000016323
nothoprocta_perdicaria ENSNPEG00000013173
apteryx_rowi ENSARWG00000001833
apteryx_haastii ENSAHAG00000002394
apteryx_owenii ENSAOWG00000009058
crocodylus_porosus ENSCPRG00005010921
chelonoidis_abingdonii ENSCABG00000008630
gopherus_agassizii ENSGAGG00000022715
chrysemys_picta_bellii ENSCPBG00000024948
pelodiscus_sinensis ENSPSIG00000017008
phascolarctos_cinereus ENSPCIG00000023195
sarcophilus_harrisii ENSSHAG00000017675
monodelphis_domestica ENSMODG00000012599
loxodonta_africana ENSLAFG00000007489
procavia_capensis ENSPCAG00000005917
echinops_telfairi ENSETEG00000007681
propithecus_coquereli ENSPCOG00000014284
microcebus_murinus ENSMICG00000001946
prolemur_simus ENSPSMG00000010239
otolemur_garnettii ENSOGAG00000026468
rhinopithecus_bieti ENSRBIG00000043037
rhinopithecus_roxellana ENSRROG00000031292
colobus_angolensis_palliatus ENSCANG00000033287
piliocolobus_tephrosceles ENSPTEG00000008646
papio_anubis ENSPANG00000006302
macaca_mulatta ENSMMUG00000044379
chlorocebus_sabaeus ENSCSAG00000015088
mandrillus_leucophaeus ENSMLEG00000036271
pongo_abelii ENSPPYG00000017628
saimiri_boliviensis_boliviensis ENSSBOG00000033388
heterocephalus_glaber_male ENSHGLG00100013731
heterocephalus_glaber_female ENSHGLG00000010611
fukomys_damarensis ENSFDAG00000017168
cavia_aperea ENSCAPG00000010024
cavia_porcellus ENSCPOG00000032481
octodon_degus ENSODEG00000008299
chinchilla_lanigera ENSCLAG00000006708
dipodomys_ordii ENSDORG00000029101
mus_spicilegus ENSMSIG00000018313
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019109
mus_musculus ENSMUSG00000002808
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018253
mus_pahari MGP_PahariEiJ_G0019303
meriones_unguiculatus ENSMUGG00000015292
peromyscus_maniculatus_bairdii ENSPEMG00000028013
cricetulus_griseus_crigri ENSCGRG00000001839
nannospalax_galili ENSNGAG00000022437
jaculus_jaculus ENSJJAG00000024132
spermophilus_dauricus ENSSDAG00000010104
ictidomys_tridecemlineatus ENSSTOG00000024033
urocitellus_parryii ENSUPAG00010002156
marmota_marmota_marmota ENSMMMG00000011813
oryctolagus_cuniculus ENSOCUG00000015882
ochotona_princeps ENSOPRG00000003062
ursus_maritimus ENSUMAG00000011119
ursus_americanus ENSUAMG00000009163
mustela_putorius_furo ENSMPUG00000018234
canis_lupus_familiaris ENSCAFG00000031158
canis_lupus_dingo ENSCAFG00020023267
vulpes_vulpes ENSVVUG00000017153
panthera_tigris_altaica ENSPTIG00000009180
bos_mutus ENSBMUG00000000539
bos_taurus ENSBTAG00000033197
ovis_aries ENSOARG00000008973
capra_hircus ENSCHIG00000019001
tursiops_truncatus ENSTTRG00000004098
sus_scrofa ENSSSCG00000020963
erinaceus_europaeus ENSEEUG00000000393
felis_catus ENSFCAG00000037333
pteropus_vampyrus ENSPVAG00000011792
myotis_lucifugus ENSMLUG00000004207
equus_caballus ENSECAG00000018178
equus_asinus_asinus ENSEASG00005017564
dasypus_novemcinctus ENSDNOG00000048474
xenopus_tropicalis ENSXETG00000000351
latimeria_chalumnae ENSLACG00000005820
scleropages_formosus ENSSFOG00015020362
paramormyrops_kingsleyae ENSPKIG00000016214
esox_lucius ENSELUG00000017641
gadus_morhua ENSGMOG00000018079
pygocentrus_nattereri ENSPNAG00000025870
astyanax_mexicanus ENSAMXG00000014150
ictalurus_punctatus ENSIPUG00000003306
danio_rerio ENSDARG00000045420
takifugu_rubripes ENSTRUG00000002316
gasterosteus_aculeatus ENSGACG00000017987
scophthalmus_maximus ENSSMAG00000005018
cynoglossus_semilaevis ENSCSEG00000021506
mastacembelus_armatus ENSMAMG00000014406
mastacembelus_armatus ENSMAMG00000014348
mastacembelus_armatus ENSMAMG00000014554
anabas_testudineus ENSATEG00000014182
anabas_testudineus ENSATEG00000013676
monopterus_albus ENSMALG00000019242
seriola_dumerili ENSSDUG00000005413
seriola_lalandi_dorsalis ENSSLDG00000000884
mola_mola ENSMMOG00000011246
amphiprion_percula ENSAPEG00000002844
amphiprion_percula ENSAPEG00000002660
amphiprion_ocellaris ENSAOCG00000007671
acanthochromis_polyacanthus ENSAPOG00000024346
stegastes_partitus ENSSPAG00000015761
haplochromis_burtoni ENSHBUG00000012578
pundamilia_nyererei ENSPNYG00000019697
maylandia_zebra ENSMZEG00005003835
astatotilapia_calliptera ENSACLG00000024500
neolamprologus_brichardi ENSNBRG00000000933
oreochromis_niloticus ENSONIG00000001465
amphilophus_citrinellus ENSACIG00000003546
fundulus_heteroclitus ENSFHEG00000000126
cyprinodon_variegatus ENSCVAG00000010363
poecilia_mexicana ENSPMEG00000007275
poecilia_formosa ENSPFOG00000000665
poecilia_latipinna ENSPLAG00000000189
poecilia_reticulata ENSPREG00000020461
xiphophorus_couchianus ENSXCOG00000019967
xiphophorus_maculatus ENSXMAG00000006780
gambusia_affinis ENSGAFG00000018592
kryptolebias_marmoratus ENSKMAG00000000555
oryzias_latipes_asm223469v1 ENSORLG00015019871
oryzias_latipes ENSORLG00020020354
oryzias_melastigma ENSOMEG00000020011
labrus_bergylta ENSLBEG00000022272
labrus_bergylta ENSLBEG00000021922
labrus_bergylta ENSLBEG00000018879
labrus_bergylta ENSLBEG00000004198
labrus_bergylta ENSLBEG00000010205
labrus_bergylta ENSLBEG00000008876
labrus_bergylta ENSLBEG00000015506
labrus_bergylta ENSLBEG00000014997
labrus_bergylta ENSLBEG00000023332
labrus_bergylta ENSLBEG00000004213
labrus_bergylta ENSLBEG00000016911
labrus_bergylta ENSLBEG00000004187
labrus_bergylta ENSLBEG00000016171
labrus_bergylta ENSLBEG00000028937
labrus_bergylta ENSLBEG00000000957
labrus_bergylta ENSLBEG00000001164
labrus_bergylta ENSLBEG00000020334
labrus_bergylta ENSLBEG00000005721
labrus_bergylta ENSLBEG00000014133
labrus_bergylta ENSLBEG00000014649
labrus_bergylta ENSLBEG00000008661
labrus_bergylta ENSLBEG00000007816
labrus_bergylta ENSLBEG00000017099
labrus_bergylta ENSLBEG00000006210
labrus_bergylta ENSLBEG00000014214
labrus_bergylta ENSLBEG00000005701
labrus_bergylta ENSLBEG00000013167
labrus_bergylta ENSLBEG00000022210
labrus_bergylta ENSLBEG00000000706
hippocampus_comes ENSHCOG00000011318
periophthalmus_magnuspinnatus ENSPMGG00000016544
lepisosteus_oculatus ENSLOCG00000011436
petromyzon_marinus ENSPMAG00000001723
