pan_paniscus ENSPPAG00000027269
pan_troglodytes ENSPTRG00000033694
gorilla_gorilla ENSGGOG00000024671
homo_sapiens ENSG00000215547
pongo_abelii ENSPPYG00000010879
nomascus_leucogenys ENSNLEG00000009563
macaca_mulatta ENSMMUG00000038849
macaca_nemestrina ENSMNEG00000044111
macaca_fascicularis ENSMFAG00000029528
mandrillus_leucophaeus ENSMLEG00000038530
papio_anubis ENSPANG00000035728
theropithecus_gelada ENSTGEG00000008859
cercocebus_atys ENSCATG00000030284
chlorocebus_sabaeus ENSCSAG00000012832
piliocolobus_tephrosceles ENSPTEG00000001717
propithecus_coquereli ENSPCOG00000021414
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025381
mus_musculus ENSMUSG00000074679
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024460
mus_spicilegus ENSMSIG00000001566
mus_pahari MGP_PahariEiJ_G0025903
rattus_norvegicus ENSRNOG00000036900
meriones_unguiculatus ENSMUGG00000000138
cricetulus_griseus_crigri-picr ENSCGRG00015003812
cricetulus_griseus_chok1gshd ENSCGRG00001009584
cricetulus_griseus_crigri ENSCGRG00000014938
mesocricetus_auratus ENSMAUG00000002935
peromyscus_maniculatus_bairdii ENSPEMG00000023198
microtus_ochrogaster ENSMOCG00000022047
castor_canadensis ENSCCNG00000018967
marmota_marmota_marmota ENSMMMG00000023826
urocitellus_parryii ENSUPAG00010018883
spermophilus_dauricus ENSSDAG00000009673
ochotona_princeps ENSOPRG00000018511
carlito_syrichta ENSTSYG00000027697
equus_caballus ENSECAG00000031740
neovison_vison ENSNVIG00000019328
bos_mutus ENSBMUG00000015394
bos_taurus ENSBTAG00000049491
bison_bison_bison ENSBBBG00000009899
vicugna_pacos ENSVPAG00000007006
sus_scrofa ENSSSCG00000007216
