drosophila_melanogaster FBgn0052022
caenorhabditis_elegans_strain_n2 WBGene00021736
choloepus_hoffmanni ENSCHOG00000011297
tursiops_truncatus ENSTTRG00000015373
monodelphis_domestica ENSMODG00000020971
junco_hyemalis ENSJHYG00000001335
cyanistes_caeruleus ENSCCEG00000018456
melopsittacus_undulatus ENSMUNG00000008813
salvator_merianae ENSSMRG00000022982
notechis_scutatus ENSNSUG00000017860
xenopus_tropicalis ENSXETG00000023739
pygocentrus_nattereri ENSPNAG00000023497
astyanax_mexicanus ENSAMXG00000012196
ictalurus_punctatus ENSIPUG00000008677
danio_rerio ENSDARG00000074271
labrus_bergylta ENSLBEG00000012607
tetraodon_nigroviridis ENSTNIG00000004969
mastacembelus_armatus ENSMAMG00000013492
poecilia_formosa ENSPFOG00000008133
poecilia_latipinna ENSPLAG00000009513
poecilia_mexicana ENSPMEG00000006418
poecilia_reticulata ENSPREG00000016282
xiphophorus_maculatus ENSXMAG00000024681
gambusia_affinis ENSGAFG00000001940
fundulus_heteroclitus ENSFHEG00000015223
cyprinodon_variegatus ENSCVAG00000015028
oryzias_latipes ENSORLG00020011788
oryzias_latipes_asm223469v1 ENSORLG00015020161
oryzias_latipes ENSORLG00000012945
oryzias_melastigma ENSOMEG00000018319
stegastes_partitus ENSSPAG00000016386
amphilophus_citrinellus ENSACIG00000012099
maylandia_zebra ENSMZEG00005012689
cynoglossus_semilaevis ENSCSEG00000002084
scleropages_formosus ENSSFOG00015009758
paramormyrops_kingsleyae ENSPKIG00000006725
scleropages_formosus ENSSFOG00015021000
esox_lucius ENSELUG00000005485
petromyzon_marinus ENSPMAG00000007472
eptatretus_burgeri ENSEBUG00000001153
ciona_intestinalis ENSCING00000018447
