gallus_gallus ENSGALG00000054531
coturnix_japonica ENSCJPG00005019130
numida_meleagris ENSNMEG00000004409
anser_brachyrhynchus ENSABRG00000012291
dromaius_novaehollandiae ENSDNVG00000018154
pelodiscus_sinensis ENSPSIG00000014290
pogona_vitticeps ENSPVIG00000016644
anolis_carolinensis ENSACAG00000026083
xenopus_tropicalis ENSXETG00000005336
latimeria_chalumnae ENSLACG00000011180
mastacembelus_armatus ENSMAMG00000022247
monopterus_albus ENSMALG00000007696
esox_lucius ENSELUG00000017763
pygocentrus_nattereri ENSPNAG00000013757
astyanax_mexicanus ENSAMXG00000036157
ictalurus_punctatus ENSIPUG00000024188
scleropages_formosus ENSSFOG00015023409
paramormyrops_kingsleyae ENSPKIG00000021098
lepisosteus_oculatus ENSLOCG00000011991
