salvator_merianae ENSSMRG00000013564
pogona_vitticeps ENSPVIG00000012558
sphenodon_punctatus ENSSPUG00000006999
chelonoidis_abingdonii ENSCABG00000001837
gopherus_agassizii ENSGAGG00000024583
chrysemys_picta_bellii ENSCPBG00000017496
apteryx_owenii ENSAOWG00000013502
notamacropus_eugenii ENSMEUG00000016485
phascolarctos_cinereus ENSPCIG00000036887
sarcophilus_harrisii ENSSHAG00000003962
monodelphis_domestica ENSMODG00000015065
procavia_capensis ENSPCAG00000005935
loxodonta_africana ENSLAFG00000003804
echinops_telfairi ENSETEG00000010635
equus_caballus ENSECAG00000004534
equus_asinus_asinus ENSEASG00005008548
pteropus_vampyrus ENSPVAG00000001078
vicugna_pacos ENSVPAG00000005079
sus_scrofa ENSSSCG00000016579
bos_mutus ENSBMUG00000023016
bos_taurus ENSBTAG00000011002
ovis_aries ENSOARG00000003244
capra_hircus ENSCHIG00000001208
tursiops_truncatus ENSTTRG00000014607
ursus_americanus ENSUAMG00000022367
ursus_maritimus ENSUMAG00000006415
neovison_vison ENSNVIG00000023245
mustela_putorius_furo ENSMPUG00000006305
canis_lupus_familiaris ENSCAFG00000023734
canis_lupus_dingo ENSCAFG00020021687
vulpes_vulpes ENSVVUG00000010413
pan_paniscus ENSPPAG00000038709
pan_troglodytes ENSPTRG00000019670
gorilla_gorilla ENSGGOG00000005828
homo_sapiens ENSG00000128596
pongo_abelii ENSPPYG00000017984
nomascus_leucogenys ENSNLEG00000012424
theropithecus_gelada ENSTGEG00000021285
mandrillus_leucophaeus ENSMLEG00000028513
cercocebus_atys ENSCATG00000044881
macaca_fascicularis ENSMFAG00000001602
rhinopithecus_roxellana ENSRROG00000039714
rhinopithecus_bieti ENSRBIG00000044440
colobus_angolensis_palliatus ENSCANG00000039868
macaca_nemestrina ENSMNEG00000032492
macaca_mulatta ENSMMUG00000009625
papio_anubis ENSPANG00000018192
piliocolobus_tephrosceles ENSPTEG00000030183
cebus_capucinus ENSCCAG00000034758
callithrix_jacchus ENSCJAG00000017866
saimiri_boliviensis_boliviensis ENSSBOG00000028704
aotus_nancymaae ENSANAG00000022224
carlito_syrichta ENSTSYG00000004111
prolemur_simus ENSPSMG00000012065
propithecus_coquereli ENSPCOG00000019053
microcebus_murinus ENSMICG00000000123
otolemur_garnettii ENSOGAG00000009819
castor_canadensis ENSCCNG00000030216
dipodomys_ordii ENSDORG00000011103
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029170
mus_musculus ENSMUSG00000029769
mus_spicilegus ENSMSIG00000024178
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028170
mus_pahari MGP_PahariEiJ_G0021928
rattus_norvegicus ENSRNOG00000007100
meriones_unguiculatus ENSMUGG00000024568
cricetulus_griseus_chok1gshd ENSCGRG00001020446
cricetulus_griseus_crigri-picr ENSCGRG00015025894
cricetulus_griseus_crigri ENSCGRG00000004907
mesocricetus_auratus ENSMAUG00000018087
microtus_ochrogaster ENSMOCG00000007022
peromyscus_maniculatus_bairdii ENSPEMG00000020774
nannospalax_galili ENSNGAG00000000731
urocitellus_parryii ENSUPAG00010002072
spermophilus_dauricus ENSSDAG00000002306
marmota_marmota_marmota ENSMMMG00000015944
ictidomys_tridecemlineatus ENSSTOG00000014335
chinchilla_lanigera ENSCLAG00000006490
octodon_degus ENSODEG00000013040
cavia_aperea ENSCAPG00000012131
cavia_porcellus ENSCPOG00000007170
heterocephalus_glaber_female ENSHGLG00000010818
heterocephalus_glaber_male ENSHGLG00100015022
fukomys_damarensis ENSFDAG00000010196
jaculus_jaculus ENSJJAG00000023327
panthera_pardus ENSPPRG00000002789
panthera_tigris_altaica ENSPTIG00000002833
felis_catus ENSFCAG00000000953
bison_bison_bison ENSBBBG00000002958
oryctolagus_cuniculus ENSOCUG00000008182
dipodomys_ordii ENSDORG00000028901
tupaia_belangeri ENSTBEG00000016194
sorex_araneus ENSSARG00000000902
chlorocebus_sabaeus ENSCSAG00000010021
ailuropoda_melanoleuca ENSAMEG00000004945
dasypus_novemcinctus ENSDNOG00000011397
erinaceus_europaeus ENSEEUG00000004001
felis_catus ENSFCAG00000043434
myotis_lucifugus ENSMLUG00000001322
ochotona_princeps ENSOPRG00000015246
ornithorhynchus_anatinus ENSOANG00000011442
xenopus_tropicalis ENSXETG00000014950
latimeria_chalumnae ENSLACG00000006245
periophthalmus_magnuspinnatus ENSPMGG00000005773
