poecilia_mexicana ENSPMEG00000005100
poecilia_latipinna ENSPLAG00000003199
gambusia_affinis ENSGAFG00000014559
fundulus_heteroclitus ENSFHEG00000010124
kryptolebias_marmoratus ENSKMAG00000000158
astatotilapia_calliptera ENSACLG00000009585
pundamilia_nyererei ENSPNYG00000020055
haplochromis_burtoni ENSHBUG00000015130
maylandia_zebra ENSMZEG00005014794
mola_mola ENSMMOG00000007274
acanthochromis_polyacanthus ENSAPOG00000009501
stegastes_partitus ENSSPAG00000000144
monopterus_albus ENSMALG00000002577
esox_lucius ENSELUG00000000802
astyanax_mexicanus ENSAMXG00000042231
