latimeria_chalumnae ENSLACG00000005256
lepisosteus_oculatus ENSLOCG00000000367
notamacropus_eugenii ENSMEUG00000006644
phascolarctos_cinereus ENSPCIG00000023238
sarcophilus_harrisii ENSSHAG00000011243
monodelphis_domestica ENSMODG00000018342
propithecus_coquereli ENSPCOG00000018420
prolemur_simus ENSPSMG00000014167
microcebus_murinus ENSMICG00000031541
oryctolagus_cuniculus ENSOCUG00000008211
ochotona_princeps ENSOPRG00000015445
pteropus_vampyrus ENSPVAG00000013229
myotis_lucifugus ENSMLUG00000005299
ursus_maritimus ENSUMAG00000014672
ursus_americanus ENSUAMG00000020911
ailuropoda_melanoleuca ENSAMEG00000004889
mustela_putorius_furo ENSMPUG00000009392
neovison_vison ENSNVIG00000004847
canis_lupus_dingo ENSCAFG00020014755
canis_lupus_familiaris ENSCAFG00000015618
vulpes_vulpes ENSVVUG00000018180
panthera_pardus ENSPPRG00000001529
panthera_tigris_altaica ENSPTIG00000014825
felis_catus ENSFCAG00000000149
equus_asinus_asinus ENSEASG00005017122
equus_caballus ENSECAG00000005303
sorex_araneus ENSSARG00000007512
choloepus_hoffmanni ENSCHOG00000013519
dasypus_novemcinctus ENSDNOG00000006730
echinops_telfairi ENSETEG00000008676
procavia_capensis ENSPCAG00000013812
loxodonta_africana ENSLAFG00000005047
pan_troglodytes ENSPTRG00000004536
pan_paniscus ENSPPAG00000029549
gorilla_gorilla ENSGGOG00000002594
homo_sapiens ENSG00000078246
pongo_abelii ENSPPYG00000004155
nomascus_leucogenys ENSNLEG00000002921
cercocebus_atys ENSCATG00000039245
theropithecus_gelada ENSTGEG00000012386
papio_anubis ENSPANG00000020397
mandrillus_leucophaeus ENSMLEG00000042503
macaca_fascicularis ENSMFAG00000040272
macaca_mulatta ENSMMUG00000004172
macaca_nemestrina ENSMNEG00000036635
chlorocebus_sabaeus ENSCSAG00000011251
rhinopithecus_roxellana ENSRROG00000028732
rhinopithecus_bieti ENSRBIG00000021272
colobus_angolensis_palliatus ENSCANG00000028868
piliocolobus_tephrosceles ENSPTEG00000038707
callithrix_jacchus ENSCJAG00000018796
saimiri_boliviensis_boliviensis ENSSBOG00000027404
cebus_capucinus ENSCCAG00000020931
aotus_nancymaae ENSANAG00000027783
otolemur_garnettii ENSOGAG00000009320
urocitellus_parryii ENSUPAG00010012662
ictidomys_tridecemlineatus ENSSTOG00000010613
marmota_marmota_marmota ENSMMMG00000018668
spermophilus_dauricus ENSSDAG00000004063
heterocephalus_glaber_male ENSHGLG00100006528
heterocephalus_glaber_female ENSHGLG00000003272
fukomys_damarensis ENSFDAG00000009895
cavia_aperea ENSCAPG00000000331
cavia_porcellus ENSCPOG00000004928
chinchilla_lanigera ENSCLAG00000017345
octodon_degus ENSODEG00000000288
castor_canadensis ENSCCNG00000028108
dipodomys_ordii ENSDORG00000025168
mus_spicilegus ENSMSIG00000024523
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029947
mus_musculus ENSMUSG00000001521
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028903
mus_pahari MGP_PahariEiJ_G0022667
rattus_norvegicus ENSRNOG00000005767
meriones_unguiculatus ENSMUGG00000013231
cricetulus_griseus_crigri ENSCGRG00000018186
cricetulus_griseus_crigri-picr ENSCGRG00015004960
cricetulus_griseus_chok1gshd ENSCGRG00001014654
mesocricetus_auratus ENSMAUG00000002519
peromyscus_maniculatus_bairdii ENSPEMG00000018388
microtus_ochrogaster ENSMOCG00000005977
nannospalax_galili ENSNGAG00000022420
jaculus_jaculus ENSJJAG00000010696
ovis_aries ENSOARG00000010895
capra_hircus ENSCHIG00000026663
bos_taurus ENSBTAG00000015879
bos_mutus ENSBMUG00000018156
bison_bison_bison ENSBBBG00000012026
tursiops_truncatus ENSTTRG00000005462
sus_scrofa ENSSSCG00000000737
erinaceus_europaeus ENSEEUG00000003319
ornithorhynchus_anatinus ENSOANG00000001390
pogona_vitticeps ENSPVIG00000008535
anolis_carolinensis ENSACAG00000015357
salvator_merianae ENSSMRG00000023391
lonchura_striata_domestica ENSLSDG00000012555
taeniopygia_guttata ENSTGUG00000013157
serinus_canaria ENSSCAG00000015232
zonotrichia_albicollis ENSZALG00000009983
junco_hyemalis ENSJHYG00000011903
ficedula_albicollis ENSFALG00000004813
parus_major ENSPMJG00000003673
cyanistes_caeruleus ENSCCEG00000011226
lepidothrix_coronata ENSLCOG00000004630
calidris_pygmaea ENSCPGG00000004682
melopsittacus_undulatus ENSMUNG00000014389
anas_platyrhynchos_platyrhynchos ENSAPLG00000010842
anser_brachyrhynchus ENSABRG00000012854
gallus_gallus ENSGALG00000013424
meleagris_gallopavo ENSMGAG00000013922
coturnix_japonica ENSCJPG00005016619
taeniopygia_guttata ENSTGUG00000015589
calidris_pugnax ENSCPUG00000007325
meleagris_gallopavo ENSMGAG00000013921
apteryx_owenii ENSAOWG00000014654
apteryx_haastii ENSAHAG00000017503
apteryx_rowi ENSARWG00000002030
dromaius_novaehollandiae ENSDNVG00000011546
nothoprocta_perdicaria ENSNPEG00000008964
crocodylus_porosus ENSCPRG00005013197
sphenodon_punctatus ENSSPUG00000017382
gopherus_agassizii ENSGAGG00000000861
chelonoidis_abingdonii ENSCABG00000010285
chrysemys_picta_bellii ENSCPBG00000009789
pelodiscus_sinensis ENSPSIG00000016576
pelodiscus_sinensis ENSPSIG00000015259
calidris_pugnax ENSCPUG00000007324
lepisosteus_oculatus ENSLOCG00000016553
tetraodon_nigroviridis ENSTNIG00000011395
tetraodon_nigroviridis ENSTNIG00000002223
takifugu_rubripes ENSTRUG00000015873
labrus_bergylta ENSLBEG00000025887
periophthalmus_magnuspinnatus ENSPMGG00000002150
scophthalmus_maximus ENSSMAG00000004338
cynoglossus_semilaevis ENSCSEG00000007649
fundulus_heteroclitus ENSFHEG00000021764
cyprinodon_variegatus ENSCVAG00000016726
xiphophorus_couchianus ENSXCOG00000013836
xiphophorus_maculatus ENSXMAG00000017658
gambusia_affinis ENSGAFG00000016868
poecilia_formosa ENSPFOG00000016911
poecilia_mexicana ENSPMEG00000004930
poecilia_latipinna ENSPLAG00000011999
poecilia_reticulata ENSPREG00000022359
kryptolebias_marmoratus ENSKMAG00000011684
oryzias_latipes ENSORLG00000016129
oryzias_latipes_asm223469v1 ENSORLG00015009113
oryzias_latipes ENSORLG00020010334
oryzias_melastigma ENSOMEG00000004185
amphiprion_ocellaris ENSAOCG00000012468
amphiprion_percula ENSAPEG00000020752
acanthochromis_polyacanthus ENSAPOG00000005155
stegastes_partitus ENSSPAG00000008407
maylandia_zebra ENSMZEG00005002477
maylandia_zebra ENSMZEG00005002320
haplochromis_burtoni ENSHBUG00000011480
pundamilia_nyererei ENSPNYG00000018015
astatotilapia_calliptera ENSACLG00000018961
neolamprologus_brichardi ENSNBRG00000010353
oreochromis_niloticus ENSONIG00000000084
amphilophus_citrinellus ENSACIG00000003058
mola_mola ENSMMOG00000000888
gasterosteus_aculeatus ENSGACG00000019934
monopterus_albus ENSMALG00000013696
anabas_testudineus ENSATEG00000021058
seriola_dumerili ENSSDUG00000018775
seriola_lalandi_dorsalis ENSSLDG00000018502
hippocampus_comes ENSHCOG00000017974
esox_lucius ENSELUG00000002115
gadus_morhua ENSGMOG00000012976
pygocentrus_nattereri ENSPNAG00000025994
astyanax_mexicanus ENSAMXG00000012132
ictalurus_punctatus ENSIPUG00000015848
danio_rerio ENSDARG00000063672
paramormyrops_kingsleyae ENSPKIG00000003572
scleropages_formosus ENSSFOG00015022991
