mola_mola ENSMMOG00000014370
oryzias_latipes_asm223469v1 ENSORLG00015015831
cynoglossus_semilaevis ENSCSEG00000000907
gambusia_affinis ENSGAFG00000017463
poecilia_reticulata ENSPREG00000016093
fundulus_heteroclitus ENSFHEG00000017513
kryptolebias_marmoratus ENSKMAG00000002406
acanthochromis_polyacanthus ENSAPOG00000020832
amphiprion_percula ENSAPEG00000013314
maylandia_zebra ENSMZEG00005019687
astatotilapia_calliptera ENSACLG00000004637
haplochromis_burtoni ENSHBUG00000010798
pundamilia_nyererei ENSPNYG00000006910
neolamprologus_brichardi ENSNBRG00000020894
amphilophus_citrinellus ENSACIG00000003089
scophthalmus_maximus ENSSMAG00000001291
seriola_lalandi_dorsalis ENSSLDG00000022835
labrus_bergylta ENSLBEG00000015924
