apteryx_owenii ENSAOWG00000005839
apteryx_haastii ENSAHAG00000003538
apteryx_rowi ENSARWG00000006512
dromaius_novaehollandiae ENSDNVG00000007025
nothoprocta_perdicaria ENSNPEG00000000658
anser_brachyrhynchus ENSABRG00000016499
anas_platyrhynchos_platyrhynchos ENSAPLG00000003617
coturnix_japonica ENSCJPG00005000715
gallus_gallus ENSGALG00000009528
meleagris_gallopavo ENSMGAG00000002167
numida_meleagris ENSNMEG00000021762
calidris_pygmaea ENSCPGG00000006622
calidris_pugnax ENSCPUG00000006709
lepidothrix_coronata ENSLCOG00000004718
manacus_vitellinus ENSMVIG00005014159
taeniopygia_guttata ENSTGUG00000005843
lonchura_striata_domestica ENSLSDG00000012898
serinus_canaria ENSSCAG00000010536
zonotrichia_albicollis ENSZALG00000007868
junco_hyemalis ENSJHYG00000011986
ficedula_albicollis ENSFALG00000011185
parus_major ENSPMJG00000011020
cyanistes_caeruleus ENSCCEG00000013200
melopsittacus_undulatus ENSMUNG00000015095
crocodylus_porosus ENSCPRG00005010548
gopherus_agassizii ENSGAGG00000009389
chelonoidis_abingdonii ENSCABG00000010542
chrysemys_picta_bellii ENSCPBG00000018639
pelodiscus_sinensis ENSPSIG00000005332
anolis_carolinensis ENSACAG00000005160
anolis_carolinensis ENSACAG00000000684
pogona_vitticeps ENSPVIG00000018863
notechis_scutatus ENSNSUG00000012879
salvator_merianae ENSSMRG00000002641
sphenodon_punctatus ENSSPUG00000003804
phascolarctos_cinereus ENSPCIG00000019396
notamacropus_eugenii ENSMEUG00000010345
sarcophilus_harrisii ENSSHAG00000004682
monodelphis_domestica ENSMODG00000002258
ursus_americanus ENSUAMG00000003652
ursus_maritimus ENSUMAG00000019818
ailuropoda_melanoleuca ENSAMEG00000005536
mustela_putorius_furo ENSMPUG00000001905
canis_lupus_dingo ENSCAFG00020005427
canis_lupus_familiaris ENSCAFG00000008810
vulpes_vulpes ENSVVUG00000022358
panthera_pardus ENSPPRG00000010312
panthera_tigris_altaica ENSPTIG00000010598
felis_catus ENSFCAG00000038577
vicugna_pacos ENSVPAG00000006050
sus_scrofa ENSSSCG00000020868
bos_taurus ENSBTAG00000035265
bos_mutus ENSBMUG00000016154
bison_bison_bison ENSBBBG00000024688
capra_hircus ENSCHIG00000025377
ovis_aries ENSOARG00000015962
tursiops_truncatus ENSTTRG00000012873
erinaceus_europaeus ENSEEUG00000015066
sorex_araneus ENSSARG00000011372
equus_caballus ENSECAG00000014003
equus_asinus_asinus ENSEASG00005022147
myotis_lucifugus ENSMLUG00000014023
pteropus_vampyrus ENSPVAG00000013703
prolemur_simus ENSPSMG00000004432
prolemur_simus ENSPSMG00000021520
otolemur_garnettii ENSOGAG00000013815
pan_troglodytes ENSPTRG00000047471
pan_paniscus ENSPPAG00000030031
homo_sapiens ENSG00000170088
