pogona_vitticeps ENSPVIG00000018714
anolis_carolinensis ENSACAG00000005003
notechis_scutatus ENSNSUG00000014271
salvator_merianae ENSSMRG00000011382
sphenodon_punctatus ENSSPUG00000004007
apteryx_haastii ENSAHAG00000004209
apteryx_rowi ENSARWG00000004325
apteryx_owenii ENSAOWG00000012080
dromaius_novaehollandiae ENSDNVG00000015870
nothoprocta_perdicaria ENSNPEG00000014717
calidris_pugnax ENSCPUG00000019969
calidris_pygmaea ENSCPGG00000008172
melopsittacus_undulatus ENSMUNG00000012990
lepidothrix_coronata ENSLCOG00000001040
manacus_vitellinus ENSMVIG00005014606
taeniopygia_guttata ENSTGUG00000017340
cyanistes_caeruleus ENSCCEG00000021784
serinus_canaria ENSSCAG00000002086
lonchura_striata ENSLSDG00000009629
parus_major ENSPMJG00000010617
junco_hyemalis ENSJHYG00000010774
zonotrichia_albicollis ENSZALG00000006106
ficedula_albicollis ENSFALG00000007991
gallus_gallus ENSGALG00000026263
coturnix_japonica ENSCJPG00005021428
meleagris_gallopavo ENSMGAG00000003381
numida_meleagris ENSNMEG00000001612
anas_platyrhynchos ENSAPLG00000030593
anser_brachyrhynchus ENSABRG00000022709
gopherus_agassizii ENSGAGG00000010244
chrysemys_picta ENSCPBG00000015767
chelonoidis_abingdonii ENSCABG00000019051
pelodiscus_sinensis ENSPSIG00000007429
crocodylus_porosus ENSCPRG00005013867
loxodonta_africana ENSLAFG00000000351
dasypus_novemcinctus ENSDNOG00000004023
heterocephalus_glaber ENSHGLG00000003720
heterocephalus_glaber ENSHGLG00100009594
fukomys_damarensis ENSFDAG00000019777
octodon_degus ENSODEG00000002140
cavia_aperea ENSCAPG00000013409
cavia_porcellus ENSCPOG00000038717
chinchilla_lanigera ENSCLAG00000010532
urocitellus_parryii ENSUPAG00010005428
ictidomys_tridecemlineatus ENSSTOG00000002957
spermophilus_dauricus ENSSDAG00000015380
marmota_marmota ENSMMMG00000015279
castor_canadensis ENSCCNG00000011127
dipodomys_ordii ENSDORG00000001314
mus_musculus ENSMUSG00000042671
mus_spicilegus ENSMSIG00000012869
mus_spretus MGP_SPRETEiJ_G0015518
mus_caroli MGP_CAROLIEiJ_G0014711
mus_pahari MGP_PahariEiJ_G0027947
rattus_norvegicus ENSRNOG00000002369
