calidris_pygmaea ENSCPGG00000005088
calidris_pugnax ENSCPUG00000018410
melopsittacus_undulatus ENSMUNG00000002886
junco_hyemalis ENSJHYG00000009620
zonotrichia_albicollis ENSZALG00000011798
serinus_canaria ENSSCAG00000005208
taeniopygia_guttata ENSTGUG00000007340
lonchura_striata ENSLSDG00000017115
ficedula_albicollis ENSFALG00000011487
parus_major ENSPMJG00000019190
cyanistes_caeruleus ENSCCEG00000011638
lepidothrix_coronata ENSLCOG00000015135
manacus_vitellinus ENSMVIG00005014594
anser_brachyrhynchus ENSABRG00000019516
anas_platyrhynchos ENSAPLG00000004210
meleagris_gallopavo ENSMGAG00000007254
coturnix_japonica ENSCJPG00005020074
numida_meleagris ENSNMEG00000022953
apteryx_owenii ENSAOWG00000004134
apteryx_haastii ENSAHAG00000000949
apteryx_rowi ENSARWG00000012726
dromaius_novaehollandiae ENSDNVG00000004118
nothoprocta_perdicaria ENSNPEG00000015206
gallus_gallus ENSGALG00000005682
crocodylus_porosus ENSCPRG00005014904
gopherus_agassizii ENSGAGG00000023678
chelonoidis_abingdonii ENSCABG00000016039
chrysemys_picta ENSCPBG00000011438
pelodiscus_sinensis ENSPSIG00000006702
notechis_scutatus ENSNSUG00000019469
notechis_scutatus ENSNSUG00000019471
anolis_carolinensis ENSACAG00000015727
pogona_vitticeps ENSPVIG00000024866
salvator_merianae ENSSMRG00000022363
loxodonta_africana ENSLAFG00000016633
procavia_capensis ENSPCAG00000002417
echinops_telfairi ENSETEG00000013282
choloepus_hoffmanni ENSCHOG00000009001
dasypus_novemcinctus ENSDNOG00000017889
chinchilla_lanigera ENSCLAG00000008984
fukomys_damarensis ENSFDAG00000019218
cavia_porcellus ENSCPOG00000008384
castor_canadensis ENSCCNG00000018179
cricetulus_griseus ENSCGRG00015018481
cricetulus_griseus ENSCGRG00015018493
cricetulus_griseus ENSCGRG00000007966
cricetulus_griseus ENSCGRG00001022792
mesocricetus_auratus ENSMAUG00000004328
peromyscus_maniculatus ENSPEMG00000028484
peromyscus_maniculatus ENSPEMG00000028037
microtus_ochrogaster ENSMOCG00000018887
mus_spicilegus ENSMSIG00000020360
rattus_norvegicus ENSRNOG00000000169
meriones_unguiculatus ENSMUGG00000006690
nannospalax_galili ENSNGAG00000018215
urocitellus_parryii ENSUPAG00010009731
