capra_hircus ENSCHIG00000018997
ovis_aries ENSOARG00000007256
bos_taurus ENSBTAG00000040190
bos_mutus ENSBMUG00000014357
tursiops_truncatus ENSTTRG00000010302
equus_caballus ENSECAG00000017900
equus_asinus_asinus ENSEASG00005019903
pteropus_vampyrus ENSPVAG00000017137
ailuropoda_melanoleuca ENSAMEG00000017942
neovison_vison ENSNVIG00000019387
canis_lupus_dingo ENSCAFG00020014176
canis_lupus_familiaris ENSCAFG00000014400
panthera_pardus ENSPPRG00000003383
panthera_tigris_altaica ENSPTIG00000014800
felis_catus ENSFCAG00000000511
castor_canadensis ENSCCNG00000017086
dipodomys_ordii ENSDORG00000007518
mus_spicilegus ENSMSIG00000029920
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023524
mus_musculus ENSMUSG00000047810
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022613
mus_pahari MGP_PahariEiJ_G0014107
rattus_norvegicus ENSRNOG00000024931
meriones_unguiculatus ENSMUGG00000003981
cricetulus_griseus_crigri-picr ENSCGRG00015011227
cricetulus_griseus_chok1gshd ENSCGRG00001013694
cricetulus_griseus_crigri ENSCGRG00000004261
mesocricetus_auratus ENSMAUG00000014942
microtus_ochrogaster ENSMOCG00000004168
peromyscus_maniculatus_bairdii ENSPEMG00000003930
nannospalax_galili ENSNGAG00000019008
chinchilla_lanigera ENSCLAG00000016866
octodon_degus ENSODEG00000015064
cavia_porcellus ENSCPOG00000026141
cavia_aperea ENSCAPG00000006243
heterocephalus_glaber_male ENSHGLG00100013266
fukomys_damarensis ENSFDAG00000007780
urocitellus_parryii ENSUPAG00010007512
ictidomys_tridecemlineatus ENSSTOG00000020080
marmota_marmota_marmota ENSMMMG00000008011
ochotona_princeps ENSOPRG00000002380
vulpes_vulpes ENSVVUG00000029757
ursus_americanus ENSUAMG00000023342
sus_scrofa ENSSSCG00000013042
macaca_fascicularis ENSMFAG00000030420
piliocolobus_tephrosceles ENSPTEG00000020275
heterocephalus_glaber_female ENSHGLG00000012864
jaculus_jaculus ENSJJAG00000010525
prolemur_simus ENSPSMG00000003977
propithecus_coquereli ENSPCOG00000016059
microcebus_murinus ENSMICG00000016989
otolemur_garnettii ENSOGAG00000031887
gorilla_gorilla ENSGGOG00000043720
gorilla_gorilla ENSGGOG00000004129
pan_troglodytes ENSPTRG00000043664
pan_troglodytes ENSPTRG00000003836
pan_paniscus ENSPPAG00000032401
homo_sapiens ENSG00000168071
pongo_abelii ENSPPYG00000003105
nomascus_leucogenys ENSNLEG00000005014
macaca_mulatta ENSMMUG00000007603
macaca_fascicularis ENSMFAG00000035618
macaca_nemestrina ENSMNEG00000033453
theropithecus_gelada ENSTGEG00000012085
papio_anubis ENSPANG00000016980
cercocebus_atys ENSCATG00000030984
mandrillus_leucophaeus ENSMLEG00000037123
chlorocebus_sabaeus ENSCSAG00000007206
rhinopithecus_roxellana ENSRROG00000045197
rhinopithecus_bieti ENSRBIG00000041460
colobus_angolensis_palliatus ENSCANG00000042853
cebus_capucinus ENSCCAG00000020244
saimiri_boliviensis_boliviensis ENSSBOG00000028518
callithrix_jacchus ENSCJAG00000017980
aotus_nancymaae ENSANAG00000029201
tupaia_belangeri ENSTBEG00000013750
dasypus_novemcinctus ENSDNOG00000032856
loxodonta_africana ENSLAFG00000030165
procavia_capensis ENSPCAG00000010852
echinops_telfairi ENSETEG00000003774
bison_bison_bison ENSBBBG00000020345
monodelphis_domestica ENSMODG00000021147
phascolarctos_cinereus ENSPCIG00000008021
sarcophilus_harrisii ENSSHAG00000002138
erinaceus_europaeus ENSEEUG00000003340
ornithorhynchus_anatinus ENSOANG00000004298
