anabas_testudineus ENSATEG00000008995
mastacembelus_armatus ENSMAMG00000010741
seriola_lalandi_dorsalis ENSSLDG00000015336
seriola_dumerili ENSSDUG00000007481
scophthalmus_maximus ENSSMAG00000016217
gasterosteus_aculeatus ENSGACG00000002609
labrus_bergylta ENSLBEG00000028083
amphiprion_ocellaris ENSAOCG00000017204
amphiprion_percula ENSAPEG00000004045
stegastes_partitus ENSSPAG00000015644
acanthochromis_polyacanthus ENSAPOG00000015460
pundamilia_nyererei ENSPNYG00000012136
poecilia_formosa ENSPFOG00000012275
poecilia_latipinna ENSPLAG00000011093
poecilia_mexicana ENSPMEG00000010004
poecilia_reticulata ENSPREG00000000941
gambusia_affinis ENSGAFG00000010642
xiphophorus_maculatus ENSXMAG00000006425
fundulus_heteroclitus ENSFHEG00000010862
cyprinodon_variegatus ENSCVAG00000022738
kryptolebias_marmoratus ENSKMAG00000001350
oryzias_latipes ENSORLG00020004945
oryzias_latipes ENSORLG00000015037
oryzias_latipes_asm223469v1 ENSORLG00015006313
oryzias_melastigma ENSOMEG00000021921
amphilophus_citrinellus ENSACIG00000005054
takifugu_rubripes ENSTRUG00000012966
tetraodon_nigroviridis ENSTNIG00000015713
maylandia_zebra ENSMZEG00005014450
astatotilapia_calliptera ENSACLG00000002744
haplochromis_burtoni ENSHBUG00000022595
neolamprologus_brichardi ENSNBRG00000018847
oreochromis_niloticus ENSONIG00000007161
mola_mola ENSMMOG00000019347
monopterus_albus ENSMALG00000003480
cynoglossus_semilaevis ENSCSEG00000016344
hippocampus_comes ENSHCOG00000006925
periophthalmus_magnuspinnatus ENSPMGG00000012267
gadus_morhua ENSGMOG00000012636
esox_lucius ENSELUG00000013663
astyanax_mexicanus ENSAMXG00000018759
pygocentrus_nattereri ENSPNAG00000020494
ictalurus_punctatus ENSIPUG00000008201
danio_rerio ENSDARG00000054867
scleropages_formosus ENSSFOG00015007778
paramormyrops_kingsleyae ENSPKIG00000009544
lepisosteus_oculatus ENSLOCG00000008833
xiphophorus_couchianus ENSXCOG00000015106
xenopus_tropicalis ENSXETG00000015247
chelonoidis_abingdonii ENSCABG00000010195
gopherus_agassizii ENSGAGG00000015290
gopherus_agassizii ENSGAGG00000018424
chrysemys_picta_bellii ENSCPBG00000020496
pelodiscus_sinensis ENSPSIG00000012329
anas_platyrhynchos_platyrhynchos ENSAPLG00000012247
anser_brachyrhynchus ENSABRG00000019123
meleagris_gallopavo ENSMGAG00000006218
coturnix_japonica ENSCJPG00005013772
gallus_gallus ENSGALG00000043307
numida_meleagris ENSNMEG00000018464
taeniopygia_guttata ENSTGUG00000010853
taeniopygia_guttata ENSTGUG00000014228
lonchura_striata_domestica ENSLSDG00000007962
serinus_canaria ENSSCAG00000003848
ficedula_albicollis ENSFALG00000004394
junco_hyemalis ENSJHYG00000006870
zonotrichia_albicollis ENSZALG00000014600
parus_major ENSPMJG00000008300
cyanistes_caeruleus ENSCCEG00000014090
lepidothrix_coronata ENSLCOG00000004035
manacus_vitellinus ENSMVIG00005017726
calidris_pugnax ENSCPUG00000012375
calidris_pygmaea ENSCPGG00000014050
melopsittacus_undulatus ENSMUNG00000015345
apteryx_haastii ENSAHAG00000003751
apteryx_owenii ENSAOWG00000007370
apteryx_rowi ENSARWG00000005093
dromaius_novaehollandiae ENSDNVG00000000017
nothoprocta_perdicaria ENSNPEG00000006610
crocodylus_porosus ENSCPRG00005011841
pogona_vitticeps ENSPVIG00000001421
anolis_carolinensis ENSACAG00000000713
notechis_scutatus ENSNSUG00000014001
salvator_merianae ENSSMRG00000019860
sphenodon_punctatus ENSSPUG00000014757
phascolarctos_cinereus ENSPCIG00000002998
notamacropus_eugenii ENSMEUG00000013156
sarcophilus_harrisii ENSSHAG00000014635
monodelphis_domestica ENSMODG00000011566
pteropus_vampyrus ENSPVAG00000017166
myotis_lucifugus ENSMLUG00000015686
erinaceus_europaeus ENSEEUG00000006994
ursus_maritimus ENSUMAG00000019133
ursus_americanus ENSUAMG00000000556
ailuropoda_melanoleuca ENSAMEG00000005290
mustela_putorius_furo ENSMPUG00000012414
neovison_vison ENSNVIG00000000095
canis_lupus_dingo ENSCAFG00020006616
canis_lupus_familiaris ENSCAFG00000009467
vulpes_vulpes ENSVVUG00000027214
panthera_tigris_altaica ENSPTIG00000020329
panthera_pardus ENSPPRG00000014819
felis_catus ENSFCAG00000003341
ovis_aries ENSOARG00000016273
capra_hircus ENSCHIG00000023512
bos_mutus ENSBMUG00000025079
bos_taurus ENSBTAG00000007787
bison_bison_bison ENSBBBG00000023162
vicugna_pacos ENSVPAG00000001035
sus_scrofa ENSSSCG00000016049
tursiops_truncatus ENSTTRG00000000321
propithecus_coquereli ENSPCOG00000024899
propithecus_coquereli ENSPCOG00000027488
propithecus_coquereli ENSPCOG00000026002
microcebus_murinus ENSMICG00000010490
prolemur_simus ENSPSMG00000005462
otolemur_garnettii ENSOGAG00000030686
pan_troglodytes ENSPTRG00000012741
pan_paniscus ENSPPAG00000034445
homo_sapiens ENSG00000198130
gorilla_gorilla ENSGGOG00000004988
pongo_abelii ENSPPYG00000013021
nomascus_leucogenys ENSNLEG00000006646
piliocolobus_tephrosceles ENSPTEG00000022776
colobus_angolensis_palliatus ENSCANG00000029121
rhinopithecus_roxellana ENSRROG00000036643
macaca_fascicularis ENSMFAG00000045282
macaca_nemestrina ENSMNEG00000043121
macaca_mulatta ENSMMUG00000007283
theropithecus_gelada ENSTGEG00000028114
papio_anubis ENSPANG00000005726
mandrillus_leucophaeus ENSMLEG00000029940
cercocebus_atys ENSCATG00000035931
rhinopithecus_bieti ENSRBIG00000005940
chlorocebus_sabaeus ENSCSAG00000012264
macaca_fascicularis ENSMFAG00000034522
macaca_nemestrina ENSMNEG00000028627
macaca_mulatta ENSMMUG00000045758
papio_anubis ENSPANG00000029984
colobus_angolensis_palliatus ENSCANG00000030615
pan_troglodytes ENSPTRG00000050428
pan_paniscus ENSPPAG00000031042
gorilla_gorilla ENSGGOG00000040574
nomascus_leucogenys ENSNLEG00000027652
saimiri_boliviensis_boliviensis ENSSBOG00000022609
cebus_capucinus ENSCCAG00000034853
callithrix_jacchus ENSCJAG00000005679
aotus_nancymaae ENSANAG00000021490
tupaia_belangeri ENSTBEG00000004132
mus_musculus ENSMUSG00000041426
mus_spicilegus ENSMSIG00000004370
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014930
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014122
mus_pahari MGP_PahariEiJ_G0027366
rattus_norvegicus ENSRNOG00000028557
meriones_unguiculatus ENSMUGG00000021612
peromyscus_maniculatus_bairdii ENSPEMG00000016356
microtus_ochrogaster ENSMOCG00000020330
cricetulus_griseus_chok1gshd ENSCGRG00001014474
cricetulus_griseus_crigri ENSCGRG00000014595
cricetulus_griseus_crigri-picr ENSCGRG00015028741
mesocricetus_auratus ENSMAUG00000008623
