monodelphis_domestica ENSMODG00000028965
phascolarctos_cinereus ENSPCIG00000020952
rhinopithecus_roxellana ENSRROG00000028241
colobus_angolensis ENSCANG00000041659
chlorocebus_sabaeus ENSCSAG00000009352
pongo_abelii ENSPPYG00000020596
mola_mola ENSMMOG00000020396
gasterosteus_aculeatus ENSGACG00000014085
scophthalmus_maximus ENSSMAG00000005577
seriola_lalandi ENSSLDG00000009884
labrus_bergylta ENSLBEG00000023451
amphiprion_percula ENSAPEG00000016195
amphiprion_ocellaris ENSAOCG00000007663
acanthochromis_polyacanthus ENSAPOG00000024500
stegastes_partitus ENSSPAG00000010358
haplochromis_burtoni ENSHBUG00000003052
pundamilia_nyererei ENSPNYG00000008955
maylandia_zebra ENSMZEG00005022517
astatotilapia_calliptera ENSACLG00000005119
amphilophus_citrinellus ENSACIG00000005279
poecilia_formosa ENSPFOG00000012326
poecilia_latipinna ENSPLAG00000012895
poecilia_mexicana ENSPMEG00000002477
fundulus_heteroclitus ENSFHEG00000014918
oryzias_melastigma ENSOMEG00000024004
hippocampus_comes ENSHCOG00000006771
periophthalmus_magnuspinnatus ENSPMGG00000006810
danio_rerio ENSDARG00000104199
scleropages_formosus ENSSFOG00015006750
lepisosteus_oculatus ENSLOCG00000001266
latimeria_chalumnae ENSLACG00000013029
eptatretus_burgeri ENSEBUG00000000374
drosophila_melanogaster FBgn0011701
