meleagris_gallopavo ENSMGAG00000006850
manacus_vitellinus ENSMVIG00005006839
xiphophorus_couchianus ENSXCOG00000007154
acanthochromis_polyacanthus ENSAPOG00000006152
tetraodon_nigroviridis ENSTNIG00000003620
seriola_lalandi_dorsalis ENSSLDG00000024183
cynoglossus_semilaevis ENSCSEG00000019203
periophthalmus_magnuspinnatus ENSPMGG00000016029
tetraodon_nigroviridis ENSTNIG00000006811
oryzias_latipes ENSORLG00020007119
oryzias_latipes_asm223469v1 ENSORLG00015004704
oryzias_latipes ENSORLG00000011180
oryzias_melastigma ENSOMEG00000010323
gasterosteus_aculeatus ENSGACG00000006216
gasterosteus_aculeatus ENSGACG00000006210
tetraodon_nigroviridis ENSTNIG00000018073
labrus_bergylta ENSLBEG00000020556
mola_mola ENSMMOG00000002190
hippocampus_comes ENSHCOG00000017627
fundulus_heteroclitus ENSFHEG00000002202
cyprinodon_variegatus ENSCVAG00000013499
poecilia_mexicana ENSPMEG00000000398
poecilia_formosa ENSPFOG00000024821
poecilia_reticulata ENSPREG00000021595
xiphophorus_maculatus ENSXMAG00000002899
xiphophorus_couchianus ENSXCOG00000006425
gambusia_affinis ENSGAFG00000010150
haplochromis_burtoni ENSHBUG00000003817
astatotilapia_calliptera ENSACLG00000026832
pundamilia_nyererei ENSPNYG00000015715
maylandia_zebra ENSMZEG00005004850
oreochromis_niloticus ENSONIG00000008942
neolamprologus_brichardi ENSNBRG00000019848
amphilophus_citrinellus ENSACIG00000010145
kryptolebias_marmoratus ENSKMAG00000009808
acanthochromis_polyacanthus ENSAPOG00000016452
anabas_testudineus ENSATEG00000021590
seriola_dumerili ENSSDUG00000015212
scophthalmus_maximus ENSSMAG00000020119
seriola_lalandi_dorsalis ENSSLDG00000024162
monopterus_albus ENSMALG00000016109
amphiprion_percula ENSAPEG00000013198
amphiprion_ocellaris ENSAOCG00000012728
stegastes_partitus ENSSPAG00000016820
mastacembelus_armatus ENSMAMG00000011221
poecilia_latipinna ENSPLAG00000022361
takifugu_rubripes ENSTRUG00000018374
gadus_morhua ENSGMOG00000006102
esox_lucius ENSELUG00000019322
pygocentrus_nattereri ENSPNAG00000026060
astyanax_mexicanus ENSAMXG00000032689
ictalurus_punctatus ENSIPUG00000008544
danio_rerio ENSDARG00000009677
oryzias_melastigma ENSOMEG00000002629
oryzias_latipes ENSORLG00020015141
hippocampus_comes ENSHCOG00000012704
gasterosteus_aculeatus ENSGACG00000001405
tetraodon_nigroviridis ENSTNIG00000003627
xiphophorus_couchianus ENSXCOG00000000458
gadus_morhua ENSGMOG00000018627
amphiprion_ocellaris ENSAOCG00000000291
acanthochromis_polyacanthus ENSAPOG00000016704
seriola_dumerili ENSSDUG00000017058
seriola_lalandi_dorsalis ENSSLDG00000002493
monopterus_albus ENSMALG00000000835
stegastes_partitus ENSSPAG00000009906
periophthalmus_magnuspinnatus ENSPMGG00000021864
mola_mola ENSMMOG00000001371
maylandia_zebra ENSMZEG00005013877
haplochromis_burtoni ENSHBUG00000004815
pundamilia_nyererei ENSPNYG00000023798
oreochromis_niloticus ENSONIG00000000315
amphilophus_citrinellus ENSACIG00000022276
poecilia_formosa ENSPFOG00000019022
poecilia_latipinna ENSPLAG00000018800
poecilia_mexicana ENSPMEG00000015235
poecilia_reticulata ENSPREG00000004650
xiphophorus_maculatus ENSXMAG00000011236
xiphophorus_couchianus ENSXCOG00000000442
gambusia_affinis ENSGAFG00000020521
fundulus_heteroclitus ENSFHEG00000000818
cyprinodon_variegatus ENSCVAG00000017407
anabas_testudineus ENSATEG00000007408
labrus_bergylta ENSLBEG00000022594
poecilia_latipinna ENSPLAG00000016648
poecilia_latipinna ENSPLAG00000018353
cynoglossus_semilaevis ENSCSEG00000007397
gadus_morhua ENSGMOG00000008383
astyanax_mexicanus ENSAMXG00000038403
ictalurus_punctatus ENSIPUG00000011414
paramormyrops_kingsleyae ENSPKIG00000025230
scleropages_formosus ENSSFOG00015015041
lepisosteus_oculatus ENSLOCG00000001427
scleropages_formosus ENSSFOG00015017518
monodelphis_domestica ENSMODG00000027308
pundamilia_nyererei ENSPNYG00000016525
