calidris_pygmaea ENSCPGG00000011502
calidris_pugnax ENSCPUG00000014634
anser_brachyrhynchus ENSABRG00000008630
anas_platyrhynchos_platyrhynchos ENSAPLG00000023688
gallus_gallus ENSGALG00000027219
meleagris_gallopavo ENSMGAG00000016750
coturnix_japonica ENSCJPG00005004756
numida_meleagris ENSNMEG00000007186
junco_hyemalis ENSJHYG00000015324
zonotrichia_albicollis ENSZALG00000005160
serinus_canaria ENSSCAG00000007653
lonchura_striata_domestica ENSLSDG00000007276
ficedula_albicollis ENSFALG00000000312
cyanistes_caeruleus ENSCCEG00000021690
parus_major ENSPMJG00000000941
lepidothrix_coronata ENSLCOG00000011523
manacus_vitellinus ENSMVIG00005004876
melopsittacus_undulatus ENSMUNG00000001596
crocodylus_porosus ENSCPRG00005003535
gopherus_agassizii ENSGAGG00000000198
chelonoidis_abingdonii ENSCABG00000011667
chrysemys_picta_bellii ENSCPBG00000006570
pelodiscus_sinensis ENSPSIG00000002686
pogona_vitticeps ENSPVIG00000016623
notechis_scutatus ENSNSUG00000012763
salvator_merianae ENSSMRG00000002816
sphenodon_punctatus ENSSPUG00000013483
latimeria_chalumnae ENSLACG00000008549
