pogona_vitticeps ENSPVIG00000001023
anolis_carolinensis ENSACAG00000013545
notechis_scutatus ENSNSUG00000006011
salvator_merianae ENSSMRG00000007944
sphenodon_punctatus ENSSPUG00000004570
apteryx_haastii ENSAHAG00000009106
apteryx_rowi ENSARWG00000014212
dromaius_novaehollandiae ENSDNVG00000018780
nothoprocta_perdicaria ENSNPEG00000012480
anser_brachyrhynchus ENSABRG00000013100
anas_platyrhynchos_platyrhynchos ENSAPLG00000022366
gallus_gallus ENSGALG00000002856
coturnix_japonica ENSCJPG00005005421
meleagris_gallopavo ENSMGAG00000004275
numida_meleagris ENSNMEG00000007499
taeniopygia_guttata ENSTGUG00000002848
lonchura_striata_domestica ENSLSDG00000006407
junco_hyemalis ENSJHYG00000009134
serinus_canaria ENSSCAG00000006747
zonotrichia_albicollis ENSZALG00000004882
cyanistes_caeruleus ENSCCEG00000002026
ficedula_albicollis ENSFALG00000000768
parus_major ENSPMJG00000002128
lepidothrix_coronata ENSLCOG00000012323
manacus_vitellinus ENSMVIG00005013617
calidris_pygmaea ENSCPGG00000000883
melopsittacus_undulatus ENSMUNG00000001270
crocodylus_porosus ENSCPRG00005008248
gopherus_agassizii ENSGAGG00000008099
chelonoidis_abingdonii ENSCABG00000022765
chrysemys_picta_bellii ENSCPBG00000016292
pelodiscus_sinensis ENSPSIG00000004946
ursus_americanus ENSUAMG00000013133
ursus_maritimus ENSUMAG00000025069
ailuropoda_melanoleuca ENSAMEG00000000202
neovison_vison ENSNVIG00000013743
mustela_putorius_furo ENSMPUG00000009940
canis_lupus_familiaris ENSCAFG00000014631
canis_lupus_dingo ENSCAFG00020012989
vulpes_vulpes ENSVVUG00000023949
panthera_pardus ENSPPRG00000014541
panthera_tigris_altaica ENSPTIG00000013169
felis_catus ENSFCAG00000038913
myotis_lucifugus ENSMLUG00000004114
equus_asinus_asinus ENSEASG00005010065
equus_caballus ENSECAG00000007778
erinaceus_europaeus ENSEEUG00000009062
sorex_araneus ENSSARG00000011142
capra_hircus ENSCHIG00000024583
ovis_aries ENSOARG00000004316
bos_mutus ENSBMUG00000019380
bos_taurus ENSBTAG00000015140
bison_bison_bison ENSBBBG00000002187
sus_scrofa ENSSSCG00000035057
pan_troglodytes ENSPTRG00000023434
pan_paniscus ENSPPAG00000021726
homo_sapiens ENSG00000198863
gorilla_gorilla ENSGGOG00000006273
pongo_abelii ENSPPYG00000008368
colobus_angolensis_palliatus ENSCANG00000031924
piliocolobus_tephrosceles ENSPTEG00000019885
rhinopithecus_bieti ENSRBIG00000038942
rhinopithecus_roxellana ENSRROG00000043703
macaca_fascicularis ENSMFAG00000004015
macaca_mulatta ENSMMUG00000008091
macaca_nemestrina ENSMNEG00000020533
cercocebus_atys ENSCATG00000044242
theropithecus_gelada ENSTGEG00000011613
papio_anubis ENSPANG00000021382
mandrillus_leucophaeus ENSMLEG00000030764
chlorocebus_sabaeus ENSCSAG00000003380
cebus_capucinus ENSCCAG00000037744
saimiri_boliviensis_boliviensis ENSSBOG00000034191
callithrix_jacchus ENSCJAG00000013082
aotus_nancymaae ENSANAG00000036263
carlito_syrichta ENSTSYG00000008853
prolemur_simus ENSPSMG00000006210
propithecus_coquereli ENSPCOG00000028668
microcebus_murinus ENSMICG00000014204
otolemur_garnettii ENSOGAG00000003938
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018061
mus_spicilegus ENSMSIG00000007077
mus_musculus ENSMUSG00000035007
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017218
mus_pahari MGP_PahariEiJ_G0018348
rattus_norvegicus ENSRNOG00000023768
meriones_unguiculatus ENSMUGG00000023077
cricetulus_griseus_crigri-picr ENSCGRG00015000039
cricetulus_griseus_chok1gshd ENSCGRG00001002613
cricetulus_griseus_crigri ENSCGRG00000006457
mesocricetus_auratus ENSMAUG00000002813
microtus_ochrogaster ENSMOCG00000011131
nannospalax_galili ENSNGAG00000011441
jaculus_jaculus ENSJJAG00000021046
castor_canadensis ENSCCNG00000027027
dipodomys_ordii ENSDORG00000016031
urocitellus_parryii ENSUPAG00010010289
spermophilus_dauricus ENSSDAG00000010500
ictidomys_tridecemlineatus ENSSTOG00000000487
tupaia_belangeri ENSTBEG00000012027
loxodonta_africana ENSLAFG00000014211
procavia_capensis ENSPCAG00000013223
echinops_telfairi ENSETEG00000016036
dasypus_novemcinctus ENSDNOG00000005497
chinchilla_lanigera ENSCLAG00000015602
octodon_degus ENSODEG00000018035
cavia_porcellus ENSCPOG00000035890
heterocephalus_glaber_female ENSHGLG00000014121
heterocephalus_glaber_male ENSHGLG00100000833
oryctolagus_cuniculus ENSOCUG00000009268
phascolarctos_cinereus ENSPCIG00000021487
notamacropus_eugenii ENSMEUG00000010480
monodelphis_domestica ENSMODG00000015121
sarcophilus_harrisii ENSSHAG00000012082
xenopus_tropicalis ENSXETG00000031846
latimeria_chalumnae ENSLACG00000007484
scleropages_formosus ENSSFOG00015021314
paramormyrops_kingsleyae ENSPKIG00000018627
takifugu_rubripes ENSTRUG00000024896
tetraodon_nigroviridis ENSTNIG00000011269
gasterosteus_aculeatus ENSGACG00000014634
hippocampus_comes ENSHCOG00000007909
cynoglossus_semilaevis ENSCSEG00000020911
mastacembelus_armatus ENSMAMG00000021371
monopterus_albus ENSMALG00000005877
anabas_testudineus ENSATEG00000022107
labrus_bergylta ENSLBEG00000004691
xiphophorus_couchianus ENSXCOG00000018134
xiphophorus_maculatus ENSXMAG00000029696
gambusia_affinis ENSGAFG00000010855
poecilia_mexicana ENSPMEG00000007559
poecilia_reticulata ENSPREG00000011479
poecilia_latipinna ENSPLAG00000014182
poecilia_formosa ENSPFOG00000010314
fundulus_heteroclitus ENSFHEG00000006432
oryzias_latipes ENSORLG00020013525
oryzias_latipes_asm223469v1 ENSORLG00015006614
oryzias_latipes ENSORLG00000001532
oryzias_melastigma ENSOMEG00000017768
scophthalmus_maximus ENSSMAG00000009367
seriola_dumerili ENSSDUG00000021685
seriola_lalandi_dorsalis ENSSLDG00000016668
mola_mola ENSMMOG00000012625
kryptolebias_marmoratus ENSKMAG00000007520
cyprinodon_variegatus ENSCVAG00000015227
maylandia_zebra ENSMZEG00005001786
astatotilapia_calliptera ENSACLG00000022783
pundamilia_nyererei ENSPNYG00000016310
haplochromis_burtoni ENSHBUG00000010558
neolamprologus_brichardi ENSNBRG00000006819
oreochromis_niloticus ENSONIG00000009738
amphilophus_citrinellus ENSACIG00000010946
amphiprion_ocellaris ENSAOCG00000022703
amphiprion_percula ENSAPEG00000020707
acanthochromis_polyacanthus ENSAPOG00000019465
stegastes_partitus ENSSPAG00000010329
periophthalmus_magnuspinnatus ENSPMGG00000009275
gadus_morhua ENSGMOG00000009182
esox_lucius ENSELUG00000019078
astyanax_mexicanus ENSAMXG00000031051
pygocentrus_nattereri ENSPNAG00000029796
ictalurus_punctatus ENSIPUG00000010030
danio_rerio ENSDARG00000091962
lepisosteus_oculatus ENSLOCG00000012232
eptatretus_burgeri ENSEBUG00000007784
ciona_savignyi ENSCSAVG00000009467
drosophila_melanogaster FBgn0040348
caenorhabditis_elegans_strain_n2 WBGene00020572
