esox_lucius ENSELUG00000004552
oryzias_melastigma ENSOMEG00000003544
pygocentrus_nattereri ENSPNAG00000014232
ictalurus_punctatus ENSIPUG00000004405
danio_rerio ENSDARG00000101501
oryzias_latipes ENSORLG00000026916
oryzias_latipes_asm223469v1 ENSORLG00015000811
oryzias_latipes ENSORLG00020020370
astyanax_mexicanus ENSAMXG00000040894
poecilia_mexicana ENSPMEG00000018247
poecilia_latipinna ENSPLAG00000019186
poecilia_reticulata ENSPREG00000006881
xiphophorus_maculatus ENSXMAG00000030072
gambusia_affinis ENSGAFG00000019601
fundulus_heteroclitus ENSFHEG00000007916
oryzias_latipes ENSORLG00000024918
oryzias_latipes_asm223469v1 ENSORLG00015001771
oryzias_melastigma ENSOMEG00000017642
amphilophus_citrinellus ENSACIG00000023365
maylandia_zebra ENSMZEG00005026028
stegastes_partitus ENSSPAG00000019540
acanthochromis_polyacanthus ENSAPOG00000022306
hippocampus_comes ENSHCOG00000008927
periophthalmus_magnuspinnatus ENSPMGG00000002309
scleropages_formosus ENSSFOG00015009098
