sorex_araneus ENSSARG00000013329
erinaceus_europaeus ENSEEUG00000014894
capra_hircus ENSCHIG00000010186
ovis_aries ENSOARG00000021082
bos_mutus ENSBMUG00000024857
bison_bison_bison ENSBBBG00000013893
bos_taurus ENSBTAG00000015854
vicugna_pacos ENSVPAG00000000100
sus_scrofa ENSSSCG00000006609
ursus_maritimus ENSUMAG00000001361
ursus_americanus ENSUAMG00000018500
ailuropoda_melanoleuca ENSAMEG00000004225
neovison_vison ENSNVIG00000014160
mustela_putorius_furo ENSMPUG00000003502
canis_lupus_dingo ENSCAFG00020009462
canis_lupus_familiaris ENSCAFG00000012944
vulpes_vulpes ENSVVUG00000013717
panthera_tigris_altaica ENSPTIG00000013468
felis_catus ENSFCAG00000046571
equus_asinus_asinus ENSEASG00005005183
equus_caballus ENSECAG00000034035
myotis_lucifugus ENSMLUG00000013899
mus_musculus ENSMUSG00000027908
mus_spicilegus ENSMSIG00000013282
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026244
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025302
mus_pahari MGP_PahariEiJ_G0026745
rattus_norvegicus ENSRNOG00000009610
meriones_unguiculatus ENSMUGG00000003675
meriones_unguiculatus ENSMUGG00000003686
cricetulus_griseus_crigri ENSCGRG00000014788
cricetulus_griseus_crigri-picr ENSCGRG00015007986
cricetulus_griseus_chok1gshd ENSCGRG00001014681
mesocricetus_auratus ENSMAUG00000017940
peromyscus_maniculatus_bairdii ENSPEMG00000023251
microtus_ochrogaster ENSMOCG00000021433
castor_canadensis ENSCCNG00000010591
oryctolagus_cuniculus ENSOCUG00000004732
ochotona_princeps ENSOPRG00000017199
tupaia_belangeri ENSTBEG00000016356
pan_troglodytes ENSPTRG00000001305
pan_paniscus ENSPPAG00000042692
homo_sapiens ENSG00000182898
gorilla_gorilla ENSGGOG00000012074
pongo_abelii ENSPPYG00000010637
nomascus_leucogenys ENSNLEG00000010326
piliocolobus_tephrosceles ENSPTEG00000027448
colobus_angolensis_palliatus ENSCANG00000038411
rhinopithecus_roxellana ENSRROG00000029165
rhinopithecus_bieti ENSRBIG00000043220
mandrillus_leucophaeus ENSMLEG00000042735
cercocebus_atys ENSCATG00000039351
papio_anubis ENSPANG00000034098
theropithecus_gelada ENSTGEG00000017674
macaca_fascicularis ENSMFAG00000001033
macaca_mulatta ENSMMUG00000020209
macaca_nemestrina ENSMNEG00000030875
saimiri_boliviensis_boliviensis ENSSBOG00000026405
callithrix_jacchus ENSCJAG00000006396
cebus_capucinus ENSCCAG00000020927
aotus_nancymaae ENSANAG00000031283
carlito_syrichta ENSTSYG00000002867
propithecus_coquereli ENSPCOG00000020430
prolemur_simus ENSPSMG00000005622
loxodonta_africana ENSLAFG00000011588
dasypus_novemcinctus ENSDNOG00000015095
choloepus_hoffmanni ENSCHOG00000000880
sarcophilus_harrisii ENSSHAG00000016584
