poecilia_formosa ENSPFOG00000015714
poecilia_latipinna ENSPLAG00000014032
poecilia_mexicana ENSPMEG00000022209
poecilia_reticulata ENSPREG00000018202
xiphophorus_couchianus ENSXCOG00000012300
xiphophorus_maculatus ENSXMAG00000006473
gambusia_affinis ENSGAFG00000010267
fundulus_heteroclitus ENSFHEG00000002821
kryptolebias_marmoratus ENSKMAG00000000593
pundamilia_nyererei ENSPNYG00000016604
maylandia_zebra ENSMZEG00005000155
astatotilapia_calliptera ENSACLG00000004642
haplochromis_burtoni ENSHBUG00000003613
oreochromis_niloticus ENSONIG00000018199
amphiprion_ocellaris ENSAOCG00000011405
amphiprion_percula ENSAPEG00000001707
stegastes_partitus ENSSPAG00000005954
gasterosteus_aculeatus ENSGACG00000019315
gasterosteus_aculeatus ENSGACG00000002920
takifugu_rubripes ENSTRUG00000023139
labrus_bergylta ENSLBEG00000010210
labrus_bergylta ENSLBEG00000007854
anabas_testudineus ENSATEG00000004383
seriola_dumerili ENSSDUG00000019874
seriola_lalandi_dorsalis ENSSLDG00000003141
scophthalmus_maximus ENSSMAG00000016865
cynoglossus_semilaevis ENSCSEG00000003389
mola_mola ENSMMOG00000008910
monopterus_albus ENSMALG00000022569
oryzias_latipes ENSORLG00000000360
oryzias_latipes ENSORLG00020019090
oryzias_latipes_asm223469v1 ENSORLG00015018925
oryzias_melastigma ENSOMEG00000010175
hippocampus_comes ENSHCOG00000019100
hippocampus_comes ENSHCOG00000019118
periophthalmus_magnuspinnatus ENSPMGG00000005210
esox_lucius ENSELUG00000011125
pygocentrus_nattereri ENSPNAG00000023282
astyanax_mexicanus ENSAMXG00000018514
ictalurus_punctatus ENSIPUG00000021206
danio_rerio ENSDARG00000060187
paramormyrops_kingsleyae ENSPKIG00000007799
scleropages_formosus ENSSFOG00015008314
lepisosteus_oculatus ENSLOCG00000006625
chelonoidis_abingdonii ENSCABG00000015265
gopherus_agassizii ENSGAGG00000005968
chrysemys_picta_bellii ENSCPBG00000011838
anolis_carolinensis ENSACAG00000016840
pogona_vitticeps ENSPVIG00000005970
notechis_scutatus ENSNSUG00000017832
salvator_merianae ENSSMRG00000004900
ursus_americanus ENSUAMG00000007285
ursus_maritimus ENSUMAG00000004533
ailuropoda_melanoleuca ENSAMEG00000013133
neovison_vison ENSNVIG00000006983
mustela_putorius_furo ENSMPUG00000003089
canis_lupus_dingo ENSCAFG00020006921
canis_lupus_familiaris ENSCAFG00000028625
vulpes_vulpes ENSVVUG00000026783
panthera_pardus ENSPPRG00000020108
panthera_tigris_altaica ENSPTIG00000021323
felis_catus ENSFCAG00000009466
bison_bison_bison ENSBBBG00000019858
bos_mutus ENSBMUG00000018686
ovis_aries ENSOARG00000006625
tursiops_truncatus ENSTTRG00000014671
sus_scrofa ENSSSCG00000013769
vicugna_pacos ENSVPAG00000008910
pteropus_vampyrus ENSPVAG00000017555
myotis_lucifugus ENSMLUG00000024756
equus_asinus_asinus ENSEASG00005015293
equus_caballus ENSECAG00000008641
sorex_araneus ENSSARG00000000028
homo_sapiens ENSG00000188032
gorilla_gorilla ENSGGOG00000002339
