pogona_vitticeps ENSPVIG00000005798
anolis_carolinensis ENSACAG00000004127
notechis_scutatus ENSNSUG00000011602
salvator_merianae ENSSMRG00000003464
sphenodon_punctatus ENSSPUG00000016851
gopherus_agassizii ENSGAGG00000015515
chelonoidis_abingdonii ENSCABG00000010402
chrysemys_picta ENSCPBG00000011908
pelodiscus_sinensis ENSPSIG00000009949
pteropus_vampyrus ENSPVAG00000016350
myotis_lucifugus ENSMLUG00000014666
ursus_maritimus ENSUMAG00000017136
ursus_americanus ENSUAMG00000005413
ailuropoda_melanoleuca ENSAMEG00000002995
neovison_vison ENSNVIG00000004551
mustela_putorius ENSMPUG00000008846
canis_lupus ENSCAFG00000016888
canis_lupus ENSCAFG00020007397
vulpes_vulpes ENSVVUG00000028039
panthera_tigris ENSPTIG00000018560
panthera_pardus ENSPPRG00000001895
felis_catus ENSFCAG00000009630
ovis_aries ENSOARG00000018176
capra_hircus ENSCHIG00000011995
bos_indicus ENSBIXG00000001549
bos_indicus ENSBIXG00005020380
bos_taurus ENSBTAG00000014940
bos_mutus ENSBMUG00000022002
bison_bison ENSBBBG00000012395
tursiops_truncatus ENSTTRG00000010304
equus_caballus ENSECAG00000011019
equus_asinus ENSEASG00005019374
erinaceus_europaeus ENSEEUG00000004185
erinaceus_europaeus ENSEEUG00000015432
oryctolagus_cuniculus ENSOCUG00000017325
cebus_capucinus ENSCCAG00000026835
saimiri_boliviensis ENSSBOG00000024892
callithrix_jacchus ENSCJAG00000014760
aotus_nancymaae ENSANAG00000032405
pan_paniscus ENSPPAG00000018201
pan_troglodytes ENSPTRG00000008716
homo_sapiens ENSG00000170049
gorilla_gorilla ENSGGOG00000006442
pongo_abelii ENSPPYG00000007942
nomascus_leucogenys ENSNLEG00000036112
rhinopithecus_roxellana ENSRROG00000040156
rhinopithecus_bieti ENSRBIG00000036785
colobus_angolensis ENSCANG00000039671
piliocolobus_tephrosceles ENSPTEG00000009213
mandrillus_leucophaeus ENSMLEG00000027562
chlorocebus_sabaeus ENSCSAG00000011097
macaca_fascicularis ENSMFAG00000040577
macaca_mulatta ENSMMUG00000022230
macaca_nemestrina ENSMNEG00000040660
theropithecus_gelada ENSTGEG00000025754
papio_anubis ENSPANG00000023939
cercocebus_atys ENSCATG00000034841
carlito_syrichta ENSTSYG00000037194
propithecus_coquereli ENSPCOG00000028829
microcebus_murinus ENSMICG00000008830
prolemur_simus ENSPSMG00000018250
otolemur_garnettii ENSOGAG00000008025
castor_canadensis ENSCCNG00000002063
dipodomys_ordii ENSDORG00000010720
mus_spretus MGP_SPRETEiJ_G0017399
mus_spicilegus ENSMSIG00000026433
mus_musculus ENSMUSG00000018470
mus_caroli MGP_CAROLIEiJ_G0016563
mus_pahari MGP_PahariEiJ_G0017694
rattus_norvegicus ENSRNOG00000008480
meriones_unguiculatus ENSMUGG00000014537
microtus_ochrogaster ENSMOCG00000020356
peromyscus_maniculatus ENSPEMG00000012211
cricetulus_griseus ENSCGRG00001023295
cricetulus_griseus ENSCGRG00000007277
cricetulus_griseus ENSCGRG00015010719
mesocricetus_auratus ENSMAUG00000015147
nannospalax_galili ENSNGAG00000020938
jaculus_jaculus ENSJJAG00000007965
ictidomys_tridecemlineatus ENSSTOG00000000141
spermophilus_dauricus ENSSDAG00000001743
urocitellus_parryii ENSUPAG00010015981
marmota_marmota ENSMMMG00000020007
cavia_aperea ENSCAPG00000012523
cavia_porcellus ENSCPOG00000002028
chinchilla_lanigera ENSCLAG00000007675
octodon_degus ENSODEG00000017706
heterocephalus_glaber ENSHGLG00100013621
heterocephalus_glaber ENSHGLG00000016886
fukomys_damarensis ENSFDAG00000006348
echinops_telfairi ENSETEG00000017748
loxodonta_africana ENSLAFG00000000527
procavia_capensis ENSPCAG00000004590
dasypus_novemcinctus ENSDNOG00000009889
tupaia_belangeri ENSTBEG00000013063
sus_scrofa ENSSSCG00000037973
choloepus_hoffmanni ENSCHOG00000002914
sorex_araneus ENSSARG00000010541
vombatus_ursinus ENSVURG00010003835
phascolarctos_cinereus ENSPCIG00000023786
notamacropus_eugenii ENSMEUG00000005099
monodelphis_domestica ENSMODG00000007554
sarcophilus_harrisii ENSSHAG00000014329
ornithorhynchus_anatinus ENSOANG00000011684
xenopus_tropicalis ENSXETG00000010505
latimeria_chalumnae ENSLACG00000009253
paramormyrops_kingsleyae ENSPKIG00000022043
scleropages_formosus ENSSFOG00015017461
lepisosteus_oculatus ENSLOCG00000013691
tetraodon_nigroviridis ENSTNIG00000010042
gasterosteus_aculeatus ENSGACG00000020696
astatotilapia_calliptera ENSACLG00000017346
haplochromis_burtoni ENSHBUG00000022306
oreochromis_niloticus ENSONIG00000005215
gouania_willdenowi ENSGWIG00000002528
larimichthys_crocea ENSLCRG00005013534
betta_splendens ENSBSLG00000023395
labrus_bergylta ENSLBEG00000003037
cottoperca_gobio ENSCGOG00000022404
seriola_lalandi ENSSLDG00000020006
scophthalmus_maximus ENSSMAG00000013080
lates_calcarifer ENSLCAG00010006338
mastacembelus_armatus ENSMAMG00000017208
monopterus_albus ENSMALG00000015283
amphiprion_ocellaris ENSAOCG00000023721
parambassis_ranga ENSPRNG00000019048
cyprinodon_variegatus ENSCVAG00000023454
fundulus_heteroclitus ENSFHEG00000000705
xiphophorus_maculatus ENSXMAG00000027861
xiphophorus_couchianus ENSXCOG00000007098
poecilia_reticulata ENSPREG00000023124
poecilia_formosa ENSPFOG00000019413
poecilia_mexicana ENSPMEG00000013785
poecilia_latipinna ENSPLAG00000014495
gambusia_affinis ENSGAFG00000003353
kryptolebias_marmoratus ENSKMAG00000010218
oryzias_latipes ENSORLG00020006019
oryzias_latipes ENSORLG00015011330
oryzias_melastigma ENSOMEG00000001963
seriola_dumerili ENSSDUG00000007354
seriola_lalandi ENSSLDG00000000061
mola_mola ENSMMOG00000016726
acanthochromis_polyacanthus ENSAPOG00000005907
stegastes_partitus ENSSPAG00000001367
amphiprion_percula ENSAPEG00000000865
takifugu_rubripes ENSTRUG00000016817
hippocampus_comes ENSHCOG00000000057
cynoglossus_semilaevis ENSCSEG00000020245
oryzias_latipes ENSORLG00000006941
periophthalmus_magnuspinnatus ENSPMGG00000006879
pundamilia_nyererei ENSPNYG00000015455
neolamprologus_brichardi ENSNBRG00000021597
maylandia_zebra ENSMZEG00005016976
amphilophus_citrinellus ENSACIG00000000796
anabas_testudineus ENSATEG00000016942
gadus_morhua ENSGMOG00000002987
hucho_hucho ENSHHUG00000047692
hucho_hucho ENSHHUG00000003168
esox_lucius ENSELUG00000018953
astyanax_mexicanus ENSAMXG00000039969
pygocentrus_nattereri ENSPNAG00000007854
ictalurus_punctatus ENSIPUG00000020851
electrophorus_electricus ENSEEEG00000015282
denticeps_clupeoides ENSDCDG00000035173
clupea_harengus ENSCHAG00000023360
danio_rerio ENSDARG00000074320
paramormyrops_kingsleyae ENSPKIG00000005861
denticeps_clupeoides ENSDCDG00000019435
clupea_harengus ENSCHAG00000019645
astyanax_mexicanus ENSAMXG00000043501
astyanax_mexicanus ENSAMXG00005006569
pygocentrus_nattereri ENSPNAG00000021443
betta_splendens ENSBSLG00000001792
cynoglossus_semilaevis ENSCSEG00000005890
hippocampus_comes ENSHCOG00000009192
cyprinodon_variegatus ENSCVAG00000017086
kryptolebias_marmoratus ENSKMAG00000007103
oryzias_melastigma ENSOMEG00000007341
periophthalmus_magnuspinnatus ENSPMGG00000023875
mastacembelus_armatus ENSMAMG00000010997
anabas_testudineus ENSATEG00000018428
neolamprologus_brichardi ENSNBRG00000023373
pundamilia_nyererei ENSPNYG00000015397
astatotilapia_calliptera ENSACLG00000008233
maylandia_zebra ENSMZEG00005027674
haplochromis_burtoni ENSHBUG00000008797
oreochromis_niloticus ENSONIG00000004543
tetraodon_nigroviridis ENSTNIG00000003058
seriola_dumerili ENSSDUG00000014120
cottoperca_gobio ENSCGOG00000008349
gasterosteus_aculeatus ENSGACG00000001141
larimichthys_crocea ENSLCRG00005019921
scophthalmus_maximus ENSSMAG00000005029
amphiprion_ocellaris ENSAOCG00000015387
amphiprion_percula ENSAPEG00000020912
acanthochromis_polyacanthus ENSAPOG00000007218
acanthochromis_polyacanthus ENSAPOG00000009592
parambassis_ranga ENSPRNG00000023758
labrus_bergylta ENSLBEG00000009899
lates_calcarifer ENSLCAG00010007775
lates_calcarifer ENSLCAG00010003261
amphilophus_citrinellus ENSACIG00000017539
esox_lucius ENSELUG00000021350
esox_lucius ENSELUG00000021365
scleropages_formosus ENSSFOG00015022321
erpetoichthys_calabaricus ENSECRG00000008375
petromyzon_marinus ENSPMAG00000003848
ciona_savignyi ENSCSAVG00000010199
ciona_intestinalis ENSCING00000002663
