meleagris_gallopavo ENSMGAG00000009599
gallus_gallus ENSGALG00000009691
coturnix_japonica ENSCJPG00005011472
numida_meleagris ENSNMEG00000006018
anas_platyrhynchos_platyrhynchos ENSAPLG00000015492
anser_brachyrhynchus ENSABRG00000003971
calidris_pugnax ENSCPUG00000009334
calidris_pugnax ENSCPUG00000009335
calidris_pygmaea ENSCPGG00000006173
lonchura_striata_domestica ENSLSDG00000017545
taeniopygia_guttata ENSTGUG00000001584
serinus_canaria ENSSCAG00000013057
junco_hyemalis ENSJHYG00000016641
junco_hyemalis ENSJHYG00000016640
zonotrichia_albicollis ENSZALG00000013948
ficedula_albicollis ENSFALG00000010284
cyanistes_caeruleus ENSCCEG00000017953
parus_major ENSPMJG00000009928
manacus_vitellinus ENSMVIG00005003504
lepidothrix_coronata ENSLCOG00000011800
melopsittacus_undulatus ENSMUNG00000000959
apteryx_haastii ENSAHAG00000013721
apteryx_owenii ENSAOWG00000005862
apteryx_rowi ENSARWG00000018582
dromaius_novaehollandiae ENSDNVG00000006650
nothoprocta_perdicaria ENSNPEG00000013979
crocodylus_porosus ENSCPRG00005014271
chelonoidis_abingdonii ENSCABG00000019020
gopherus_agassizii ENSGAGG00000020859
chrysemys_picta_bellii ENSCPBG00000024411
pelodiscus_sinensis ENSPSIG00000017877
anolis_carolinensis ENSACAG00000013993
pogona_vitticeps ENSPVIG00000013395
notechis_scutatus ENSNSUG00000008629
salvator_merianae ENSSMRG00000008633
sphenodon_punctatus ENSSPUG00000012788
ovis_aries ENSOARG00000003383
capra_hircus ENSCHIG00000015322
bos_mutus ENSBMUG00000007644
bos_taurus ENSBTAG00000018185
bison_bison_bison ENSBBBG00000004982
vicugna_pacos ENSVPAG00000001278
sus_scrofa ENSSSCG00000015333
tursiops_truncatus ENSTTRG00000007240
ursus_americanus ENSUAMG00000006510
ursus_maritimus ENSUMAG00000021464
ailuropoda_melanoleuca ENSAMEG00000010301
mustela_putorius_furo ENSMPUG00000001561
neovison_vison ENSNVIG00000019375
canis_lupus_familiaris ENSCAFG00000002124
canis_lupus_dingo ENSCAFG00020016459
vulpes_vulpes ENSVVUG00000015642
panthera_tigris_altaica ENSPTIG00000007277
panthera_pardus ENSPPRG00000007721
felis_catus ENSFCAG00000009993
pteropus_vampyrus ENSPVAG00000011690
myotis_lucifugus ENSMLUG00000007018
equus_asinus_asinus ENSEASG00005020898
equus_caballus ENSECAG00000022256
sorex_araneus ENSSARG00000010886
prolemur_simus ENSPSMG00000009059
propithecus_coquereli ENSPCOG00000024006
microcebus_murinus ENSMICG00000005750
otolemur_garnettii ENSOGAG00000008468
spermophilus_dauricus ENSSDAG00000017684
urocitellus_parryii ENSUPAG00010018314
ictidomys_tridecemlineatus ENSSTOG00000026077
marmota_marmota_marmota ENSMMMG00000013230
castor_canadensis ENSCCNG00000028736
cavia_aperea ENSCAPG00000001209
mus_spicilegus ENSMSIG00000008239
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029083
mus_musculus ENSMUSG00000042607
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028083
mus_pahari MGP_PahariEiJ_G0021839
rattus_norvegicus ENSRNOG00000009197
meriones_unguiculatus ENSMUGG00000012393
cricetulus_griseus_chok1gshd ENSCGRG00001002568
cricetulus_griseus_crigri ENSCGRG00000008162
cricetulus_griseus_crigri-picr ENSCGRG00015025486
mesocricetus_auratus ENSMAUG00000017354
microtus_ochrogaster ENSMOCG00000000254
peromyscus_maniculatus_bairdii ENSPEMG00000021425
nannospalax_galili ENSNGAG00000011649
jaculus_jaculus ENSJJAG00000014914
dipodomys_ordii ENSDORG00000014681
oryctolagus_cuniculus ENSOCUG00000017113
ochotona_princeps ENSOPRG00000004106
pan_paniscus ENSPPAG00000042126
pan_troglodytes ENSPTRG00000019420
homo_sapiens ENSG00000005981
gorilla_gorilla ENSGGOG00000006509
pongo_abelii ENSPPYG00000017801
nomascus_leucogenys ENSNLEG00000015854
theropithecus_gelada ENSTGEG00000000590
cercocebus_atys ENSCATG00000029891
mandrillus_leucophaeus ENSMLEG00000036931
papio_anubis ENSPANG00000017487
macaca_fascicularis ENSMFAG00000041748
macaca_nemestrina ENSMNEG00000034621
macaca_mulatta ENSMMUG00000008016
chlorocebus_sabaeus ENSCSAG00000012965
rhinopithecus_roxellana ENSRROG00000037875
rhinopithecus_bieti ENSRBIG00000042053
colobus_angolensis_palliatus ENSCANG00000033178
piliocolobus_tephrosceles ENSPTEG00000032404
cebus_capucinus ENSCCAG00000029647
saimiri_boliviensis_boliviensis ENSSBOG00000022820
callithrix_jacchus ENSCJAG00000013280
aotus_nancymaae ENSANAG00000023999
chinchilla_lanigera ENSCLAG00000009834
cavia_porcellus ENSCPOG00000014245
octodon_degus ENSODEG00000010657
heterocephalus_glaber_male ENSHGLG00100006666
heterocephalus_glaber_female ENSHGLG00000000818
fukomys_damarensis ENSFDAG00000010842
tupaia_belangeri ENSTBEG00000010962
carlito_syrichta ENSTSYG00000006973
dasypus_novemcinctus ENSDNOG00000043911
choloepus_hoffmanni ENSCHOG00000013337
loxodonta_africana ENSLAFG00000007164
procavia_capensis ENSPCAG00000012503
