labrus_bergylta ENSLBEG00000025832
gasterosteus_aculeatus ENSGACG00000012209
takifugu_rubripes ENSTRUG00000024604
tetraodon_nigroviridis ENSTNIG00000019190
monopterus_albus ENSMALG00000005224
mastacembelus_armatus ENSMAMG00000000978
anabas_testudineus ENSATEG00000013675
seriola_dumerili ENSSDUG00000001319
seriola_lalandi_dorsalis ENSSLDG00000016756
scophthalmus_maximus ENSSMAG00000017968
maylandia_zebra ENSMZEG00005012513
astatotilapia_calliptera ENSACLG00000020670
pundamilia_nyererei ENSPNYG00000014770
haplochromis_burtoni ENSHBUG00000007695
neolamprologus_brichardi ENSNBRG00000013885
oreochromis_niloticus ENSONIG00000001634
amphilophus_citrinellus ENSACIG00000004380
xiphophorus_couchianus ENSXCOG00000007619
xiphophorus_maculatus ENSXMAG00000028387
gambusia_affinis ENSGAFG00000020852
poecilia_formosa ENSPFOG00000014416
poecilia_mexicana ENSPMEG00000011963
poecilia_latipinna ENSPLAG00000018560
poecilia_reticulata ENSPREG00000001129
fundulus_heteroclitus ENSFHEG00000018767
cyprinodon_variegatus ENSCVAG00000017417
amphiprion_ocellaris ENSAOCG00000003058
amphiprion_percula ENSAPEG00000001088
acanthochromis_polyacanthus ENSAPOG00000019308
stegastes_partitus ENSSPAG00000008471
oryzias_latipes_asm223469v1 ENSORLG00015014307
oryzias_latipes ENSORLG00020016331
oryzias_latipes ENSORLG00000017828
oryzias_melastigma ENSOMEG00000000021
periophthalmus_magnuspinnatus ENSPMGG00000019361
gadus_morhua ENSGMOG00000012928
esox_lucius ENSELUG00000016816
scleropages_formosus ENSSFOG00015022033
paramormyrops_kingsleyae ENSPKIG00000017702
pygocentrus_nattereri ENSPNAG00000028501
astyanax_mexicanus ENSAMXG00000040643
ictalurus_punctatus ENSIPUG00000016256
danio_rerio ENSDARG00000043963
lepisosteus_oculatus ENSLOCG00000016925
latimeria_chalumnae ENSLACG00000003987
