homo_sapiens ENSG00000197568
pan_troglodytes ENSPTRG00000024173
gorilla_gorilla ENSGGOG00000043475
pan_paniscus ENSPPAG00000013130
nomascus_leucogenys ENSNLEG00000027424
macaca_fascicularis ENSMFAG00000038716
macaca_mulatta ENSMMUG00000037863
macaca_nemestrina ENSMNEG00000030923
mandrillus_leucophaeus ENSMLEG00000008315
cercocebus_atys ENSCATG00000035218
papio_anubis ENSPANG00000030840
rhinopithecus_roxellana ENSRROG00000037170
pongo_abelii ENSPPYG00000001243
callithrix_jacchus ENSCJAG00000045097
saimiri_boliviensis_boliviensis ENSSBOG00000033163
cebus_capucinus ENSCCAG00000027424
aotus_nancymaae ENSANAG00000035214
