calidris_pygmaea ENSCPGG00000015116
calidris_pugnax ENSCPUG00000013275
melopsittacus_undulatus ENSMUNG00000013769
lepidothrix_coronata ENSLCOG00000014701
manacus_vitellinus ENSMVIG00005009715
taeniopygia_guttata ENSTGUG00000003771
lonchura_striata_domestica ENSLSDG00000015107
junco_hyemalis ENSJHYG00000007321
serinus_canaria ENSSCAG00000017123
ficedula_albicollis ENSFALG00000007350
parus_major ENSPMJG00000014813
cyanistes_caeruleus ENSCCEG00000020276
anser_brachyrhynchus ENSABRG00000007778
anas_platyrhynchos_platyrhynchos ENSAPLG00000009941
meleagris_gallopavo ENSMGAG00000003876
gallus_gallus ENSGALG00000002473
coturnix_japonica ENSCJPG00005011413
numida_meleagris ENSNMEG00000010815
apteryx_haastii ENSAHAG00000010363
apteryx_rowi ENSARWG00000003232
apteryx_owenii ENSAOWG00000004787
dromaius_novaehollandiae ENSDNVG00000016958
nothoprocta_perdicaria ENSNPEG00000004717
crocodylus_porosus ENSCPRG00005003039
gopherus_agassizii ENSGAGG00000011863
chelonoidis_abingdonii ENSCABG00000017661
chrysemys_picta_bellii ENSCPBG00000022094
pelodiscus_sinensis ENSPSIG00000007139
sphenodon_punctatus ENSSPUG00000019017
sphenodon_punctatus ENSSPUG00000019042
pogona_vitticeps ENSPVIG00000021573
notechis_scutatus ENSNSUG00000013133
salvator_merianae ENSSMRG00000009815
zonotrichia_albicollis ENSZALG00000005295
phascolarctos_cinereus ENSPCIG00000035302
notamacropus_eugenii ENSMEUG00000009765
sarcophilus_harrisii ENSSHAG00000011256
monodelphis_domestica ENSMODG00000009254
equus_caballus ENSECAG00000021673
equus_asinus_asinus ENSEASG00005021186
erinaceus_europaeus ENSEEUG00000008992
capra_hircus ENSCHIG00000019930
ovis_aries ENSOARG00000001740
bos_mutus ENSBMUG00000001530
bos_taurus ENSBTAG00000012605
bison_bison_bison ENSBBBG00000020283
tursiops_truncatus ENSTTRG00000010905
pteropus_vampyrus ENSPVAG00000011380
ursus_americanus ENSUAMG00000024085
ursus_maritimus ENSUMAG00000024084
ailuropoda_melanoleuca ENSAMEG00000003990
mustela_putorius_furo ENSMPUG00000006321
neovison_vison ENSNVIG00000006463
canis_lupus_familiaris ENSCAFG00000019726
canis_lupus_dingo ENSCAFG00020007076
vulpes_vulpes ENSVVUG00000026229
felis_catus ENSFCAG00000028068
panthera_pardus ENSPPRG00000011328
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027818
mus_spicilegus ENSMSIG00000024706
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026825
mus_musculus ENSMUSG00000047875
mus_pahari MGP_PahariEiJ_G0029173
rattus_norvegicus ENSRNOG00000017528
meriones_unguiculatus ENSMUGG00000004817
peromyscus_maniculatus_bairdii ENSPEMG00000009268
microtus_ochrogaster ENSMOCG00000020358
cricetulus_griseus_chok1gshd ENSCGRG00001013102
cricetulus_griseus_crigri-picr ENSCGRG00015004941
cricetulus_griseus_crigri ENSCGRG00000010355
mesocricetus_auratus ENSMAUG00000001275
nannospalax_galili ENSNGAG00000003747
jaculus_jaculus ENSJJAG00000013474
castor_canadensis ENSCCNG00000027376
ictidomys_tridecemlineatus ENSSTOG00000026326
urocitellus_parryii ENSUPAG00010001715
spermophilus_dauricus ENSSDAG00000020058
marmota_marmota_marmota ENSMMMG00000017390
oryctolagus_cuniculus ENSOCUG00000025476
ochotona_princeps ENSOPRG00000002601
tupaia_belangeri ENSTBEG00000017572
propithecus_coquereli ENSPCOG00000027039
prolemur_simus ENSPSMG00000023732
microcebus_murinus ENSMICG00000045307
otolemur_garnettii ENSOGAG00000005433
pan_paniscus ENSPPAG00000033995
pan_troglodytes ENSPTRG00000030841
gorilla_gorilla ENSGGOG00000042706
homo_sapiens ENSG00000180758
pongo_abelii ENSPPYG00000001916
nomascus_leucogenys ENSNLEG00000009258
macaca_fascicularis ENSMFAG00000001842
macaca_nemestrina ENSMNEG00000029586
cercocebus_atys ENSCATG00000040687
theropithecus_gelada ENSTGEG00000017673
papio_anubis ENSPANG00000023880
mandrillus_leucophaeus ENSMLEG00000039535
chlorocebus_sabaeus ENSCSAG00000000765
piliocolobus_tephrosceles ENSPTEG00000001590
colobus_angolensis_palliatus ENSCANG00000040577
rhinopithecus_roxellana ENSRROG00000044814
rhinopithecus_bieti ENSRBIG00000032323
callithrix_jacchus ENSCJAG00000046244
cebus_capucinus ENSCCAG00000024317
saimiri_boliviensis_boliviensis ENSSBOG00000026507
aotus_nancymaae ENSANAG00000030833
vicugna_pacos ENSVPAG00000005303
sus_scrofa ENSSSCG00000033456
sorex_araneus ENSSARG00000009361
heterocephalus_glaber_female ENSHGLG00000007050
heterocephalus_glaber_male ENSHGLG00100013329
cavia_porcellus ENSCPOG00000039054
octodon_degus ENSODEG00000012875
chinchilla_lanigera ENSCLAG00000007203
loxodonta_africana ENSLAFG00000009962
procavia_capensis ENSPCAG00000009558
dasypus_novemcinctus ENSDNOG00000036976
ornithorhynchus_anatinus ENSOANG00000001421
xenopus_tropicalis ENSXETG00000026559
latimeria_chalumnae ENSLACG00000015400
monopterus_albus ENSMALG00000020211
mastacembelus_armatus ENSMAMG00000010215
seriola_dumerili ENSSDUG00000008203
seriola_lalandi_dorsalis ENSSLDG00000001769
takifugu_rubripes ENSTRUG00000021610
tetraodon_nigroviridis ENSTNIG00000015153
gasterosteus_aculeatus ENSGACG00000007524
mola_mola ENSMMOG00000008831
labrus_bergylta ENSLBEG00000020538
anabas_testudineus ENSATEG00000018640
amphiprion_ocellaris ENSAOCG00000012802
amphiprion_percula ENSAPEG00000021196
acanthochromis_polyacanthus ENSAPOG00000019969
stegastes_partitus ENSSPAG00000004390
astatotilapia_calliptera ENSACLG00000026380
maylandia_zebra ENSMZEG00005007340
pundamilia_nyererei ENSPNYG00000006071
haplochromis_burtoni ENSHBUG00000021640
neolamprologus_brichardi ENSNBRG00000008045
oreochromis_niloticus ENSONIG00000002445
amphilophus_citrinellus ENSACIG00000012449
scophthalmus_maximus ENSSMAG00000018751
cynoglossus_semilaevis ENSCSEG00000006643
xiphophorus_maculatus ENSXMAG00000009818
xiphophorus_couchianus ENSXCOG00000004737
gambusia_affinis ENSGAFG00000000624
poecilia_formosa ENSPFOG00000014063
poecilia_latipinna ENSPLAG00000000669
poecilia_mexicana ENSPMEG00000024148
poecilia_reticulata ENSPREG00000015069
cyprinodon_variegatus ENSCVAG00000006432
fundulus_heteroclitus ENSFHEG00000005496
fundulus_heteroclitus ENSFHEG00000010618
kryptolebias_marmoratus ENSKMAG00000016913
oryzias_latipes ENSORLG00020012093
oryzias_latipes ENSORLG00000005728
oryzias_latipes_asm223469v1 ENSORLG00015003921
oryzias_melastigma ENSOMEG00000021569
hippocampus_comes ENSHCOG00000005901
periophthalmus_magnuspinnatus ENSPMGG00000009506
esox_lucius ENSELUG00000016760
pygocentrus_nattereri ENSPNAG00000019652
astyanax_mexicanus ENSAMXG00000034944
ictalurus_punctatus ENSIPUG00000020818
danio_rerio ENSDARG00000034975
paramormyrops_kingsleyae ENSPKIG00000000445
scleropages_formosus ENSSFOG00015008681
lepisosteus_oculatus ENSLOCG00000007093
