monopterus_albus ENSMALG00000005498
periophthalmus_magnuspinnatus ENSPMGG00000010255
oryzias_latipes_asm223469v1 ENSORLG00015023285
oryzias_latipes ENSORLG00020016636
oryzias_latipes ENSORLG00000010152
oryzias_melastigma ENSOMEG00000021787
cynoglossus_semilaevis ENSCSEG00000004944
gasterosteus_aculeatus ENSGACG00000000036
tetraodon_nigroviridis ENSTNIG00000014375
labrus_bergylta ENSLBEG00000003365
amphiprion_percula ENSAPEG00000004830
amphiprion_ocellaris ENSAOCG00000023672
acanthochromis_polyacanthus ENSAPOG00000011854
stegastes_partitus ENSSPAG00000019645
fundulus_heteroclitus ENSFHEG00000001080
cyprinodon_variegatus ENSCVAG00000003879
poecilia_formosa ENSPFOG00000021717
poecilia_mexicana ENSPMEG00000005579
poecilia_formosa ENSPFOG00000016086
poecilia_latipinna ENSPLAG00000011813
poecilia_reticulata ENSPREG00000016062
xiphophorus_couchianus ENSXCOG00000006054
xiphophorus_maculatus ENSXMAG00000027002
gambusia_affinis ENSGAFG00000019705
xiphophorus_couchianus ENSXCOG00000006074
poecilia_mexicana ENSPMEG00000004182
takifugu_rubripes ENSTRUG00000012237
kryptolebias_marmoratus ENSKMAG00000015694
seriola_dumerili ENSSDUG00000018977
seriola_lalandi_dorsalis ENSSLDG00000001365
scophthalmus_maximus ENSSMAG00000016135
mola_mola ENSMMOG00000019126
mastacembelus_armatus ENSMAMG00000000478
maylandia_zebra ENSMZEG00005019276
astatotilapia_calliptera ENSACLG00000019147
pundamilia_nyererei ENSPNYG00000023826
haplochromis_burtoni ENSHBUG00000019133
neolamprologus_brichardi ENSNBRG00000001368
oreochromis_niloticus ENSONIG00000014747
amphilophus_citrinellus ENSACIG00000006463
anabas_testudineus ENSATEG00000001214
hippocampus_comes ENSHCOG00000014424
gadus_morhua ENSGMOG00000011460
esox_lucius ENSELUG00000023383
pygocentrus_nattereri ENSPNAG00000001095
pygocentrus_nattereri ENSPNAG00000008570
astyanax_mexicanus ENSAMXG00000018262
astyanax_mexicanus ENSAMXG00000034313
astyanax_mexicanus ENSAMXG00000029749
ictalurus_punctatus ENSIPUG00000012315
danio_rerio ENSDARG00000056804
paramormyrops_kingsleyae ENSPKIG00000019959
scleropages_formosus ENSSFOG00015001177
lepisosteus_oculatus ENSLOCG00000006017
xiphophorus_maculatus ENSXMAG00000011276
gambusia_affinis ENSGAFG00000020272
poecilia_formosa ENSPFOG00000000257
poecilia_mexicana ENSPMEG00000013590
poecilia_reticulata ENSPREG00000016069
cyprinodon_variegatus ENSCVAG00000008873
cyprinodon_variegatus ENSCVAG00000008863
cyprinodon_variegatus ENSCVAG00000008854
cyprinodon_variegatus ENSCVAG00000008777
fundulus_heteroclitus ENSFHEG00000018189
oryzias_melastigma ENSOMEG00000022870
oryzias_melastigma ENSOMEG00000022848
oryzias_latipes ENSORLG00020021779
oryzias_latipes ENSORLG00000019589
oryzias_latipes_asm223469v1 ENSORLG00015019561
anabas_testudineus ENSATEG00000011709
fundulus_heteroclitus ENSFHEG00000022860
fundulus_heteroclitus ENSFHEG00000007757
