monodelphis_domestica ENSMODG00000029347
xenopus_tropicalis ENSXETG00000031743
latimeria_chalumnae ENSLACG00000006941
xenopus_tropicalis ENSXETG00000034078
chrysemys_picta_bellii ENSCPBG00000005293
latimeria_chalumnae ENSLACG00000009370
oryzias_latipes ENSORLG00020013447
oryzias_latipes ENSORLG00020000006
amphiprion_percula ENSAPEG00000019256
stegastes_partitus ENSSPAG00000012089
amphiprion_ocellaris ENSAOCG00000012592
acanthochromis_polyacanthus ENSAPOG00000001366
oryzias_melastigma ENSOMEG00000013211
seriola_lalandi_dorsalis ENSSLDG00000004747
seriola_lalandi_dorsalis ENSSLDG00000000631
periophthalmus_magnuspinnatus ENSPMGG00000010004
oryzias_latipes_asm223469v1 ENSORLG00015020895
oryzias_latipes_asm223469v1 ENSORLG00015008227
neolamprologus_brichardi ENSNBRG00000013792
kryptolebias_marmoratus ENSKMAG00000003480
kryptolebias_marmoratus ENSKMAG00000006263
amphilophus_citrinellus ENSACIG00000010538
poecilia_reticulata ENSPREG00000006891
oryzias_latipes ENSORLG00020004063
labrus_bergylta ENSLBEG00000020242
poecilia_formosa ENSPFOG00000024463
poecilia_mexicana ENSPMEG00000015117
danio_rerio ENSDARG00000103562
pundamilia_nyererei ENSPNYG00000002466
poecilia_reticulata ENSPREG00000001352
xiphophorus_couchianus ENSXCOG00000016894
oryzias_melastigma ENSOMEG00000002370
kryptolebias_marmoratus ENSKMAG00000006247
kryptolebias_marmoratus ENSKMAG00000008495
xiphophorus_maculatus ENSXMAG00000024176
xiphophorus_maculatus ENSXMAG00000027569
pundamilia_nyererei ENSPNYG00000023697
pygocentrus_nattereri ENSPNAG00000024749
haplochromis_burtoni ENSHBUG00000023598
acanthochromis_polyacanthus ENSAPOG00000013951
oryzias_latipes_asm223469v1 ENSORLG00015021848
xenopus_tropicalis ENSXETG00000032308
xenopus_tropicalis ENSXETG00000032833
xenopus_tropicalis ENSXETG00000030860
xenopus_tropicalis ENSXETG00000034134
xenopus_tropicalis ENSXETG00000031149
