ursus_maritimus ENSUMAG00000004733
bos_mutus ENSBMUG00000021591
dipodomys_ordii ENSDORG00000005167
meleagris_gallopavo ENSMGAG00000007725
astatotilapia_calliptera ENSACLG00000016189
pundamilia_nyererei ENSPNYG00000011952
haplochromis_burtoni ENSHBUG00000000386
maylandia_zebra ENSMZEG00005003830
neolamprologus_brichardi ENSNBRG00000020537
amphilophus_citrinellus ENSACIG00000000751
stegastes_partitus ENSSPAG00000018862
cynoglossus_semilaevis ENSCSEG00000007885
cynoglossus_semilaevis ENSCSEG00000007890
hippocampus_comes ENSHCOG00000001879
poecilia_mexicana ENSPMEG00000007717
poecilia_reticulata ENSPREG00000012517
tetraodon_nigroviridis ENSTNIG00000006487
takifugu_rubripes ENSTRUG00000002963
mastacembelus_armatus ENSMAMG00000009638
anabas_testudineus ENSATEG00000016759
