serinus_canaria ENSSCAG00000006862
ficedula_albicollis ENSFALG00000006583
cyanistes_caeruleus ENSCCEG00000007190
manacus_vitellinus ENSMVIG00005013134
melopsittacus_undulatus ENSMUNG00000005557
sphenodon_punctatus ENSSPUG00000007629
heterocephalus_glaber_female ENSHGLG00000000377
heterocephalus_glaber_male ENSHGLG00100003629
fukomys_damarensis ENSFDAG00000010189
cavia_aperea ENSCAPG00000011465
dipodomys_ordii ENSDORG00000013862
oryctolagus_cuniculus ENSOCUG00000022970
ochotona_princeps ENSOPRG00000015461
monodelphis_domestica ENSMODG00000004493
notamacropus_eugenii ENSMEUG00000014416
felis_catus ENSFCAG00000036874
panthera_pardus ENSPPRG00000000496
felis_catus ENSFCAG00000034917
erinaceus_europaeus ENSEEUG00000010190
microcebus_murinus ENSMICG00000042357
prolemur_simus ENSPSMG00000008246
otolemur_garnettii ENSOGAG00000004256
pongo_abelii ENSPPYG00000007628
theropithecus_gelada ENSTGEG00000019685
canis_lupus_familiaris ENSCAFG00000019909
dasypus_novemcinctus ENSDNOG00000010228
dasypus_novemcinctus ENSDNOG00000041955
procavia_capensis ENSPCAG00000013368
loxodonta_africana ENSLAFG00000023364
myotis_lucifugus ENSMLUG00000015596
panthera_tigris_altaica ENSPTIG00000016952
choloepus_hoffmanni ENSCHOG00000012090
equus_asinus_asinus ENSEASG00005008462
equus_caballus ENSECAG00000001726
equus_asinus_asinus ENSEASG00005020206
sus_scrofa ENSSSCG00000022243
ursus_americanus ENSUAMG00000026993
piliocolobus_tephrosceles ENSPTEG00000006180
saimiri_boliviensis_boliviensis ENSSBOG00000032924
cebus_capucinus ENSCCAG00000021411
aotus_nancymaae ENSANAG00000036980
aotus_nancymaae ENSANAG00000031750
cebus_capucinus ENSCCAG00000032442
aotus_nancymaae ENSANAG00000022593
rhinopithecus_roxellana ENSRROG00000033934
rhinopithecus_bieti ENSRBIG00000042017
colobus_angolensis_palliatus ENSCANG00000007769
macaca_fascicularis ENSMFAG00000002119
macaca_mulatta ENSMMUG00000043434
papio_anubis ENSPANG00000033965
mandrillus_leucophaeus ENSMLEG00000032030
theropithecus_gelada ENSTGEG00000025246
prolemur_simus ENSPSMG00000019373
equus_asinus_asinus ENSEASG00005023334
myotis_lucifugus ENSMLUG00000008444
myotis_lucifugus ENSMLUG00000006026
dasypus_novemcinctus ENSDNOG00000044672
dasypus_novemcinctus ENSDNOG00000049296
macaca_mulatta ENSMMUG00000017776
macaca_nemestrina ENSMNEG00000032955
theropithecus_gelada ENSTGEG00000013897
rhinopithecus_bieti ENSRBIG00000040481
macaca_fascicularis ENSMFAG00000046241
macaca_mulatta ENSMMUG00000038902
macaca_nemestrina ENSMNEG00000032335
papio_anubis ENSPANG00000035980
cercocebus_atys ENSCATG00000034283
mandrillus_leucophaeus ENSMLEG00000031260
rhinopithecus_roxellana ENSRROG00000026748
rhinopithecus_bieti ENSRBIG00000027975
pan_troglodytes ENSPTRG00000052125
pan_paniscus ENSPPAG00000034594
nomascus_leucogenys ENSNLEG00000029682
colobus_angolensis_palliatus ENSCANG00000036200
rhinopithecus_bieti ENSRBIG00000042412
cebus_capucinus ENSCCAG00000022874
microcebus_murinus ENSMICG00000007356
saimiri_boliviensis_boliviensis ENSSBOG00000035420
aotus_nancymaae ENSANAG00000026332
jaculus_jaculus ENSJJAG00000018452
gorilla_gorilla ENSGGOG00000037657
colobus_angolensis_palliatus ENSCANG00000042009
carlito_syrichta ENSTSYG00000030594
pan_paniscus ENSPPAG00000030368
gorilla_gorilla ENSGGOG00000037181
mandrillus_leucophaeus ENSMLEG00000028134
equus_asinus_asinus ENSEASG00005013863
vulpes_vulpes ENSVVUG00000000840
capra_hircus ENSCHIG00000026673
bison_bison_bison ENSBBBG00000018408
vicugna_pacos ENSVPAG00000010065
ursus_maritimus ENSUMAG00000007820
rhinopithecus_roxellana ENSRROG00000007151
rhinopithecus_roxellana ENSRROG00000006795
rhinopithecus_bieti ENSRBIG00000044552
gorilla_gorilla ENSGGOG00000024620
pan_paniscus ENSPPAG00000008532
macaca_fascicularis ENSMFAG00000002790
macaca_nemestrina ENSMNEG00000035048
papio_anubis ENSPANG00000025529
nomascus_leucogenys ENSNLEG00000011511
pan_troglodytes ENSPTRG00000008445
macaca_mulatta ENSMMUG00000023553
chlorocebus_sabaeus ENSCSAG00000003134
piliocolobus_tephrosceles ENSPTEG00000031154
piliocolobus_tephrosceles ENSPTEG00000015759
