eptatretus_burgeri ENSEBUG00000005233
petromyzon_marinus ENSPMAG00000006454
scleropages_formosus ENSSFOG00015003688
paramormyrops_kingsleyae ENSPKIG00000011151
pygocentrus_nattereri ENSPNAG00000015544
astyanax_mexicanus ENSAMXG00000029696
danio_rerio ENSDARG00000054319
poecilia_formosa ENSPFOG00000008710
poecilia_mexicana ENSPMEG00000024308
poecilia_latipinna ENSPLAG00000000303
poecilia_reticulata ENSPREG00000016384
xiphophorus_maculatus ENSXMAG00000015885
xiphophorus_couchianus ENSXCOG00000005300
gambusia_affinis ENSGAFG00000012286
cyprinodon_variegatus ENSCVAG00000011286
fundulus_heteroclitus ENSFHEG00000018123
kryptolebias_marmoratus ENSKMAG00000013433
oryzias_latipes ENSORLG00000004169
oryzias_latipes_asm223469v1 ENSORLG00015010829
oryzias_latipes ENSORLG00020002403
oryzias_melastigma ENSOMEG00000021425
cynoglossus_semilaevis ENSCSEG00000017403
mastacembelus_armatus ENSMAMG00000020833
monopterus_albus ENSMALG00000017416
anabas_testudineus ENSATEG00000017055
seriola_dumerili ENSSDUG00000005757
seriola_lalandi_dorsalis ENSSLDG00000018833
labrus_bergylta ENSLBEG00000003409
gasterosteus_aculeatus ENSGACG00000006876
amphiprion_percula ENSAPEG00000005882
amphiprion_ocellaris ENSAOCG00000019108
acanthochromis_polyacanthus ENSAPOG00000012006
stegastes_partitus ENSSPAG00000006216
astatotilapia_calliptera ENSACLG00000014769
maylandia_zebra ENSMZEG00005006799
haplochromis_burtoni ENSHBUG00000004046
pundamilia_nyererei ENSPNYG00000015571
oreochromis_niloticus ENSONIG00000015173
neolamprologus_brichardi ENSNBRG00000014025
amphilophus_citrinellus ENSACIG00000003552
mola_mola ENSMMOG00000001345
scophthalmus_maximus ENSSMAG00000002694
takifugu_rubripes ENSTRUG00000014894
tetraodon_nigroviridis ENSTNIG00000005133
hippocampus_comes ENSHCOG00000013670
periophthalmus_magnuspinnatus ENSPMGG00000015990
gadus_morhua ENSGMOG00000007694
esox_lucius ENSELUG00000002721
periophthalmus_magnuspinnatus ENSPMGG00000022288
pygocentrus_nattereri ENSPNAG00000007369
astyanax_mexicanus ENSAMXG00000005928
ictalurus_punctatus ENSIPUG00000019169
danio_rerio ENSDARG00000013063
scleropages_formosus ENSSFOG00015006607
paramormyrops_kingsleyae ENSPKIG00000017240
lepisosteus_oculatus ENSLOCG00000007994
anolis_carolinensis ENSACAG00000010461
pogona_vitticeps ENSPVIG00000011505
salvator_merianae ENSSMRG00000018882
notechis_scutatus ENSNSUG00000017062
sphenodon_punctatus ENSSPUG00000015187
phascolarctos_cinereus ENSPCIG00000011416
notamacropus_eugenii ENSMEUG00000014866
monodelphis_domestica ENSMODG00000020289
sarcophilus_harrisii ENSSHAG00000006848
ornithorhynchus_anatinus ENSOANG00000021761
ursus_maritimus ENSUMAG00000007281
ursus_americanus ENSUAMG00000000412
ailuropoda_melanoleuca ENSAMEG00000015794
mustela_putorius_furo ENSMPUG00000014471
neovison_vison ENSNVIG00000000344
canis_lupus_dingo ENSCAFG00020011721
canis_lupus_familiaris ENSCAFG00000018589
vulpes_vulpes ENSVVUG00000001823
panthera_tigris_altaica ENSPTIG00000011427
panthera_pardus ENSPPRG00000021023
felis_catus ENSFCAG00000005209
sorex_araneus ENSSARG00000012713
ovis_aries ENSOARG00000008923
capra_hircus ENSCHIG00000012124
capra_hircus ENSCHIG00000014449
bos_mutus ENSBMUG00000026258
bos_taurus ENSBTAG00000033186
bison_bison_bison ENSBBBG00000012068
tursiops_truncatus ENSTTRG00000004331
sus_scrofa ENSSSCG00000016863
vicugna_pacos ENSVPAG00000002550
myotis_lucifugus ENSMLUG00000025683
myotis_lucifugus ENSMLUG00000009431
pteropus_vampyrus ENSPVAG00000006227
equus_caballus ENSECAG00000018312
equus_asinus_asinus ENSEASG00005013690
loxodonta_africana ENSLAFG00000000153
procavia_capensis ENSPCAG00000010348
echinops_telfairi ENSETEG00000014249
choloepus_hoffmanni ENSCHOG00000004160
dasypus_novemcinctus ENSDNOG00000043891
saimiri_boliviensis_boliviensis ENSSBOG00000007830
cebus_capucinus ENSCCAG00000028135
callithrix_jacchus ENSCJAG00000007199
aotus_nancymaae ENSANAG00000026497
cebus_capucinus ENSCCAG00000023133
saimiri_boliviensis_boliviensis ENSSBOG00000033904
aotus_nancymaae ENSANAG00000001089
theropithecus_gelada ENSTGEG00000010245
piliocolobus_tephrosceles ENSPTEG00000021236
pongo_abelii ENSPPYG00000015428
homo_sapiens ENSG00000083720
nomascus_leucogenys ENSNLEG00000016656
chlorocebus_sabaeus ENSCSAG00000016812
rhinopithecus_bieti ENSRBIG00000039983
cercocebus_atys ENSCATG00000032314
mandrillus_leucophaeus ENSMLEG00000042849
papio_anubis ENSPANG00000008222
macaca_fascicularis ENSMFAG00000003998
macaca_mulatta ENSMMUG00000011027
macaca_nemestrina ENSMNEG00000043197
colobus_angolensis_palliatus ENSCANG00000036630
pan_paniscus ENSPPAG00000000926
pan_troglodytes ENSPTRG00000016829
gorilla_gorilla ENSGGOG00000025087
rhinopithecus_roxellana ENSRROG00000039805
colobus_angolensis_palliatus ENSCANG00000031679
piliocolobus_tephrosceles ENSPTEG00000028614
rhinopithecus_bieti ENSRBIG00000031226
rhinopithecus_roxellana ENSRROG00000007760
theropithecus_gelada ENSTGEG00000002009
mandrillus_leucophaeus ENSMLEG00000028981
macaca_fascicularis ENSMFAG00000038539
macaca_mulatta ENSMMUG00000002290
macaca_nemestrina ENSMNEG00000032979
papio_anubis ENSPANG00000035384
cercocebus_atys ENSCATG00000007177
carlito_syrichta ENSTSYG00000013641
peromyscus_maniculatus_bairdii ENSPEMG00000011121
microtus_ochrogaster ENSMOCG00000020647
cricetulus_griseus_chok1gshd ENSCGRG00001022982
cricetulus_griseus_crigri ENSCGRG00000006752
cricetulus_griseus_crigri-picr ENSCGRG00015019487
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020526
mus_spicilegus ENSMSIG00000025075
mus_musculus ENSMUSG00000022186
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019629
mus_pahari MGP_PahariEiJ_G0016010
rattus_norvegicus ENSRNOG00000043094
meriones_unguiculatus ENSMUGG00000022318
nannospalax_galili ENSNGAG00000010264
jaculus_jaculus ENSJJAG00000004330
jaculus_jaculus ENSJJAG00000018894
ictidomys_tridecemlineatus ENSSTOG00000008271
urocitellus_parryii ENSUPAG00010005278
spermophilus_dauricus ENSSDAG00000005964
marmota_marmota_marmota ENSMMMG00000017300
urocitellus_parryii ENSUPAG00010007903
ictidomys_tridecemlineatus ENSSTOG00000032276
spermophilus_dauricus ENSSDAG00000008743
marmota_marmota_marmota ENSMMMG00000000843
chinchilla_lanigera ENSCLAG00000008732
octodon_degus ENSODEG00000002607
cavia_porcellus ENSCPOG00000012966
cavia_aperea ENSCAPG00000006552
heterocephalus_glaber_female ENSHGLG00000005620
heterocephalus_glaber_male ENSHGLG00100009102
heterocephalus_glaber_female ENSHGLG00000015542
heterocephalus_glaber_male ENSHGLG00100012283
fukomys_damarensis ENSFDAG00000013310
oryctolagus_cuniculus ENSOCUG00000009231
ochotona_princeps ENSOPRG00000003876
castor_canadensis ENSCCNG00000011111
dipodomys_ordii ENSDORG00000016318
tupaia_belangeri ENSTBEG00000012854
prolemur_simus ENSPSMG00000007623
microcebus_murinus ENSMICG00000012578
propithecus_coquereli ENSPCOG00000028649
otolemur_garnettii ENSOGAG00000009909
meriones_unguiculatus ENSMUGG00000005737
meriones_unguiculatus ENSMUGG00000005715
ornithorhynchus_anatinus ENSOANG00000000370
loxodonta_africana ENSLAFG00000017624
echinops_telfairi ENSETEG00000015798
canis_lupus_familiaris ENSCAFG00000029444
canis_lupus_familiaris ENSCAFG00000028698
ailuropoda_melanoleuca ENSAMEG00000011513
panthera_pardus ENSPPRG00000023918
equus_caballus ENSECAG00000036867
bos_mutus ENSBMUG00000023995
bos_mutus ENSBMUG00000000469
bos_mutus ENSBMUG00000012523
bison_bison_bison ENSBBBG00000001488
capra_hircus ENSCHIG00000019430
capra_hircus ENSCHIG00000012300
ovis_aries ENSOARG00000020135
ovis_aries ENSOARG00000020054
sus_scrofa ENSSSCG00000003666
sus_scrofa ENSSSCG00000003659
pan_paniscus ENSPPAG00000008285
pan_paniscus ENSPPAG00000039451
homo_sapiens ENSG00000198754
nomascus_leucogenys ENSNLEG00000012037
macaca_mulatta ENSMMUG00000032181
macaca_mulatta ENSMMUG00000041739
mandrillus_leucophaeus ENSMLEG00000006499
papio_anubis ENSPANG00000030545
rhinopithecus_bieti ENSRBIG00000037182
cebus_capucinus ENSCCAG00000032988
propithecus_coquereli ENSPCOG00000024778
prolemur_simus ENSPSMG00000020953
peromyscus_maniculatus_bairdii ENSPEMG00000025638
peromyscus_maniculatus_bairdii ENSPEMG00000026409
cricetulus_griseus_crigri ENSCGRG00000007084
mus_musculus ENSMUSG00000076436
mus_musculus ENSMUSG00000076438
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027410
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026430
mus_pahari MGP_PahariEiJ_G0028760
jaculus_jaculus ENSJJAG00000015635
heterocephalus_glaber_male ENSHGLG00100000363
heterocephalus_glaber_female ENSHGLG00000013758
cavia_porcellus ENSCPOG00000024317
castor_canadensis ENSCCNG00000025606
castor_canadensis ENSCCNG00000007837
erinaceus_europaeus ENSEEUG00000007543
gopherus_agassizii ENSGAGG00000019449
chrysemys_picta_bellii ENSCPBG00000007443
pelodiscus_sinensis ENSPSIG00000017367
lonchura_striata_domestica ENSLSDG00000009279
taeniopygia_guttata ENSTGUG00000002229
serinus_canaria ENSSCAG00000008527
zonotrichia_albicollis ENSZALG00000008396
ficedula_albicollis ENSFALG00000001931
parus_major ENSPMJG00000015852
cyanistes_caeruleus ENSCCEG00000014636
lepidothrix_coronata ENSLCOG00000011391
manacus_vitellinus ENSMVIG00005009194
calidris_pugnax ENSCPUG00000015185
calidris_pygmaea ENSCPGG00000001241
melopsittacus_undulatus ENSMUNG00000013617
anas_platyrhynchos_platyrhynchos ENSAPLG00000010383
anser_brachyrhynchus ENSABRG00000006297
gallus_gallus ENSGALG00000014846
meleagris_gallopavo ENSMGAG00000003596
coturnix_japonica ENSCJPG00005010981
numida_meleagris ENSNMEG00000006120
apteryx_rowi ENSARWG00000007900
apteryx_haastii ENSAHAG00000018313
apteryx_owenii ENSAOWG00000008485
