pogona_vitticeps ENSPVIG00000000429
anolis_carolinensis ENSACAG00000014909
notechis_scutatus ENSNSUG00000006283
notechis_scutatus ENSNSUG00000003964
salvator_merianae ENSSMRG00000003178
sphenodon_punctatus ENSSPUG00000017440
chelonoidis_abingdonii ENSCABG00000000234
gopherus_agassizii ENSGAGG00000022754
chrysemys_picta_bellii ENSCPBG00000014748
pelodiscus_sinensis ENSPSIG00000007521
crocodylus_porosus ENSCPRG00005012643
apteryx_haastii ENSAHAG00000019474
apteryx_owenii ENSAOWG00000018131
apteryx_rowi ENSARWG00000015122
propithecus_coquereli ENSPCOG00000025647
microcebus_murinus ENSMICG00000002387
prolemur_simus ENSPSMG00000010305
otolemur_garnettii ENSOGAG00000017043
carlito_syrichta ENSTSYG00000009481
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029766
mus_musculus ENSMUSG00000056952
mus_spicilegus ENSMSIG00000025825
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028738
mus_pahari MGP_PahariEiJ_G0022489
rattus_norvegicus ENSRNOG00000042482
meriones_unguiculatus ENSMUGG00000006632
cricetulus_griseus_chok1gshd ENSCGRG00001017251
cricetulus_griseus_crigri-picr ENSCGRG00015001460
cricetulus_griseus_crigri ENSCGRG00000015786
cricetulus_griseus_chok1gshd ENSCGRG00001012665
cricetulus_griseus_crigri-picr ENSCGRG00015017638
mesocricetus_auratus ENSMAUG00000008081
microtus_ochrogaster ENSMOCG00000015418
peromyscus_maniculatus_bairdii ENSPEMG00000000467
nannospalax_galili ENSNGAG00000011523
dipodomys_ordii ENSDORG00000012279
castor_canadensis ENSCCNG00000009153
chinchilla_lanigera ENSCLAG00000001488
octodon_degus ENSODEG00000018189
cavia_porcellus ENSCPOG00000015706
cavia_aperea ENSCAPG00000008933
heterocephalus_glaber_female ENSHGLG00000014225
heterocephalus_glaber_male ENSHGLG00100010692
fukomys_damarensis ENSFDAG00000001744
urocitellus_parryii ENSUPAG00010022994
ictidomys_tridecemlineatus ENSSTOG00000013999
spermophilus_dauricus ENSSDAG00000023925
marmota_marmota_marmota ENSMMMG00000009508
ursus_americanus ENSUAMG00000024719
ursus_maritimus ENSUMAG00000018632
ailuropoda_melanoleuca ENSAMEG00000016012
neovison_vison ENSNVIG00000024136
mustela_putorius_furo ENSMPUG00000017160
canis_lupus_familiaris ENSCAFG00000005131
canis_lupus_dingo ENSCAFG00020008366
vulpes_vulpes ENSVVUG00000023406
panthera_pardus ENSPPRG00000007462
panthera_tigris_altaica ENSPTIG00000021381
felis_catus ENSFCAG00000011241
equus_asinus_asinus ENSEASG00005014289
equus_caballus ENSECAG00000010589
myotis_lucifugus ENSMLUG00000004584
pteropus_vampyrus ENSPVAG00000012624
homo_sapiens ENSG00000157014
homo_sapiens ENSG00000272410
pan_paniscus ENSPPAG00000029498
pan_troglodytes ENSPTRG00000014616
gorilla_gorilla ENSGGOG00000010149
pongo_abelii ENSPPYG00000013661
nomascus_leucogenys ENSNLEG00000004423
theropithecus_gelada ENSTGEG00000019211
cercocebus_atys ENSCATG00000035359
papio_anubis ENSPANG00000008626
mandrillus_leucophaeus ENSMLEG00000018747
macaca_nemestrina ENSMNEG00000044152
macaca_mulatta ENSMMUG00000019933
macaca_fascicularis ENSMFAG00000044226
chlorocebus_sabaeus ENSCSAG00000010035
rhinopithecus_bieti ENSRBIG00000008074
rhinopithecus_roxellana ENSRROG00000038303
colobus_angolensis_palliatus ENSCANG00000035519
piliocolobus_tephrosceles ENSPTEG00000036011
saimiri_boliviensis_boliviensis ENSSBOG00000025922
saimiri_boliviensis_boliviensis ENSSBOG00000019661
callithrix_jacchus ENSCJAG00000016416
cebus_capucinus ENSCCAG00000024974
aotus_nancymaae ENSANAG00000038186
vicugna_pacos ENSVPAG00000011137
sus_scrofa ENSSSCG00000011569
capra_hircus ENSCHIG00000015535
ovis_aries ENSOARG00000004960
bos_mutus ENSBMUG00000010896
bos_taurus ENSBTAG00000019479
bison_bison_bison ENSBBBG00000018380
tursiops_truncatus ENSTTRG00000007562
mandrillus_leucophaeus ENSMLEG00000000587
cercocebus_atys ENSCATG00000041684
chlorocebus_sabaeus ENSCSAG00000012959
erinaceus_europaeus ENSEEUG00000003570
sorex_araneus ENSSARG00000001101
capra_hircus ENSCHIG00000023857
ovis_aries ENSOARG00000011473
bison_bison_bison ENSBBBG00000002767
bos_mutus ENSBMUG00000006455
oryctolagus_cuniculus ENSOCUG00000001008
ochotona_princeps ENSOPRG00000012199
loxodonta_africana ENSLAFG00000028812
procavia_capensis ENSPCAG00000016087
echinops_telfairi ENSETEG00000012697
dasypus_novemcinctus ENSDNOG00000000120
dasypus_novemcinctus ENSDNOG00000048938
choloepus_hoffmanni ENSCHOG00000005617
peromyscus_maniculatus_bairdii ENSPEMG00000026416
cricetulus_griseus_crigri-picr ENSCGRG00015003344
mus_spicilegus ENSMSIG00000013865
rattus_norvegicus ENSRNOG00000024053
fukomys_damarensis ENSFDAG00000018689
urocitellus_parryii ENSUPAG00010001750
spermophilus_dauricus ENSSDAG00000003563
marmota_marmota_marmota ENSMMMG00000011611
