takifugu_rubripes ENSTRUG00000009314
tetraodon_nigroviridis ENSTNIG00000014443
mola_mola ENSMMOG00000020838
gasterosteus_aculeatus ENSGACG00000003343
amphilophus_citrinellus ENSACIG00000008756
xiphophorus_maculatus ENSXMAG00000028303
cynoglossus_semilaevis ENSCSEG00000014058
hippocampus_comes ENSHCOG00000018645
gadus_morhua ENSGMOG00000015143
pygocentrus_nattereri ENSPNAG00000020378
astyanax_mexicanus ENSAMXG00000033647
ictalurus_punctatus ENSIPUG00000011791
danio_rerio ENSDARG00000005382
drosophila_melanogaster FBgn0025635
