apteryx_haastii ENSAHAG00000015292
apteryx_rowi ENSARWG00000018717
apteryx_owenii ENSAOWG00000010546
dromaius_novaehollandiae ENSDNVG00000014496
nothoprocta_perdicaria ENSNPEG00000012332
calidris_pygmaea ENSCPGG00000004521
calidris_pugnax ENSCPUG00000018940
lepidothrix_coronata ENSLCOG00000000089
manacus_vitellinus ENSMVIG00005016837
lonchura_striata_domestica ENSLSDG00000017059
taeniopygia_guttata ENSTGUG00000010171
serinus_canaria ENSSCAG00000012281
junco_hyemalis ENSJHYG00000016750
zonotrichia_albicollis ENSZALG00000006389
ficedula_albicollis ENSFALG00000013534
parus_major ENSPMJG00000005764
cyanistes_caeruleus ENSCCEG00000018897
melopsittacus_undulatus ENSMUNG00000015640
anser_brachyrhynchus ENSABRG00000014471
anas_platyrhynchos_platyrhynchos ENSAPLG00000004282
meleagris_gallopavo ENSMGAG00000009996
gallus_gallus ENSGALG00000008267
coturnix_japonica ENSCJPG00005018680
numida_meleagris ENSNMEG00000004517
crocodylus_porosus ENSCPRG00005015437
gopherus_agassizii ENSGAGG00000020938
chelonoidis_abingdonii ENSCABG00000017331
chrysemys_picta_bellii ENSCPBG00000017639
pelodiscus_sinensis ENSPSIG00000017240
phascolarctos_cinereus ENSPCIG00000030437
notamacropus_eugenii ENSMEUG00000008658
sarcophilus_harrisii ENSSHAG00000018837
monodelphis_domestica ENSMODG00000004351
pongo_abelii ENSPPYG00000013703
homo_sapiens ENSG00000091181
pan_paniscus ENSPPAG00000043636
pan_troglodytes ENSPTRG00000014563
gorilla_gorilla ENSGGOG00000001078
nomascus_leucogenys ENSNLEG00000003193
piliocolobus_tephrosceles ENSPTEG00000030702
colobus_angolensis_palliatus ENSCANG00000041867
rhinopithecus_bieti ENSRBIG00000034082
rhinopithecus_roxellana ENSRROG00000033979
papio_anubis ENSPANG00000011489
theropithecus_gelada ENSTGEG00000023754
cercocebus_atys ENSCATG00000034457
macaca_fascicularis ENSMFAG00000006030
macaca_mulatta ENSMMUG00000001849
macaca_nemestrina ENSMNEG00000043242
mandrillus_leucophaeus ENSMLEG00000037391
chlorocebus_sabaeus ENSCSAG00000011082
cebus_capucinus ENSCCAG00000021380
saimiri_boliviensis_boliviensis ENSSBOG00000020431
callithrix_jacchus ENSCJAG00000015437
aotus_nancymaae ENSANAG00000030712
carlito_syrichta ENSTSYG00000004312
propithecus_coquereli ENSPCOG00000011234
microcebus_murinus ENSMICG00000046178
prolemur_simus ENSPSMG00000021478
otolemur_garnettii ENSOGAG00000007069
tupaia_belangeri ENSTBEG00000006175
castor_canadensis ENSCCNG00000004353
dipodomys_ordii ENSDORG00000014033
mus_spicilegus ENSMSIG00000023602
mus_musculus ENSMUSG00000005364
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029725
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028697
mus_pahari MGP_PahariEiJ_G0022448
rattus_norvegicus ENSRNOG00000005954
meriones_unguiculatus ENSMUGG00000002811
cricetulus_griseus_chok1gshd ENSCGRG00001023890
cricetulus_griseus_crigri-picr ENSCGRG00015018726
cricetulus_griseus_crigri ENSCGRG00000017672
mesocricetus_auratus ENSMAUG00000021101
microtus_ochrogaster ENSMOCG00000015311
peromyscus_maniculatus_bairdii ENSPEMG00000000193
nannospalax_galili ENSNGAG00000008379
jaculus_jaculus ENSJJAG00000010396
chinchilla_lanigera ENSCLAG00000005656
octodon_degus ENSODEG00000006715
cavia_porcellus ENSCPOG00000007845
heterocephalus_glaber_male ENSHGLG00100013844
heterocephalus_glaber_female ENSHGLG00000003211
fukomys_damarensis ENSFDAG00000012615
oryctolagus_cuniculus ENSOCUG00000015601
ochotona_princeps ENSOPRG00000009601
marmota_marmota_marmota ENSMMMG00000007442
spermophilus_dauricus ENSSDAG00000021214
urocitellus_parryii ENSUPAG00010022771
ictidomys_tridecemlineatus ENSSTOG00000007367
pteropus_vampyrus ENSPVAG00000006639
myotis_lucifugus ENSMLUG00000013337
erinaceus_europaeus ENSEEUG00000001685
ovis_aries ENSOARG00000008664
capra_hircus ENSCHIG00000011708
bos_mutus ENSBMUG00000009089
bos_taurus ENSBTAG00000000273
bison_bison_bison ENSBBBG00000008533
tursiops_truncatus ENSTTRG00000007783
vicugna_pacos ENSVPAG00000008095
sus_scrofa ENSSSCG00000011528
equus_asinus_asinus ENSEASG00005003564
equus_caballus ENSECAG00000022503
ursus_maritimus ENSUMAG00000024091
ursus_americanus ENSUAMG00000022565
ailuropoda_melanoleuca ENSAMEG00000014490
neovison_vison ENSNVIG00000024323
mustela_putorius_furo ENSMPUG00000017016
canis_lupus_dingo ENSCAFG00020014747
canis_lupus_familiaris ENSCAFG00000005991
vulpes_vulpes ENSVVUG00000012836
panthera_pardus ENSPPRG00000001745
panthera_tigris_altaica ENSPTIG00000012294
felis_catus ENSFCAG00000000652
choloepus_hoffmanni ENSCHOG00000005555
dasypus_novemcinctus ENSDNOG00000008818
loxodonta_africana ENSLAFG00000011644
procavia_capensis ENSPCAG00000014867
echinops_telfairi ENSETEG00000011666
ornithorhynchus_anatinus ENSOANG00000015382
latimeria_chalumnae ENSLACG00000000224
ornithorhynchus_anatinus ENSOANG00000020529
astyanax_mexicanus ENSAMXG00000015598
