clupea_harengus ENSCHAG00000013774
denticeps_clupeoides ENSDCDG00000014434
electrophorus_electricus ENSEEEG00000015345
scophthalmus_maximus ENSSMAG00000019409
cynoglossus_semilaevis ENSCSEG00000006511
seriola_lalandi ENSSLDG00000000909
cottoperca_gobio ENSCGOG00000007747
larimichthys_crocea ENSLCRG00005019387
poecilia_formosa ENSPFOG00000022876
gambusia_affinis ENSGAFG00000003056
oryzias_latipes ENSORLG00000023207
amphilophus_citrinellus ENSACIG00000006297
erpetoichthys_calabaricus ENSECRG00000009788
