pteropus_vampyrus ENSPVAG00000008320
myotis_lucifugus ENSMLUG00000011340
equus_caballus ENSECAG00000012615
equus_asinus_asinus ENSEASG00005002968
ursus_maritimus ENSUMAG00000012224
ursus_americanus ENSUAMG00000027650
ailuropoda_melanoleuca ENSAMEG00000004400
neovison_vison ENSNVIG00000013380
mustela_putorius_furo ENSMPUG00000013677
canis_lupus_dingo ENSCAFG00020008332
canis_lupus_familiaris ENSCAFG00000001584
panthera_tigris_altaica ENSPTIG00000020995
panthera_pardus ENSPPRG00000005039
felis_catus ENSFCAG00000002773
ovis_aries ENSOARG00000001600
bos_taurus ENSBTAG00000006485
bos_mutus ENSBMUG00000024201
bison_bison_bison ENSBBBG00000007087
capra_hircus ENSCHIG00000013416
tursiops_truncatus ENSTTRG00000013396
vicugna_pacos ENSVPAG00000000155
sus_scrofa ENSSSCG00000001613
sorex_araneus ENSSARG00000008780
cercocebus_atys ENSCATG00000018769
mandrillus_leucophaeus ENSMLEG00000044045
theropithecus_gelada ENSTGEG00000029587
papio_anubis ENSPANG00000016964
macaca_mulatta ENSMMUG00000013919
macaca_fascicularis ENSMFAG00000000750
macaca_nemestrina ENSMNEG00000014669
chlorocebus_sabaeus ENSCSAG00000011223
rhinopithecus_roxellana ENSRROG00000039029
rhinopithecus_bieti ENSRBIG00000044360
colobus_angolensis_palliatus ENSCANG00000039055
piliocolobus_tephrosceles ENSPTEG00000034980
homo_sapiens ENSG00000161911
gorilla_gorilla ENSGGOG00000015069
pan_paniscus ENSPPAG00000034061
pongo_abelii ENSPPYG00000016589
nomascus_leucogenys ENSNLEG00000005007
pan_troglodytes ENSPTRG00000018148
cebus_capucinus ENSCCAG00000023212
callithrix_jacchus ENSCJAG00000004089
saimiri_boliviensis_boliviensis ENSSBOG00000027730
aotus_nancymaae ENSANAG00000038353
carlito_syrichta ENSTSYG00000007124
prolemur_simus ENSPSMG00000014870
microcebus_murinus ENSMICG00000035283
propithecus_coquereli ENSPCOG00000024688
otolemur_garnettii ENSOGAG00000002640
mus_musculus ENSMUSG00000023993
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022636
mus_spicilegus ENSMSIG00000007239
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021724
mus_pahari MGP_PahariEiJ_G0020713
rattus_norvegicus ENSRNOG00000040109
meriones_unguiculatus ENSMUGG00000018153
cricetulus_griseus_crigri ENSCGRG00000008418
cricetulus_griseus_chok1gshd ENSCGRG00001003109
cricetulus_griseus_crigri-picr ENSCGRG00015024848
mesocricetus_auratus ENSMAUG00000019166
peromyscus_maniculatus_bairdii ENSPEMG00000012297
microtus_ochrogaster ENSMOCG00000017552
nannospalax_galili ENSNGAG00000018202
castor_canadensis ENSCCNG00000017492
dipodomys_ordii ENSDORG00000002310
jaculus_jaculus ENSJJAG00000016142
cavia_aperea ENSCAPG00000010927
cavia_porcellus ENSCPOG00000004111
chinchilla_lanigera ENSCLAG00000008265
heterocephalus_glaber_male ENSHGLG00100016840
heterocephalus_glaber_female ENSHGLG00000013461
fukomys_damarensis ENSFDAG00000012126
urocitellus_parryii ENSUPAG00010017090
spermophilus_dauricus ENSSDAG00000001109
marmota_marmota_marmota ENSMMMG00000024464
ictidomys_tridecemlineatus ENSSTOG00000013307
oryctolagus_cuniculus ENSOCUG00000007264
ochotona_princeps ENSOPRG00000014843
tupaia_belangeri ENSTBEG00000005218
choloepus_hoffmanni ENSCHOG00000013521
dasypus_novemcinctus ENSDNOG00000016054
procavia_capensis ENSPCAG00000003823
loxodonta_africana ENSLAFG00000010106
echinops_telfairi ENSETEG00000013392
phascolarctos_cinereus ENSPCIG00000005952
notamacropus_eugenii ENSMEUG00000004676
sarcophilus_harrisii ENSSHAG00000017895
monodelphis_domestica ENSMODG00000013007
ornithorhynchus_anatinus ENSOANG00000011496
